repo,snapshot_tag,snapshot_commit,advisory_id,fixed_commit,file_path,published_at,severity_label,source_family,mapping_basis,review_decision,reviewer,notes
traefik-traefik,v2.5.4,95dc43ce4a0b9a3cdfa1ce33e606af5ef0b09f5b,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,integration/https_test.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.5.4,95dc43ce4a0b9a3cdfa1ce33e606af5ef0b09f5b,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,integration/tcp_test.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.5.4,95dc43ce4a0b9a3cdfa1ce33e606af5ef0b09f5b,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,pkg/server/router/router.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.5.4,95dc43ce4a0b9a3cdfa1ce33e606af5ef0b09f5b,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,pkg/server/router/router_test.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.5.4,95dc43ce4a0b9a3cdfa1ce33e606af5ef0b09f5b,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,pkg/server/router/tcp/router.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.5.4,95dc43ce4a0b9a3cdfa1ce33e606af5ef0b09f5b,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,pkg/server/routerfactory.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.5.4,95dc43ce4a0b9a3cdfa1ce33e606af5ef0b09f5b,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,pkg/tls/tlsmanager.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.5.4,95dc43ce4a0b9a3cdfa1ce33e606af5ef0b09f5b,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,pkg/tls/tlsmanager_test.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.6.2,9398222db766a276bb0e01969b6a4c39fa57931c,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,integration/https_test.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.6.2,9398222db766a276bb0e01969b6a4c39fa57931c,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,integration/tcp_test.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.6.2,9398222db766a276bb0e01969b6a4c39fa57931c,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,pkg/server/router/router.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.6.2,9398222db766a276bb0e01969b6a4c39fa57931c,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,pkg/server/router/router_test.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.6.2,9398222db766a276bb0e01969b6a4c39fa57931c,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,pkg/server/router/tcp/router.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.6.2,9398222db766a276bb0e01969b6a4c39fa57931c,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,pkg/server/routerfactory.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.6.2,9398222db766a276bb0e01969b6a4c39fa57931c,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,pkg/tls/tlsmanager.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.6.2,9398222db766a276bb0e01969b6a4c39fa57931c,CVE-2022-46153,7e3fe48b80083b41e9ff82a474a36484cabc701a,pkg/tls/tlsmanager_test.go,2022-12-08T21:46:22+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
traefik-traefik,v2.9.7,cfef9d9df2d7520bd006c51fd3510c1a38af58d7,CVE-2024-28869,240b83b77351dfd8cadb91c305b84e9d22e0f9c6,pkg/config/static/static_config.go,2024-04-12T21:08:36+00:00,HIGH,reference_plus_range,osv_range+osv_ref,accept,initial_curation,Retained from supported advisory/event catalog and seeded for researcher review.
