pair_id,repo,snapshot_tag,snapshot_key,event_id,event_observation_id,ground_truth_policy,ground_truth_source,label,kind,file_path,suffix,loc,size_bytes,ci_gzip,shannon_entropy,cyclomatic_density,halstead_volume,composite_score,directory_depth,prior_touches_total,prior_touches_365d,total_churn,churn_365d,author_count_total,author_count_365d,file_age_days,latest_touch_days,log_loc,log_size_bytes,log_prior_touches_total,log_prior_touches_365d,log_total_churn,log_churn_365d
0,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3613,curl:curl-7_37_0:CVE-2014-3613,expanded_advisory_plus_explicit,explicit_id+osv_range,1,case,lib/cookie.c,.c,1038.0,37964.0,0.291117901169529,0.6755200311916011,0.09344894026974952,0.0,0.2905595083449148,1.0,148.0,7.0,3465.0,320.0,10.0,4.0,5256.3071875,123.57314814814815,6.946013991099227,10.544419961647334,5.003946305945459,2.0794415416798357,8.150756470275551,5.771441123130016
0,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3613,curl:curl-7_37_0:CVE-2014-3613,expanded_advisory_plus_explicit,explicit_id+osv_range,0,control,lib/connect.c,.c,1065.0,39634.0,0.3015088055709744,0.7254789738702444,0.16338028169014085,0.06617780977719878,0.3340018409436301,1.0,341.0,30.0,6527.0,704.0,23.0,5.0,4614.530208333334,5.09337962962963,6.97166860472579,10.587467845271256,5.834810737062605,3.4339872044851463,8.783855896643942,6.558197802812269
1,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3707,curl:curl-7_37_0:CVE-2014-3707,expanded_advisory_plus_explicit,explicit_id+osv_range,1,case,lib/formdata.c,.c,1319.0,46495.0,0.2541778685880202,0.69011685851983,0.17437452615617893,0.009275714091985243,0.3029585162913672,1.0,158.0,9.0,6294.0,161.0,8.0,3.0,5256.3071875,100.52251157407407,7.1853870155804165,10.747121566370009,5.0689042022202315,2.302585092994046,8.747510946478448,5.087596335232384
1,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3707,curl:curl-7_37_0:CVE-2014-3707,expanded_advisory_plus_explicit,explicit_id+osv_range,0,control,lib/telnet.c,.c,1391.0,46237.0,0.22107835715985033,0.7088386514261761,0.203450754852624,0.05235619560570122,0.3104570004966011,1.0,150.0,4.0,6304.0,54.0,15.0,2.0,5256.3071875,31.347025462962964,7.238496840894365,10.741557249815683,5.017279836814924,1.6094379124341003,8.74909824839902,4.007333185232471
2,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3707,curl:curl-7_37_0:CVE-2014-3707,expanded_advisory_plus_explicit,explicit_id+osv_range,1,case,lib/strdup.c,.c,41.0,1502.0,0.45872170439414117,0.6899257272009703,0.0975609756097561,0.0,0.3644926255473332,1.0,26.0,0.0,198.0,0.0,3.0,0.0,5256.3071875,496.9117708333333,3.7376696182833684,7.315218389752975,3.295836866004329,0.0,5.293304824724492,0.0
2,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3707,curl:curl-7_37_0:CVE-2014-3707,expanded_advisory_plus_explicit,explicit_id+osv_range,0,control,src/tool_binmode.c,.c,43.0,1456.0,0.46016483516483514,0.6803275278871005,0.023255813953488372,0.0,0.3438445534088651,1.0,29.0,0.0,314.0,0.0,2.0,0.0,5256.3071875,499.18217592592595,3.784189633918261,7.284134806195205,3.4011973816621555,0.0,5.752572638825633,0.0
3,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3707,curl:curl-7_37_0:CVE-2014-3707,expanded_advisory_plus_explicit,explicit_id+osv_range,1,case,lib/strdup.h,.h,27.0,1214.0,0.471993410214168,0.6333555255262023,0.037037037037037035,0.0,0.3405800187297719,1.0,12.0,0.0,82.0,0.0,3.0,0.0,4016.2311689814815,496.9117708333333,3.332204510175204,7.102499355774649,2.5649493574615367,0.0,4.418840607796598,0.0
3,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3707,curl:curl-7_37_0:CVE-2014-3707,expanded_advisory_plus_explicit,explicit_id+osv_range,0,control,lib/gopher.h,.h,26.0,1208.0,0.4685430463576159,0.6278054158717854,0.038461538461538464,0.0,0.3381864957577239,1.0,17.0,0.0,157.0,0.0,4.0,0.0,5256.3071875,499.18217592592595,3.295836866004329,7.097548850614793,2.8903717578961645,0.0,5.062595033026967,0.0
4,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3707,curl:curl-7_37_0:CVE-2014-3707,expanded_advisory_plus_explicit,explicit_id+osv_range,1,case,lib/url.c,.c,4597.0,183708.0,0.2554924118710127,0.6365046342900144,0.14291929519251687,0.22854022188622486,0.3115317217451176,1.0,1106.0,65.0,31085.0,1051.0,50.0,16.0,5256.3071875,13.491296296296296,8.433376705323127,12.121108262926347,7.009408932708637,4.189654742026425,10.344512836042844,6.9584483932976555
4,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3707,curl:curl-7_37_0:CVE-2014-3707,expanded_advisory_plus_explicit,explicit_id+osv_range,0,control,lib/ftp.c,.c,3582.0,138574.0,0.25827355781026745,0.6611573313739132,0.1605248464544947,0.13241805466187415,0.3088595368078112,1.0,686.0,25.0,24839.0,780.0,23.0,4.0,5256.3071875,24.226122685185185,8.183955717304954,11.839166974288005,6.532334292222349,3.258096538021482,10.120210536047415,6.660575149839686
5,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3707,curl:curl-7_37_0:CVE-2014-3707,expanded_advisory_plus_explicit,explicit_id+osv_range,1,case,lib/urldata.h,.h,1365.0,68110.0,0.3133313757157539,0.69940521037148,0.014652014652014652,0.19815672819030147,0.3126451467622537,1.0,576.0,36.0,6449.0,181.0,48.0,14.0,5256.3071875,5.09337962962963,7.2196420401307355,11.128894006259427,6.3578422665081,3.6109179126442243,8.771835409789817,5.204006687076795
5,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3707,curl:curl-7_37_0:CVE-2014-3707,expanded_advisory_plus_explicit,explicit_id+osv_range,0,control,lib/config-vxworks.h,.h,195.0,26521.0,0.2022925229063761,0.5866949394461727,0.005128205128205128,0.0,0.21669942326135017,1.0,44.0,0.0,2050.0,0.0,6.0,0.0,2964.9944444444445,451.1192361111111,5.278114659230517,10.185729856237545,3.8066624897703196,0.0,7.62608275807238,0.0
6,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3707,curl:curl-7_37_0:CVE-2014-3707,expanded_advisory_plus_explicit,explicit_id+osv_range,1,case,src/tool_setup.h,.h,55.0,2391.0,0.4713508992053534,0.7259513290070827,0.05454545454545454,0.0,0.3635613909250784,1.0,24.0,0.0,231.0,0.0,4.0,0.0,4989.965729166666,468.7436574074074,4.02535169073515,7.779885115070522,3.2188758248682006,0.0,5.44673737166631,0.0
6,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3707,curl:curl-7_37_0:CVE-2014-3707,expanded_advisory_plus_explicit,explicit_id+osv_range,0,control,lib/rtsp.h,.h,54.0,2356.0,0.4410016977928693,0.6044894630315135,0.018518518518518517,0.0,0.3139650683926014,1.0,11.0,0.0,161.0,0.0,3.0,0.0,1580.3224189814814,499.18217592592595,4.007333185232471,7.7651449029361315,2.4849066497880004,0.0,5.087596335232384,0.0
7,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2015-3148,curl:curl-7_37_0:CVE-2015-3148,expanded_advisory_plus_explicit,explicit_id,1,case,lib/http.c,.c,2892.0,118124.0,0.25910060614269753,0.6827405879297536,0.22268326417704012,0.12761244052742385,0.32984619748706107,1.0,561.0,31.0,15548.0,675.0,31.0,7.0,5256.3071875,0.2863773148148148,7.970049304976135,11.679498664796045,6.331501849893691,3.4657359027997265,9.651751606857816,6.516193076042964
7,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2015-3148,curl:curl-7_37_0:CVE-2015-3148,expanded_advisory_plus_explicit,explicit_id,0,control,lib/ssh.c,.c,2709.0,105819.0,0.20665475954223722,0.6741822952613471,0.15466961978589885,0.1405141463136344,0.2954804603481148,1.0,253.0,19.0,16798.0,172.0,18.0,7.0,2755.9903587962963,24.226122685185185,7.904703913873747,11.569494816458123,5.537334267018537,2.995732273553991,9.729074639810214,5.153291594497779
8,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2016-0754,curl:curl-7_37_0:CVE-2016-0754,expanded_advisory_plus_explicit,explicit_id,1,case,src/tool_cb_hdr.c,.c,177.0,5988.0,0.4166666666666667,0.7655248959902614,0.12429378531073447,0.0,0.3678593686107088,1.0,17.0,0.0,337.0,0.0,3.0,0.0,969.2514004629629,499.18217592592595,5.181783550292085,8.697679732264463,2.8903717578961645,0.0,5.823045895483019,0.0
8,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2016-0754,curl:curl-7_37_0:CVE-2016-0754,expanded_advisory_plus_explicit,explicit_id,0,control,lib/if2ip.c,.c,181.0,5957.0,0.3337250293772033,0.7717371513380908,0.1270718232044199,0.0,0.34146683431326186,1.0,81.0,0.0,872.0,0.0,9.0,0.0,5256.3071875,405.29019675925923,5.204006687076795,8.692490133273228,4.406719247264253,0.0,6.771935555839602,0.0
9,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2016-0754,curl:curl-7_37_0:CVE-2016-0754,expanded_advisory_plus_explicit,explicit_id,1,case,src/tool_doswin.c,.c,241.0,8269.0,0.39702503325674204,0.7544398448555464,0.17427385892116182,0.0,0.36975451333886405,1.0,14.0,1.0,335.0,6.0,4.0,1.0,974.2253472222222,86.3565625,5.488937726156687,9.020389788017736,2.70805020110221,0.6931471805599453,5.817111159963204,1.9459101490553132
9,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2016-0754,curl:curl-7_37_0:CVE-2016-0754,expanded_advisory_plus_explicit,explicit_id,0,control,src/tool_cb_dbg.c,.c,233.0,8333.0,0.33817352694107766,0.7687115575670438,0.27896995708154504,0.0,0.3792730727699115,1.0,11.0,4.0,335.0,22.0,3.0,1.0,969.2514004629629,80.13369212962964,5.455321115357702,9.0280988119824,2.4849066497880004,1.6094379124341003,5.817111159963204,3.1354942159291497
10,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2016-0754,curl:curl-7_37_0:CVE-2016-0754,expanded_advisory_plus_explicit,explicit_id,1,case,src/tool_doswin.h,.h,34.0,1564.0,0.45971867007672634,0.6656789429549794,0.17647058823529413,0.0,0.3780778772562214,1.0,21.0,2.0,152.0,7.0,3.0,1.0,4879.9863888888885,86.22891203703703,3.5553480614894135,7.355641102974253,3.091042453358316,1.0986122886681098,5.030437921392435,2.0794415416798357
10,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2016-0754,curl:curl-7_37_0:CVE-2016-0754,expanded_advisory_plus_explicit,explicit_id,0,control,lib/netrc.h,.h,31.0,1568.0,0.44642857142857145,0.6737462600597899,0.03225806451612903,0.0,0.33989393828683684,1.0,18.0,1.0,234.0,16.0,5.0,1.0,5256.3071875,273.5181597222222,3.4657359027997265,7.358193752733032,2.9444389791664403,0.6931471805599453,5.459585514144159,2.833213344056216
11,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2016-0754,curl:curl-7_37_0:CVE-2016-0754,expanded_advisory_plus_explicit,explicit_id,1,case,src/tool_operate.c,.c,1419.0,63110.0,0.2638567580415148,0.6843843582135358,0.08738548273431994,0.029001884693261815,0.2849563461734045,1.0,132.0,69.0,3490.0,1066.0,15.0,11.0,958.9852893518519,10.556921296296297,7.258412150595307,11.052650359802138,4.890349128221754,4.248495242049359,8.157943507105037,6.9726062513017535
