pair_id,repo,snapshot_tag,snapshot_key,event_id,event_observation_id,ground_truth_policy,ground_truth_source,ground_truth_source_family,label,kind,file_path,suffix,loc,size_bytes,ci_gzip,shannon_entropy,cyclomatic_density,halstead_volume,composite_score,directory_depth,prior_touches_total,prior_touches_365d,total_churn,churn_365d,author_count_total,author_count_365d,file_age_days,latest_touch_days,log_loc,log_size_bytes,log_prior_touches_total,log_prior_touches_365d,log_total_churn,log_churn_365d
0,django-django,1.8.1,django-django:1.8.1,CVE-2016-2513,django-django:1.8.1:CVE-2016-2513,supported_advisory_plus_explicit,explicit_id+osv_range+osv_ref,explicit_plus_reference_plus_range,1,case,django/contrib/auth/hashers.py,.py,413.0,17327.0,0.23985687077970796,0.7593706795776904,0.048426150121065374,0.0,0.28461979860223463,3.0,42.0,4.0,879.0,73.0,18.0,4.0,1225.6895717592593,81.04362268518518,6.025865973825314,9.760078969240771,3.7612001156935624,1.6094379124341003,6.779921907472252,4.30406509320417
0,django-django,1.8.1,django-django:1.8.1,CVE-2016-2513,django-django:1.8.1:CVE-2016-2513,supported_advisory_plus_explicit,explicit_id+osv_range+osv_ref,explicit_plus_reference_plus_range,0,control,django/contrib/admin/filters.py,.py,370.0,17367.0,0.203777278747049,0.7474184593599411,0.0918918918918919,0.0,0.2805383227316738,3.0,32.0,6.0,774.0,49.0,17.0,6.0,1459.404537037037,81.04362268518518,5.916202062607435,9.762384711558127,3.4965075614664802,1.9459101490553132,6.652863029353347,3.912023005428146
1,django-django,1.8.1,django-django:1.8.1,CVE-2016-2512,django-django:1.8.1:CVE-2016-2512,supported_advisory_plus_explicit,explicit_id+osv_range+osv_ref,explicit_plus_reference_plus_range,1,case,django/utils/http.py,.py,251.0,9978.0,0.36470234515935057,0.8252913147358605,0.055776892430278883,0.0,0.346825480334329,2.0,53.0,9.0,566.0,74.0,23.0,6.0,2858.344340277778,43.87747685185185,5.529429087511423,9.208238163884312,3.9889840465642745,2.302585092994046,6.340359303727752,4.31748811353631
1,django-django,1.8.1,django-django:1.8.1,CVE-2016-2512,django-django:1.8.1:CVE-2016-2512,supported_advisory_plus_explicit,explicit_id+osv_range+osv_ref,explicit_plus_reference_plus_range,0,control,django/template/loader_tags.py,.py,218.0,9868.0,0.2877989460883664,0.8059324546379529,0.16055045871559634,0.0,0.34185380494965606,2.0,75.0,8.0,1213.0,48.0,23.0,4.0,3579.792337962963,70.96943287037037,5.389071729816501,9.197153810172008,4.330733340286331,2.1972245773362196,7.101675971619444,3.8918202981106265
2,django-django,1.8.1,django-django:1.8.1,CVE-2016-7401,django-django:1.8.1:CVE-2016-7401,supported_advisory_plus_explicit,explicit_id,explicit_only,1,case,django/http/cookie.py,.py,91.0,4390.0,0.34464692482915715,0.8282508832124414,0.1978021978021978,0.0,0.3787608025239711,2.0,8.0,2.0,120.0,24.0,5.0,1.0,922.0930092592592,81.04362268518518,4.5217885770490405,8.387312270561717,2.1972245773362196,1.0986122886681098,4.795790545596741,3.2188758248682006
2,django-django,1.8.1,django-django:1.8.1,CVE-2016-7401,django-django:1.8.1:CVE-2016-7401,supported_advisory_plus_explicit,explicit_id,explicit_only,0,control,django/utils/_os.py,.py,112.0,4411.0,0.4014962593516209,0.8429883719147244,0.10714285714285714,0.0,0.3795376436582592,2.0,26.0,4.0,270.0,14.0,13.0,3.0,2839.6540972222224,72.86236111111111,4.727387818712341,8.392083380373393,3.295836866004329,1.6094379124341003,5.602118820879701,2.70805020110221
3,django-django,1.8.1,django-django:1.8.1,CVE-2016-9013,django-django:1.8.1:CVE-2016-9013,supported_advisory_plus_explicit,explicit_id,explicit_only,1,case,django/db/backends/oracle/creation.py,.py,274.0,14210.0,0.2023926812104152,0.7734168983932054,0.12408759124087591,0.0,0.29421191879604086,4.0,62.0,13.0,1681.0,239.0,22.0,5.0,3262.6177546296294,81.04362268518518,5.616771097666572,9.561771591591862,4.143134726391533,2.6390573296152584,7.427738840532894,5.480638923341991
3,django-django,1.8.1,django-django:1.8.1,CVE-2016-9013,django-django:1.8.1:CVE-2016-9013,supported_advisory_plus_explicit,explicit_id,explicit_only,0,control,django/core/management/commands/loaddata.py,.py,260.0,12783.0,0.2881952593287961,0.7770934845511756,0.2153846153846154,0.0,0.34790178788519677,4.0,90.0,7.0,2079.0,73.0,27.0,7.0,2815.597222222222,70.22991898148148,5.564520407322694,9.455949668006056,4.51085950651685,2.0794415416798357,7.640123172695364,4.30406509320417
4,django-django,1.8.1,django-django:1.8.1,CVE-2017-7234,django-django:1.8.1:CVE-2017-7234,supported_advisory_plus_explicit,explicit_id,explicit_only,1,case,django/views/static.py,.py,134.0,5142.0,0.4056787242318164,0.8373546154249107,0.12686567164179105,0.0,0.3837686721815594,2.0,59.0,4.0,702.0,29.0,16.0,3.0,3505.070763888889,67.91986111111112,4.90527477843843,8.545391845774915,4.0943445622221,1.6094379124341003,6.555356891810665,3.4011973816621555
4,django-django,1.8.1,django-django:1.8.1,CVE-2017-7234,django-django:1.8.1:CVE-2017-7234,supported_advisory_plus_explicit,explicit_id,explicit_only,0,control,django/utils/tree.py,.py,122.0,5120.0,0.346484375,0.8228528156805002,0.11475409836065574,0.0,0.3559902701769556,2.0,15.0,2.0,326.0,11.0,10.0,2.0,2560.733784722222,144.31148148148148,4.812184355372417,8.54110501146255,2.772588722239781,1.0986122886681098,5.7899601708972535,2.4849066497880004
