roc_auc,average_precision,brier_score,log_loss,repo,model,n_files,n_positive_files,ece
0.9565764631843927,0.09397513624281296,0.004918945070403621,0.02575651020309712,django-django,baseline_size,1369,7,0.006930811446456512
0.8888888888888888,0.3333333333333333,0.04867702906179747,0.1805150776864798,psf-requests,baseline_size,19,1,0.06079975947349714
0.9172435494021398,0.06075896242353533,0.0049988503002477095,0.026658428955394175,django-django,baseline_history,1369,7,0.004812171177647907
0.9444444444444444,0.5,0.04918546070042479,0.18956988760225912,psf-requests,baseline_history,19,1,0.0627419063983794
0.9268932242500524,0.058532041060115204,0.005026510948641622,0.026424962960587377,django-django,baseline_history_plus_structure,1369,7,0.0048305455370502145
1.0,1.0,0.048738742472612055,0.18339858105721096,psf-requests,baseline_history_plus_structure,19,1,0.06287182874511305
0.9123138242080973,0.06107465616139793,0.005006051291358898,0.027180590584625252,django-django,baseline_plus_composite,1369,7,0.006829062819134366
0.9444444444444444,0.5,0.049216180642087506,0.19017875002100101,psf-requests,baseline_plus_composite,19,1,0.0626309847149883
