pair_id,repo,snapshot_tag,snapshot_key,event_id,event_observation_id,ground_truth_policy,ground_truth_source,label,kind,file_path,suffix,loc,size_bytes,ci_gzip,shannon_entropy,cyclomatic_density,halstead_volume,composite_score,directory_depth,prior_touches_total,prior_touches_365d,total_churn,churn_365d,author_count_total,author_count_365d,file_age_days,latest_touch_days,log_loc,log_size_bytes,log_prior_touches_total,log_prior_touches_365d,log_total_churn,log_churn_365d
0,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3620,curl:curl-7_37_0:CVE-2014-3620,expanded_advisory_plus_explicit,explicit_id+osv_range,1,case,lib/cookie.c,.c,1038.0,37964.0,0.291117901169529,0.6755200311916011,0.09344894026974952,0.0,0.2905595083449148,1.0,148.0,7.0,3465.0,320.0,10.0,4.0,5256.3071875,123.57314814814815,6.946013991099227,10.544419961647334,5.003946305945459,2.0794415416798357,8.150756470275551,5.771441123130016
0,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-3620,curl:curl-7_37_0:CVE-2014-3620,expanded_advisory_plus_explicit,explicit_id+osv_range,0,control,lib/connect.c,.c,1065.0,39634.0,0.3015088055709744,0.7254789738702444,0.16338028169014085,0.06617780977719878,0.3340018409436301,1.0,341.0,30.0,6527.0,704.0,23.0,5.0,4614.530208333334,5.09337962962963,6.97166860472579,10.587467845271256,5.834810737062605,3.4339872044851463,8.783855896643942,6.558197802812269
1,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-8150,curl:curl-7_37_0:CVE-2014-8150,expanded_advisory_plus_explicit,osv_range,1,case,lib/url.c,.c,4597.0,183708.0,0.2554924118710127,0.6365046342900144,0.14291929519251687,0.22854022188622486,0.3115317217451176,1.0,1106.0,65.0,31085.0,1051.0,50.0,16.0,5256.3071875,13.491296296296296,8.433376705323127,12.121108262926347,7.009408932708637,4.189654742026425,10.344512836042844,6.9584483932976555
1,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2014-8150,curl:curl-7_37_0:CVE-2014-8150,expanded_advisory_plus_explicit,osv_range,0,control,lib/ftp.c,.c,3582.0,138574.0,0.25827355781026745,0.6611573313739132,0.1605248464544947,0.13241805466187415,0.3088595368078112,1.0,686.0,25.0,24839.0,780.0,23.0,4.0,5256.3071875,24.226122685185185,8.183955717304954,11.839166974288005,6.532334292222349,3.258096538021482,10.120210536047415,6.660575149839686
2,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2016-3739,curl:curl-7_37_0:CVE-2016-3739,expanded_advisory_plus_explicit,explicit_id+osv_range,1,case,lib/vtls/polarssl.c,.c,512.0,18837.0,0.2578966926793014,0.7377779006560983,0.146484375,0.0,0.3093413028419324,2.0,42.0,9.0,1285.0,123.0,12.0,5.0,1476.050011574074,59.24106481481481,6.240275845170769,9.843631385382762,3.7612001156935624,2.302585092994046,7.1592919047975645,4.820281565605037
2,curl,curl-7_37_0,curl:curl-7_37_0,CVE-2016-3739,curl:curl-7_37_0:CVE-2016-3739,expanded_advisory_plus_explicit,explicit_id+osv_range,0,control,lib/vtls/vtls.c,.c,530.0,19190.0,0.29906201146430433,0.7443519468719589,0.1320754716981132,0.0,0.32124338408493597,2.0,92.0,9.0,2037.0,236.0,20.0,3.0,3330.260810185185,151.22922453703703,6.274762021241939,9.862196698118247,4.532599493153256,2.302585092994046,7.61972421378267,5.4680601411351315
3,curl,curl-7_50_0,curl:curl-7_50_0,CVE-2016-5419,curl:curl-7_50_0:CVE-2016-5419,expanded_advisory_plus_explicit,explicit_id+osv_range,1,case,lib/url.c,.c,5141.0,202609.0,0.24927816632035102,0.6314953914657165,0.17000583544057576,0.24252159032993834,0.3169372982189242,1.0,1246.0,57.0,33720.0,1574.0,73.0,12.0,6048.773055555555,29.01732638888889,8.545197387825835,12.219038227920198,7.1284959456800365,4.060443010546419,10.425876067666572,7.362010551259734
3,curl,curl-7_50_0,curl:curl-7_50_0,CVE-2016-5419,curl:curl-7_50_0:CVE-2016-5419,expanded_advisory_plus_explicit,explicit_id+osv_range,0,control,lib/ssh.c,.c,2849.0,110968.0,0.20512219739023863,0.6724999513310869,0.1568971568971569,0.14594316186372963,0.2958198552224253,1.0,286.0,19.0,17185.0,218.0,23.0,4.0,3548.4562268518516,21.48644675925926,7.955074273262696,11.61700616200947,5.659482215759621,2.995732273553991,9.751850377873168,5.389071729816501
4,curl,curl-7_50_0,curl:curl-7_50_0,CVE-2016-5419,curl:curl-7_50_0:CVE-2016-5419,expanded_advisory_plus_explicit,explicit_id+osv_range,1,case,lib/urldata.h,.h,1428.0,71653.0,0.31263171116352423,0.6985255510562137,0.02100840336134454,0.20375469539621777,0.31440023754326313,1.0,656.0,27.0,6885.0,205.0,63.0,12.0,6048.773055555555,29.01732638888889,7.264730177929867,11.17960425863455,6.48768401848461,3.332204510175204,8.83724564389847,5.327876168789581
4,curl,curl-7_50_0,curl:curl-7_50_0,CVE-2016-5419,curl:curl-7_50_0:CVE-2016-5419,expanded_advisory_plus_explicit,explicit_id+osv_range,0,control,lib/config-vxworks.h,.h,194.0,26392.0,0.20199302819036072,0.5869851299827527,0.005154639175257732,0.0,0.21667695502063322,1.0,48.0,1.0,2062.0,2.0,8.0,1.0,3757.4603125,169.39902777777777,5.272999558563747,10.180854102460378,3.8918202981106265,0.6931471805599453,7.631916513071252,1.0986122886681098
5,curl,curl-7_50_0,curl:curl-7_50_0,CVE-2016-5419,curl:curl-7_50_0:CVE-2016-5419,expanded_advisory_plus_explicit,explicit_id+osv_range,1,case,lib/vtls/vtls.c,.c,761.0,27057.0,0.29755700927671214,0.7347766448410892,0.15505913272010513,0.021916852046216205,0.3268386110152818,2.0,127.0,10.0,2663.0,173.0,29.0,6.0,4122.7266782407405,29.01732638888889,6.635946555686647,10.205737989163305,4.852030263919617,2.3978952727983707,7.88758403166028,5.159055299214529
5,curl,curl-7_50_0,curl:curl-7_50_0,CVE-2016-5419,curl:curl-7_50_0:CVE-2016-5419,expanded_advisory_plus_explicit,explicit_id+osv_range,0,control,lib/vauth/ntlm.c,.c,676.0,26899.0,0.2332800475854121,0.7383240149648381,0.13165680473372782,0.0,0.2967360688972799,2.0,95.0,7.0,3518.0,73.0,12.0,3.0,1802.7974421296296,29.01732638888889,6.517671272912275,10.19988156558993,4.564348191467836,2.0794415416798357,8.165932137321585,4.30406509320417
