repo,snapshot_tag,snapshot_date,event_id,event_observation_id,event_published,event_date_source,severity_band,severity_score,severity_label,severity_source,ground_truth_source,ground_truth_aliases,fixed_commit,commit_subject,case_file,control_file,changed_source_files_count,changed_source_files_sample,review_decision,review_notes
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22901,curl:curl-7_73_0:CVE-2021-22901,2021-05-26T08:00:00+00:00,nvd_published+osv_published,high_critical,8.1,HIGH,nvd_metrics+osv_severity,explicit_id+nvd_ref+osv_range+osv_ref,CURL-CVE-2021-22901;CVE-2021-22901,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,openssl: associate/detach the transfer from connection,lib/vtls/vtls.c,lib/vauth/ntlm.c,13,lib/multi.c;lib/vtls/gskit.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/mesalink.c;lib/vtls/nss.c;lib/vtls/openssl.c;lib/vtls/rustls.c;lib/vtls/schannel.c;lib/vtls/sectransp.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22901,curl:curl-7_73_0:CVE-2021-22901,2021-05-26T08:00:00+00:00,nvd_published+osv_published,high_critical,8.1,HIGH,nvd_metrics+osv_severity,explicit_id+nvd_ref+osv_range+osv_ref,CURL-CVE-2021-22901;CVE-2021-22901,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,openssl: associate/detach the transfer from connection,lib/vtls/vtls.h,lib/vauth/vauth.h,13,lib/multi.c;lib/vtls/gskit.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/mesalink.c;lib/vtls/nss.c;lib/vtls/openssl.c;lib/vtls/rustls.c;lib/vtls/schannel.c;lib/vtls/sectransp.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22901,curl:curl-7_73_0:CVE-2021-22901,2021-05-26T08:00:00+00:00,nvd_published+osv_published,high_critical,8.1,HIGH,nvd_metrics+osv_severity,explicit_id+nvd_ref+osv_range+osv_ref,CURL-CVE-2021-22901;CVE-2021-22901,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,openssl: associate/detach the transfer from connection,lib/vtls/wolfssl.c,lib/vtls/bearssl.c,13,lib/multi.c;lib/vtls/gskit.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/mesalink.c;lib/vtls/nss.c;lib/vtls/openssl.c;lib/vtls/rustls.c;lib/vtls/schannel.c;lib/vtls/sectransp.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22946,curl:curl-7_73_0:CVE-2021-22946,2021-09-15T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2021-22946;CVE-2021-22946,364f174724ef115c63d5e5dc1d3342c8a43b1cca,"ftp,imap,pop3: do not ignore --ssl-reqd",lib/imap.c,lib/smtp.c,3,lib/ftp.c;lib/imap.c;lib/pop3.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22945,curl:curl-7_73_0:CVE-2021-22945,2021-09-15T08:00:00+00:00,osv_published,high_critical,9.1,CRITICAL,osv_severity,explicit_id+osv_range,CURL-CVE-2021-22945;CVE-2021-22945,43157490a5054bd24256fe12876931e8abc9df49,mqtt: clear the leftovers pointer when sending succeeds,lib/mqtt.c,lib/parsedate.c,1,lib/mqtt.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22946,curl:curl-7_73_0:CVE-2021-22946,2021-09-15T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2021-22946;CVE-2021-22946,364f174724ef115c63d5e5dc1d3342c8a43b1cca,"ftp,imap,pop3: do not ignore --ssl-reqd",lib/pop3.c,lib/telnet.c,3,lib/ftp.c;lib/imap.c;lib/pop3.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27775,curl:curl-7_73_0:CVE-2022-27775,2022-04-27T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-27775;CVE-2022-27775,058f98dc3fe595f21dc26a5b9b1699e519ba5705,"conncache: include the zone id in the ""bundle"" hashkey",lib/conncache.c,lib/getinfo.c,1,lib/conncache.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-22576,curl:curl-7_73_0:CVE-2022-22576,2022-04-27T08:00:00+00:00,osv_published,high_critical,8.1,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-22576;CVE-2022-22576,852aa5ad351ea53e5f01d2f44b5b4370c2bf5425,url: check sasl additional parameters for connection reuse.,lib/strcase.c,lib/dynbuf.c,5,lib/strcase.c;lib/strcase.h;lib/url.c;lib/urldata.h;lib/vtls/vtls.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-22576,curl:curl-7_73_0:CVE-2022-22576,2022-04-27T08:00:00+00:00,osv_published,high_critical,8.1,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-22576;CVE-2022-22576,852aa5ad351ea53e5f01d2f44b5b4370c2bf5425,url: check sasl additional parameters for connection reuse.,lib/strcase.h,lib/mqtt.h,5,lib/strcase.c;lib/strcase.h;lib/url.c;lib/urldata.h;lib/vtls/vtls.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-22576,curl:curl-7_73_0:CVE-2022-22576,2022-04-27T08:00:00+00:00,osv_published,high_critical,8.1,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-22576;CVE-2022-22576,852aa5ad351ea53e5f01d2f44b5b4370c2bf5425,url: check sasl additional parameters for connection reuse.,lib/url.c,src/tool_getparam.c,5,lib/strcase.c;lib/strcase.h;lib/url.c;lib/urldata.h;lib/vtls/vtls.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-22576,curl:curl-7_73_0:CVE-2022-22576,2022-04-27T08:00:00+00:00,osv_published,high_critical,8.1,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-22576;CVE-2022-22576,852aa5ad351ea53e5f01d2f44b5b4370c2bf5425,url: check sasl additional parameters for connection reuse.,lib/urldata.h,lib/config-vxworks.h,5,lib/strcase.c;lib/strcase.h;lib/url.c;lib/urldata.h;lib/vtls/vtls.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27782,curl:curl-7_73_0:CVE-2022-27782,2022-05-11T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-27782;CVE-2022-27782,1645e9b44505abd5cbaf65da5282c3f33b5924a5,url: check SSH config match on connection reuse,lib/vssh/ssh.h,packages/vms/curlmsg.h,2,lib/url.c;lib/vssh/ssh.h,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27778,curl:curl-7_73_0:CVE-2022-27778,2022-05-11T08:00:00+00:00,osv_published,high_critical,8.1,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-27778;CVE-2022-27778,8c7ee9083d0d719d0a77ab20d9cc2ae84eeea7f3,post_per_transfer: remove the updated file name,src/tool_operate.c,lib/http2.c,1,src/tool_operate.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-32207,curl:curl-7_73_0:CVE-2022-32207,2022-06-27T08:00:00+00:00,osv_published,high_critical,9.8,CRITICAL,osv_severity,explicit_id+osv_range,CURL-CVE-2022-32207;CVE-2022-32207,20f9dd6bae50b7223171b17ba7798946e74f877f,fopen: add Curl_fopen() for better overwriting of files,lib/cookie.c,lib/connect.c,3,lib/cookie.c;lib/fopen.c;lib/fopen.h,,
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-2398,curl:curl-8_6_0:CVE-2024-2398,2024-03-27T08:00:00+00:00,osv_published,high_critical,8.6,HIGH,osv_severity,osv_range,CURL-CVE-2024-2398;CVE-2024-2398,deca8039991886a559b67bcd6701db800a5cf764,http2: push headers better cleanup,lib/http2.c,src/tool_operate.c,1,lib/http2.c,,
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-6197,curl:curl-8_6_0:CVE-2024-6197,2024-07-24T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,osv_range,CURL-CVE-2024-6197;CVE-2024-6197,3a537a4db9e65e545ec45b1b5d5575ee09a2569d,x509asn1: remove superfluous free(),lib/vtls/x509asn1.c,lib/vssh/wolfssh.c,1,lib/vtls/x509asn1.c,,
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-0665,curl:curl-8_6_0:CVE-2025-0665,2025-02-05T08:00:00+00:00,osv_published,high_critical,7.0,HIGH,osv_severity,osv_range,CURL-CVE-2025-0665;CVE-2025-0665,ff5091aa9f73802e894b1cbdf24ab84e103200e2,async-thread: avoid closing eventfd twice,lib/asyn-thread.c,src/tool_listhelp.c,1,lib/asyn-thread.c,,
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-0725,curl:curl-8_6_0:CVE-2025-0725,2025-02-05T08:00:00+00:00,nvd_published+osv_published,high_critical,7.3,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CURL-CVE-2025-0725;CVE-2025-0725,76f83f0db23846e254d940ec7,content_encoding: drop support for zlib before 1.2.0.4,lib/content_encoding.c,lib/ldap.c,1,lib/content_encoding.c,,
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-5399,curl:curl-8_6_0:CVE-2025-5399,2025-06-04T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,osv_range,CURL-CVE-2025-5399;CVE-2025-5399,d1145df24de8f80e6b167fbc4f28b86bcd0c6832,ws: handle blocked sends better,lib/ws.c,lib/socks.c,1,lib/ws.c,,
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-9086,curl:curl-8_6_0:CVE-2025-9086,2025-09-10T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,osv_range,CURL-CVE-2025-9086;CVE-2025-9086,c6ae07c6a541e0e96d0040afb62b45dd37711300,cookie: don't treat the leading slash as trailing,lib/cookie.c,lib/cf-h2-proxy.c,1,lib/cookie.c,,
php-src,php-5.5.12RC1,2014-04-15T16:01:14+00:00,CVE-2014-0185,php-src:php-5.5.12RC1:CVE-2014-0185,2014-05-06T10:44:02+00:00,nvd_published,high_critical,7.2,HIGH,nvd_metrics,explicit_id+nvd_ref,CVE-2014-0185,61b002b91baa78af0b7f438c8c35a51951c650a5,Fix for CVE-2014-0185,sapi/fpm/fpm/fpm_unix.c,ext/pcre/pcrelib/pcre_valid_utf8.c,1,sapi/fpm/fpm/fpm_unix.c,,
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-41991,django-django:4.2.4:CVE-2024-41991,2024-08-07T15:15:56+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,BIT-DJANGO-2024-41991;CVE-2024-41991;GHSA-R836-HH6V-RG5G;PYSEC-2024-69,efea1ef7e2190e3f77ca0651b5458297bc0f6a9f,[4.2.x] Fixed CVE-2024-41991 -- Prevented potential ReDoS in django.utils.html.urlize() and AdminURLFieldWidget.,django/contrib/admin/widgets.py,django/db/migrations/executor.py,2,django/contrib/admin/widgets.py;django/utils/html.py,,
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-42005,django-django:4.2.4:CVE-2024-42005,2024-08-07T15:15:56+00:00,osv_published,high_critical,7.3,HIGH,osv_severity,explicit_id+osv_range,BIT-DJANGO-2024-42005;CVE-2024-42005;GHSA-PV4P-CWWG-4RPH;PYSEC-2024-70,f4af67b9b41e0f4c117a8741da3abbd1c869ab28,[4.2.x] Fixed CVE-2024-42005 -- Mitigated QuerySet.values() SQL injection attacks against JSON fields.,django/db/models/sql/query.py,django/db/models/fields/__init__.py,1,django/db/models/sql/query.py,,
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-41989,django-django:4.2.4:CVE-2024-41989,2024-08-07T15:15:56+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,BIT-DJANGO-2024-41989;CVE-2024-41989;GHSA-JH75-99HH-QVX9;PYSEC-2024-67,fc76660f589ac07e45e9cd34ccb8087aeb11904b,[4.2.x] Fixed CVE-2024-41989 -- Prevented excessive memory consumption in floatformat.,django/template/defaultfilters.py,django/http/multipartparser.py,1,django/template/defaultfilters.py,,
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-41990,django-django:4.2.4:CVE-2024-41990,2024-08-07T15:15:56+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,BIT-DJANGO-2024-41990;CVE-2024-41990;GHSA-795C-9XPC-XW6G;PYSEC-2024-68,d0a82e26a74940bf0c78204933c3bdd6a283eb88,[4.2.x] Fixed CVE-2024-41990 -- Mitigated potential DoS in urlize and urlizetrunc template filters.,django/utils/html.py,django/utils/text.py,1,django/utils/html.py,,
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2022-3358,openssl:openssl-3.0.0-alpha10:CVE-2022-3358,2022-10-11T15:15:10+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,CVE-2022-3358;GHSA-4F63-89W9-3JJV;RUSTSEC-2022-0059,25d47cccf203c3b71171e78865e48ea061a039a8,Fix usage of custom EVP_CIPHER objects,crypto/evp/digest.c,crypto/rsa/rsa_ossl.c,2,crypto/evp/digest.c;crypto/evp/evp_enc.c,,
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2022-3358,openssl:openssl-3.0.0-alpha10:CVE-2022-3358,2022-10-11T15:15:10+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,CVE-2022-3358;GHSA-4F63-89W9-3JJV;RUSTSEC-2022-0059,25d47cccf203c3b71171e78865e48ea061a039a8,Fix usage of custom EVP_CIPHER objects,crypto/evp/evp_enc.c,crypto/bn/bn_exp.c,2,crypto/evp/digest.c;crypto/evp/evp_enc.c,,
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2022-3996,openssl:openssl-3.0.0-alpha10:CVE-2022-3996,2022-12-13T16:15:22+00:00,nvd_published+osv_published,high_critical,7.5,HIGH,nvd_metrics+osv_severity,explicit_id+nvd_ref+osv_range+osv_ref,CVE-2022-3996;GHSA-VR8J-HGMM-JH9R,4d0340a6d2f327700a059f0b8f954d6160f8eef5,x509: fix double locking problem,crypto/x509/pcy_map.c,crypto/rsa/rsa_x931.c,1,crypto/x509/pcy_map.c,,
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19244,sqlite:version-3.25.0:CVE-2019-19244,2019-11-25T20:15:11+00:00,nvd_published+osv_published,high_critical,7.5,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19244,e59c562b3f6894f84c715772c4b116d7b5c01348,Fix a crash that could occur if a sub-select that uses both DISTINCT and window functions also used an ORDER BY that is the same as its select list.,src/select.c,src/test1.c,1,src/select.c,,
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19317,sqlite:version-3.25.0:CVE-2019-19317,2019-12-05T14:15:09+00:00,nvd_published+osv_published,high_critical,9.8,CRITICAL,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19317,522ebfa7cee96fb325a22ea3a2464a63485886a8,"Whenever a generated column is used, assume that all columns are used.",src/resolve.c,src/vdbeapi.c,1,src/resolve.c,,
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19603,sqlite:version-3.25.0:CVE-2019-19603,2019-12-09T19:15:14+00:00,nvd_published,high_critical,7.5,HIGH,nvd_metrics,nvd_ref,CVE-2019-19603,527cbd4a104cb93bf3994b3dd3619a6299a78b13,Do not allow CREATE TABLE or CREATE VIEW of an object with a name that looks like a shadow table name.,src/build.c,src/vdbeaux.c,2,src/build.c;src/sqliteInt.h,,
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19646,sqlite:version-3.25.0:CVE-2019-19646,2019-12-09T19:15:14+00:00,nvd_published+osv_published,high_critical,9.8,CRITICAL,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19646,ebd70eedd5d6e6a890a670b5ee874a5eae86b4dd,Fix the NOT NULL verification logic in PRAGMA integrity_check so that it works for generated columns whose value is the result of a comparison operator. Ticket [bd8c280671ba44a7],src/pragma.c,src/wherecode.c,1,src/pragma.c,,
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19603,sqlite:version-3.25.0:CVE-2019-19603,2019-12-09T19:15:14+00:00,nvd_published,high_critical,7.5,HIGH,nvd_metrics,nvd_ref,CVE-2019-19603,527cbd4a104cb93bf3994b3dd3619a6299a78b13,Do not allow CREATE TABLE or CREATE VIEW of an object with a name that looks like a shadow table name.,src/sqliteInt.h,src/sqlite3ext.h,2,src/build.c;src/sqliteInt.h,,
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19880,sqlite:version-3.25.0:CVE-2019-19880,2019-12-18T06:15:12+00:00,nvd_published+osv_published,high_critical,7.5,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19880,75e95e1fcd52d3ec8282edb75ac8cd0814095d54,When processing constant integer values in ORDER BY clauses of window definitions (see check-in [7e4809eadfe99ebf]) be sure to fully disable the constant value to avoid an invalid pointer dereference if the expression is ever duplicated. This fixes a crash report from Yongheng and Rui.,src/window.c,src/analyze.c,1,src/window.c,,
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19925,sqlite:version-3.25.0:CVE-2019-19925,2019-12-24T17:15:10+00:00,nvd_published+osv_published,high_critical,7.5,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19925,54d501092d88c0cf89bec4279951f548fb0b8618,Fix the zipfile extension so that INSERT works even if the pathname of the file being inserted is a NULL.  Bug discovered by the Yongheng and Rui fuzzer.,ext/misc/zipfile.c,ext/lsm1/lsm_shared.c,1,ext/misc/zipfile.c,,
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2315,git:v2.0.0-rc0:CVE-2016-2315,2016-04-08T14:59:01+00:00,nvd_published,high_critical,9.8,CRITICAL,nvd_metrics,nvd_ref,CVE-2016-2315,34fa79a6cde56d6d428ab0d3160cb094ebad3305,prefer memcpy to strcpy,compat/nedmalloc/nedmalloc.c,compat/poll/poll.c,3,compat/nedmalloc/nedmalloc.c;fast-import.c;revision.c,,
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2315,git:v2.0.0-rc0:CVE-2016-2315,2016-04-08T14:59:01+00:00,nvd_published,high_critical,9.8,CRITICAL,nvd_metrics,nvd_ref,CVE-2016-2315,34fa79a6cde56d6d428ab0d3160cb094ebad3305,prefer memcpy to strcpy,fast-import.c,refs.c,3,compat/nedmalloc/nedmalloc.c;fast-import.c;revision.c,,
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2315,git:v2.0.0-rc0:CVE-2016-2315,2016-04-08T14:59:01+00:00,nvd_published,high_critical,9.8,CRITICAL,nvd_metrics,nvd_ref,CVE-2016-2315,34fa79a6cde56d6d428ab0d3160cb094ebad3305,prefer memcpy to strcpy,revision.c,sha1_file.c,3,compat/nedmalloc/nedmalloc.c;fast-import.c;revision.c,,
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2324,git:v2.0.0-rc0:CVE-2016-2324,2016-04-08T14:59:02+00:00,nvd_published,high_critical,9.8,CRITICAL,nvd_metrics,nvd_ref,CVE-2016-2324,de1e67d0703894cb6ea782e36abb63976ab07e60,list-objects: pass full pathname to callbacks,builtin/pack-objects.c,builtin/blame.c,9,builtin/pack-objects.c;builtin/rev-list.c;list-objects.c;list-objects.h;pack-bitmap-write.c;pack-bitmap.c;reachable.c;revision.c;revision.h,,
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2324,git:v2.0.0-rc0:CVE-2016-2324,2016-04-08T14:59:02+00:00,nvd_published,high_critical,9.8,CRITICAL,nvd_metrics,nvd_ref,CVE-2016-2324,de1e67d0703894cb6ea782e36abb63976ab07e60,list-objects: pass full pathname to callbacks,builtin/rev-list.c,builtin/cat-file.c,9,builtin/pack-objects.c;builtin/rev-list.c;list-objects.c;list-objects.h;pack-bitmap-write.c;pack-bitmap.c;reachable.c;revision.c;revision.h,,
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2324,git:v2.0.0-rc0:CVE-2016-2324,2016-04-08T14:59:02+00:00,nvd_published,high_critical,9.8,CRITICAL,nvd_metrics,nvd_ref,CVE-2016-2324,de1e67d0703894cb6ea782e36abb63976ab07e60,list-objects: pass full pathname to callbacks,list-objects.c,zlib.c,9,builtin/pack-objects.c;builtin/rev-list.c;list-objects.c;list-objects.h;pack-bitmap-write.c;pack-bitmap.c;reachable.c;revision.c;revision.h,,
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2324,git:v2.0.0-rc0:CVE-2016-2324,2016-04-08T14:59:02+00:00,nvd_published,high_critical,9.8,CRITICAL,nvd_metrics,nvd_ref,CVE-2016-2324,de1e67d0703894cb6ea782e36abb63976ab07e60,list-objects: pass full pathname to callbacks,pack-bitmap-write.c,archive.c,9,builtin/pack-objects.c;builtin/rev-list.c;list-objects.c;list-objects.h;pack-bitmap-write.c;pack-bitmap.c;reachable.c;revision.c;revision.h,,
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2324,git:v2.0.0-rc0:CVE-2016-2324,2016-04-08T14:59:02+00:00,nvd_published,high_critical,9.8,CRITICAL,nvd_metrics,nvd_ref,CVE-2016-2324,de1e67d0703894cb6ea782e36abb63976ab07e60,list-objects: pass full pathname to callbacks,pack-bitmap.c,date.c,9,builtin/pack-objects.c;builtin/rev-list.c;list-objects.c;list-objects.h;pack-bitmap-write.c;pack-bitmap.c;reachable.c;revision.c;revision.h,,
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2324,git:v2.0.0-rc0:CVE-2016-2324,2016-04-08T14:59:02+00:00,nvd_published,high_critical,9.8,CRITICAL,nvd_metrics,nvd_ref,CVE-2016-2324,de1e67d0703894cb6ea782e36abb63976ab07e60,list-objects: pass full pathname to callbacks,reachable.c,progress.c,9,builtin/pack-objects.c;builtin/rev-list.c;list-objects.c;list-objects.h;pack-bitmap-write.c;pack-bitmap.c;reachable.c;revision.c;revision.h,,
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2324,git:v2.0.0-rc0:CVE-2016-2324,2016-04-08T14:59:02+00:00,nvd_published,high_critical,9.8,CRITICAL,nvd_metrics,nvd_ref,CVE-2016-2324,de1e67d0703894cb6ea782e36abb63976ab07e60,list-objects: pass full pathname to callbacks,revision.h,builtin.h,9,builtin/pack-objects.c;builtin/rev-list.c;list-objects.c;list-objects.h;pack-bitmap-write.c;pack-bitmap.c;reachable.c;revision.c;revision.h,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2018-17456,git:v2.13.7:CVE-2018-17456,2018-10-06T14:29:00+00:00,nvd_published+osv_published,high_critical,9.8,CRITICAL,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2018-17456,a124133e1e6ab5c7a9fef6d0e6bcb084e3455b46,fsck: detect submodule urls starting with dash,fsck.c,log-tree.c,1,fsck.c,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1387,git:v2.13.7:CVE-2019-1387,2019-12-18T21:15:13+00:00,osv_published,high_critical,8.8,HIGH,osv_severity,explicit_id+osv_range,CVE-2019-1387,a8dee3ca610f5a1d403634492136c887f83b59d2,Disallow dubiously-nested submodule git directories,builtin/submodule--helper.c,builtin/grep.c,3,builtin/submodule--helper.c;submodule.c;submodule.h,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1387,git:v2.13.7:CVE-2019-1387,2019-12-18T21:15:13+00:00,osv_published,high_critical,8.8,HIGH,osv_severity,explicit_id+osv_range,CVE-2019-1387,a8dee3ca610f5a1d403634492136c887f83b59d2,Disallow dubiously-nested submodule git directories,submodule.c,http-push.c,3,builtin/submodule--helper.c;submodule.c;submodule.h,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1387,git:v2.13.7:CVE-2019-1387,2019-12-18T21:15:13+00:00,osv_published,high_critical,8.8,HIGH,osv_severity,explicit_id+osv_range,CVE-2019-1387,a8dee3ca610f5a1d403634492136c887f83b59d2,Disallow dubiously-nested submodule git directories,submodule.h,graph.h,3,builtin/submodule--helper.c;submodule.c;submodule.h,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1353,git:v2.13.7:CVE-2019-1353,2020-01-24T22:15:19+00:00,osv_published,high_critical,9.8,CRITICAL,osv_severity,explicit_id+osv_range,CVE-2019-1353,9102f958ee5254b10c0be72672aa3305bf4f4704,protect_ntfs: turn on NTFS protection by default,environment.c,userdiff.c,1,environment.c,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2020-5260,git:v2.13.7:CVE-2020-5260,2020-04-14T23:15:12+00:00,nvd_published+osv_published,high_critical,7.5,HIGH,nvd_metrics+osv_severity,explicit_id+nvd_ref+osv_range+osv_ref,BIT-GIT-2020-5260;CVE-2020-5260,9a6bbee8006c24b46a85d29e7b38cfa79e9ab21b,credential: avoid writing values with newlines,credential.c,wildmatch.c,1,credential.c,,
openssh,V_8_0_P1,2019-04-17T22:52:57+00:00,CVE-2020-12062,openssh:V_8_0_P1:CVE-2020-12062,2020-06-01T16:15:14+00:00,nvd_published+osv_published,high_critical,7.5,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2020-12062,aad87b88fc2536b1ea023213729aaf4eaabe1894,"upstream: when receving a file in sink(), be careful to send at",scp.c,sshconnect.c,1,scp.c,,
openssh,V_8_0_P1,2019-04-17T22:52:57+00:00,CVE-2021-28041,openssh:V_8_0_P1:CVE-2021-28041,2021-03-05T21:15:13+00:00,nvd_published+osv_published,high_critical,7.1,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2021-28041,e04fd6dde16de1cdc5a4d9946397ff60d96568db,upstream: factor SSH_AGENT_CONSTRAIN_EXTENSION parsing into its own,ssh-agent.c,auth.c,1,ssh-agent.c,,
openssh,V_8_7_P1,2021-08-20T04:03:49+00:00,CVE-2021-41617,openssh:V_8_7_P1:CVE-2021-41617,2021-09-26T19:15:07+00:00,osv_published,high_critical,7.0,HIGH,osv_severity,osv_range,CVE-2021-41617,bf944e3794eff5413f2df1ef37cddf96918c6bde,initgroups needs grp.h,misc.c,sftp.c,1,misc.c,,
traefik-traefik,v2.5.4,2021-11-08T17:36:13+00:00,CVE-2022-46153,traefik-traefik:v2.5.4:CVE-2022-46153,2022-12-08T21:46:22+00:00,osv_published,high_critical,8.1,HIGH,osv_severity,osv_range+osv_ref,CVE-2022-46153;GHSA-468W-8X39-GJ5V;GO-2022-1152,7e3fe48b80083b41e9ff82a474a36484cabc701a,Handle broken TLS conf better,pkg/tls/tlsmanager_test.go,pkg/ip/checker_test.go,9,integration/https_test.go;integration/tcp_test.go;pkg/server/router/router.go;pkg/server/router/router_test.go;pkg/server/router/tcp/manager.go;pkg/server/router/tcp/router.go;pkg/server/routerfactory.go;pkg/tls/tlsmanager.go;pkg/tls/tlsmanager_test.go,,
