pair_id,repo,snapshot_tag,snapshot_commit,snapshot_date,snapshot_key,event_id,event_observation_id,ground_truth_policy,ground_truth_source,ground_truth_aliases,event_published,event_date_source,severity_band,severity_score,severity_label,severity_source,fixed_commit,case_file,control_file,case_file_path,case_suffix,case_size_bytes,case_loc,case_ci_gzip,case_shannon_entropy,case_cyclomatic_density,case_halstead_volume,case_composite_score,case_directory_depth,case_prior_touches_total,case_prior_touches_365d,case_total_churn,case_churn_365d,case_author_count_total,case_author_count_365d,case_file_age_days,case_latest_touch_days,control_file_path,control_suffix,control_size_bytes,control_loc,control_ci_gzip,control_shannon_entropy,control_cyclomatic_density,control_halstead_volume,control_composite_score,control_directory_depth,control_prior_touches_total,control_prior_touches_365d,control_total_churn,control_churn_365d,control_author_count_total,control_author_count_365d,control_file_age_days,control_latest_touch_days,delta_composite,delta_ci_gzip,delta_entropy,delta_cc_density,delta_halstead,delta_log_prior_touches_365d,delta_log_churn_365d
0,curl,curl-7_37_0,3fed9acaef45ac8b99ceecc38afbed3494e2d3ef,2014-05-20T21:42:47+00:00,curl:curl-7_37_0,CVE-2014-3620,curl:curl-7_37_0:CVE-2014-3620,expanded_advisory_plus_explicit,explicit_id+osv_range,CURL-CVE-2014-3620;CVE-2014-3620,2014-09-10T08:00:00+00:00,osv_published,high_critical,,HIGH,osv_severity,a76825a5efa6b41d3a1d4f275dada2f017f6f566,lib/cookie.c,lib/connect.c,lib/cookie.c,.c,37964.0,1038.0,0.291117901169529,0.6755200311916011,0.09344894026974952,0.0,0.2905595083449148,1,148,7,3465,320,10,4,5256.3071875,123.57314814814815,lib/connect.c,.c,39634.0,1065.0,0.3015088055709744,0.7254789738702444,0.16338028169014085,0.06617780977719878,0.3340018409436301,1,341,30,6527,704,23,5,4614.530208333334,5.09337962962963,-0.04344233259871533,-0.010390904401445411,-0.049958942678643314,-0.06993134142039133,-0.06617780977719878,-1.3545456628053105,-0.7867566796822532
1,curl,curl-7_37_0,3fed9acaef45ac8b99ceecc38afbed3494e2d3ef,2014-05-20T21:42:47+00:00,curl:curl-7_37_0,CVE-2014-8150,curl:curl-7_37_0:CVE-2014-8150,expanded_advisory_plus_explicit,osv_range,CURL-CVE-2014-8150;CVE-2014-8150,2015-01-08T08:00:00+00:00,osv_published,high_critical,,HIGH,osv_severity,178bd7db34f77e020fb8562890c5625ccbd67093,lib/url.c,lib/ftp.c,lib/url.c,.c,183708.0,4597.0,0.2554924118710127,0.6365046342900144,0.14291929519251687,0.22854022188622486,0.3115317217451176,1,1106,65,31085,1051,50,16,5256.3071875,13.491296296296296,lib/ftp.c,.c,138574.0,3582.0,0.25827355781026745,0.6611573313739132,0.1605248464544947,0.13241805466187415,0.3088595368078112,1,686,25,24839,780,23,4,5256.3071875,24.226122685185185,0.002672184937306421,-0.00278114593925477,-0.024652697083898834,-0.017605551261977825,0.09612216722435071,0.931558204004943,0.2978732434579694
2,curl,curl-7_37_0,3fed9acaef45ac8b99ceecc38afbed3494e2d3ef,2014-05-20T21:42:47+00:00,curl:curl-7_37_0,CVE-2016-3739,curl:curl-7_37_0:CVE-2016-3739,expanded_advisory_plus_explicit,explicit_id+osv_range,CURL-CVE-2016-3739;CVE-2016-3739,2016-05-18T08:00:00+00:00,osv_published,high_critical,5.3,HIGH,osv_severity,6efd2fa529a189bf41736a610f6184cd8ad94b4d,lib/vtls/polarssl.c,lib/vtls/vtls.c,lib/vtls/polarssl.c,.c,18837.0,512.0,0.2578966926793014,0.7377779006560983,0.146484375,0.0,0.3093413028419324,2,42,9,1285,123,12,5,1476.050011574074,59.24106481481481,lib/vtls/vtls.c,.c,19190.0,530.0,0.29906201146430433,0.7443519468719589,0.1320754716981132,0.0,0.32124338408493597,2,92,9,2037,236,20,3,3330.260810185185,151.22922453703703,-0.01190208124300357,-0.04116531878500296,-0.006574046215860663,0.014408903301886794,0.0,0.0,-0.6477785755300944
3,curl,curl-7_50_0,79e63a53bb9598af863b0afe49ad662795faeef4,2016-07-21T08:53:38+00:00,curl:curl-7_50_0,CVE-2016-5419,curl:curl-7_50_0:CVE-2016-5419,expanded_advisory_plus_explicit,explicit_id+osv_range,CURL-CVE-2016-5419;CVE-2016-5419,2016-08-03T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,247d890da88f9ee817079e246c59f3d7d12fde5f,lib/url.c,lib/ssh.c,lib/url.c,.c,202609.0,5141.0,0.24927816632035102,0.6314953914657165,0.17000583544057576,0.24252159032993834,0.3169372982189242,1,1246,57,33720,1574,73,12,6048.773055555555,29.01732638888889,lib/ssh.c,.c,110968.0,2849.0,0.20512219739023863,0.6724999513310869,0.1568971568971569,0.14594316186372963,0.2958198552224253,1,286,19,17185,218,23,4,3548.4562268518516,21.48644675925926,0.02111744299649887,0.044155968930112394,-0.04100455986537033,0.013108678543418878,0.0965784284662087,1.0647107369924282,1.9729388214432326
4,curl,curl-7_50_0,79e63a53bb9598af863b0afe49ad662795faeef4,2016-07-21T08:53:38+00:00,curl:curl-7_50_0,CVE-2016-5419,curl:curl-7_50_0:CVE-2016-5419,expanded_advisory_plus_explicit,explicit_id+osv_range,CURL-CVE-2016-5419;CVE-2016-5419,2016-08-03T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,247d890da88f9ee817079e246c59f3d7d12fde5f,lib/urldata.h,lib/config-vxworks.h,lib/urldata.h,.h,71653.0,1428.0,0.31263171116352423,0.6985255510562137,0.02100840336134454,0.20375469539621777,0.31440023754326313,1,656,27,6885,205,63,12,6048.773055555555,29.01732638888889,lib/config-vxworks.h,.h,26392.0,194.0,0.20199302819036072,0.5869851299827527,0.005154639175257732,0.0,0.21667695502063322,1,48,1,2062,2,8,1,3757.4603125,169.39902777777777,0.0977232825226299,0.11063868297316351,0.11154042107346107,0.01585376418608681,0.20375469539621777,2.6390573296152584,4.229263880121471
5,curl,curl-7_50_0,79e63a53bb9598af863b0afe49ad662795faeef4,2016-07-21T08:53:38+00:00,curl:curl-7_50_0,CVE-2016-5419,curl:curl-7_50_0:CVE-2016-5419,expanded_advisory_plus_explicit,explicit_id+osv_range,CURL-CVE-2016-5419;CVE-2016-5419,2016-08-03T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,247d890da88f9ee817079e246c59f3d7d12fde5f,lib/vtls/vtls.c,lib/vauth/ntlm.c,lib/vtls/vtls.c,.c,27057.0,761.0,0.29755700927671214,0.7347766448410892,0.15505913272010513,0.021916852046216205,0.3268386110152818,2,127,10,2663,173,29,6,4122.7266782407405,29.01732638888889,lib/vauth/ntlm.c,.c,26899.0,676.0,0.2332800475854121,0.7383240149648381,0.13165680473372782,0.0,0.2967360688972799,2,95,7,3518,73,12,3,1802.7974421296296,29.01732638888889,0.030102542118001896,0.06427696169130004,-0.0035473701237489497,0.023402327986377314,0.021916852046216205,0.3184537311185349,0.8549902060103589
6,curl,curl-7_50_0,79e63a53bb9598af863b0afe49ad662795faeef4,2016-07-21T08:53:38+00:00,curl:curl-7_50_0,CVE-2016-8617,curl:curl-7_50_0:CVE-2016-8617,expanded_advisory_plus_explicit,explicit_id+osv_range,CURL-CVE-2016-8617;CVE-2016-8617,2016-11-02T08:00:00+00:00,osv_published,high_critical,7.0,HIGH,osv_severity,efd24d57426bd77c9b5860e6b297904703750412,lib/base64.c,src/tool_cb_dbg.c,lib/base64.c,.c,8417.0,244.0,0.30592847808007606,0.7793520689928808,0.11475409836065574,0.0,0.32946492051645626,1,92,6,1939,44,7,2,6048.773055555555,29.01732638888889,src/tool_cb_dbg.c,.c,8349.0,233.0,0.33908252485327584,0.7685893754541195,0.27896995708154504,0.0,0.37950671339901776,1,15,1,345,2,5,1,1761.7172685185185,169.39902777777777,-0.0500417928825615,-0.033154046773199775,0.010762693538761248,-0.16421585872088929,0.0,1.252762968495368,2.7080502011022096
7,curl,curl-7_50_0,79e63a53bb9598af863b0afe49ad662795faeef4,2016-07-21T08:53:38+00:00,curl:curl-7_50_0,CVE-2016-8615,curl:curl-7_50_0:CVE-2016-8615,expanded_advisory_plus_explicit,explicit_id+osv_range,CURL-CVE-2016-8615;CVE-2016-8615,2016-11-02T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,cff89bc088b7884098ea0c5378bbda3d49c437bc,lib/cookie.c,lib/connect.c,lib/cookie.c,.c,40019.0,1089.0,0.29228616407206576,0.6783506352249868,0.08539944903581267,0.0,0.2896956109724939,1,171,10,3865,132,15,4,6048.773055555555,8.072430555555556,lib/connect.c,.c,42019.0,1126.0,0.29945976820009995,0.7222297501957557,0.17317939609236235,0.07176764230663953,0.33577167266671054,1,389,17,6958,149,38,10,5406.9960763888885,1.0863310185185184,-0.04607606169421663,-0.0071736041280341944,-0.04387911497076891,-0.08777994705654968,-0.07176764230663953,-0.49247648509779385,-0.1202861658745018
8,curl,curl-7_50_0,79e63a53bb9598af863b0afe49ad662795faeef4,2016-07-21T08:53:38+00:00,curl:curl-7_50_0,CVE-2016-8623,curl:curl-7_50_0:CVE-2016-8623,expanded_advisory_plus_explicit,explicit_id+osv_range,CURL-CVE-2016-8623;CVE-2016-8623,2016-11-02T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,c5be3d7267c725dbd093ff3a883e07ee8cf2a1d5,lib/cookie.h,projects/wolfssl_options.h,lib/cookie.h,.h,4119.0,83.0,0.38504491381403255,0.7412187667826735,0.03614457831325301,0.0,0.3303811373179243,1,41,2,302,14,5,1,6048.773055555555,29.01732638888889,projects/wolfssl_options.h,.h,4124.0,134.0,0.4107662463627546,0.825491839783657,0.007462686567164179,0.0,0.35282721871993933,1,4,4,236,236,1,1,349.6606365740741,113.40744212962963,-0.02244608140201504,-0.025721332548722053,-0.08427307300098352,0.02868189174608883,0.0,-0.5108256237659905,-2.7600099400329214
9,curl,curl-7_50_0,79e63a53bb9598af863b0afe49ad662795faeef4,2016-07-21T08:53:38+00:00,curl:curl-7_50_0,CVE-2016-8625,curl:curl-7_50_0:CVE-2016-8625,expanded_advisory_plus_explicit,explicit_id+osv_range,CURL-CVE-2016-8625;CVE-2016-8625,2016-11-02T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,9c91ec778104ae3b744b39444d544e82d5ee9ece,lib/curl_setup.h,lib/config-tpf.h,lib/curl_setup.h,.h,19970.0,561.0,0.31497245868803203,0.6935794369548621,0.1836007130124777,0.021916852046216205,0.33003624581954855,1,257,11,2599,49,30,9,6048.773055555555,43.5934375,lib/config-tpf.h,.h,21896.0,161.0,0.2078005115089514,0.6009263671842153,0.006211180124223602,0.0,0.22261239194219926,1,36,1,1040,4,6,1,3757.4603125,169.39902777777777,0.10742385387734929,0.10717194717908063,0.0926530697706468,0.1773895328882541,0.021916852046216205,1.791759469228055,2.302585092994046
