repo,commit,cve_ids,n_pairs,event_id,ground_truth_policy,mean_delta_composite,median_delta_composite,positive_share
redis,03345ddc7faf7af079485f2cbe5d17a1611cbce1,CVE-2023-45145,1,CVE-2023-45145,strict_nvd_event,-0.020913162927085283,-0.020913162927085283,0.0
sqlite,a6c1a71cde082e09750465d5675699062922e387,CVE-2019-20218,1,CVE-2019-20218,strict_nvd_event,0.045357133992182164,0.045357133992182164,1.0
sqlite,396afe6f6aa90a31303c183e11b2b2d4b7956b35,CVE-2019-19923,1,CVE-2019-19923,strict_nvd_event,0.04532286475306019,0.04532286475306019,1.0
sqlite,8428b3b437569338a9d1e10c4cd8154acbe33089,CVE-2019-19926,1,CVE-2019-19926,strict_nvd_event,0.04527557585418912,0.04527557585418912,1.0
sqlite,e59c562b3f6894f84c715772c4b116d7b5c01348,CVE-2019-19244,1,CVE-2019-19244,strict_nvd_event,0.04524486247428233,0.04524486247428233,1.0
sqlite,527cbd4a104cb93bf3994b3dd3619a6299a78b13,CVE-2019-19603,2,CVE-2019-19603,strict_nvd_event,0.04073505596745783,0.04073505596745783,1.0
sqlite,38096961c7cd109110ac21d3ed7dad7e0cb0ae06,CVE-2019-19645,3,CVE-2019-19645,strict_nvd_event,0.028953123477748217,0.026614219919176563,1.0
sqlite,56d2fd008b108109f489339f5fd55212bb50afd4,CVE-2025-29088,1,CVE-2025-29088,strict_nvd_event,0.02388435427714447,0.02388435427714447,1.0
sqlite,ebd70eedd5d6e6a890a670b5ee874a5eae86b4dd,CVE-2019-19646,1,CVE-2019-19646,strict_nvd_event,0.022859123809459925,0.022859123809459925,1.0
sqlite,522ebfa7cee96fb325a22ea3a2464a63485886a8,CVE-2019-19317,1,CVE-2019-19317,strict_nvd_event,0.0215463104019758,0.0215463104019758,1.0
sqlite,57f7ece78410a8aae86aa4625fb7556897db384c,CVE-2019-19242,2,CVE-2019-19242,strict_nvd_event,0.0060605549697917704,0.0060605549697917704,0.5
sqlite,8654186b0236d556aa85528c2573ee0b6ab71be3,CVE-2019-19924,3,CVE-2019-19924,strict_nvd_event,-0.002326486199789368,-0.011599727891106415,0.3333333333333333
sqlite,75e95e1fcd52d3ec8282edb75ac8cd0814095d54,CVE-2019-19880,1,CVE-2019-19880,strict_nvd_event,-0.01791400724889336,-0.01791400724889336,0.0
sqlite,d8f2d46cbc9925e034a68aaaf60aad788d9373c1,CVE-2019-19959,1,CVE-2019-19959,strict_nvd_event,-0.03654258247852499,-0.03654258247852499,0.0
sqlite,54d501092d88c0cf89bec4279951f548fb0b8618,CVE-2019-19925,1,CVE-2019-19925,strict_nvd_event,-0.03660537016021742,-0.03660537016021742,0.0
zlib,eff308af425b67093bab25f80f1ae950166bece1,CVE-2022-37434,1,CVE-2022-37434,strict_nvd_event,0.05169754528239401,0.05169754528239401,1.0
zlib,6a043145ca6e9c55184013841a67b2fef87e44c0,CVE-2016-9840,1,CVE-2016-9840,strict_nvd_event,0.04113087994349307,0.04113087994349307,1.0
zlib,e54e1299404101a5a9d0cf5e45512b543967f958,CVE-2016-9842,1,CVE-2016-9842,strict_nvd_event,0.020384117505908128,0.020384117505908128,1.0
zlib,5c44459c3b28a9bd3283aaceab7c615f8020c531,CVE-2018-25032,3,CVE-2018-25032,strict_nvd_event,0.017741635371017733,0.013956437600050664,0.6666666666666666
zlib,9aaec95e82117c1cb0f9624264c3618fc380cecb,CVE-2016-9841,1,CVE-2016-9841,strict_nvd_event,-0.04054500568024305,-0.04054500568024305,0.0
zlib,d1d577490c15a0c6862473d7576352a9f18ef811,CVE-2016-9843,1,CVE-2016-9843,strict_nvd_event,-0.04542172100570707,-0.04542172100570707,0.0
