pair_id,repo,security_event_id,label,kind,log_loc,log_size_bytes,directory_depth,log_prior_touches_total,log_prior_touches_365d,log_total_churn,log_churn_365d,file_age_days,cyclomatic_density,halstead_volume,composite_score
9,jq,GHSA-GF4G-95WJ-4Q4R,0,bugfix,6.419994928147142,9.99820664859396,1.0,4.07753744390572,1.791759469228055,7.097548850614793,5.730099782973574,4946.816354166666,0.11582381729200653,0.0,0.2800353202836718
10,libxml2,CVE-2008-3281,1,security,6.769641976852503,10.15167487428977,0.0,4.465908118654584,0.0,8.685584842676693,0.0,3660.558738425926,0.16206896551724137,0.0,0.28895357477053923
10,libxml2,CVE-2008-3281,0,bugfix,6.656726524178391,10.014447362844386,0.0,4.343805421853684,2.9444389791664403,8.271548374755515,7.515889085215125,7348.118159722222,0.12226512226512226,0.0,0.2966409752494254
11,libxml2,CVE-2008-3281,1,security,4.795790545596741,8.391629968440892,2.0,3.7612001156935624,0.0,6.52649485957079,0.0,3679.9030208333334,0.008333333333333333,0.0,0.30742314482578226
11,libxml2,CVE-2008-3281,0,bugfix,4.290459441148391,7.698936199813447,2.0,3.58351893845611,1.9459101490553132,6.523562306149512,4.48863636973214,8067.009363425926,0.1388888888888889,0.0,0.369575178432039
12,libxml2,CVE-2008-3281,1,security,6.977281341630747,10.56144787300669,2.0,4.836281906951478,0.6931471805599453,8.224699561967235,1.3862943611198906,3660.558738425926,0.0009337068160597573,0.09008668079807478,0.26303519288915783
12,libxml2,CVE-2008-3281,0,bugfix,6.836259277277067,10.533055751453203,2.0,4.897839799950911,1.6094379124341003,7.983098940710892,3.8501476017100584,9861.532881944444,0.002150537634408602,0.1805743872151618,0.2130703116852823
13,libxml2,CVE-2008-3281,1,security,9.462343451970945,12.888560719114489,0.0,6.206575926724928,3.1354942159291497,11.098031040257398,7.232010331664759,3660.558738425926,0.21274776525456665,0.20901124196642887,0.2932087935754918
13,libxml2,CVE-2008-3281,0,bugfix,9.48181684008103,12.926136792239129,0.0,6.206575926724928,3.4339872044851463,10.847218338835674,6.066108090103747,8618.078032407408,0.21100777557554506,0.21636496760158241,0.2928172643935818
14,libxml2,CVE-2008-3281,1,security,7.493873886783559,11.015114778281733,0.0,4.8283137373023015,1.0986122886681098,9.64904681386415,2.995732273553991,2895.1262384259257,0.18485523385300667,0.05584207132686636,0.28625585100140466
14,libxml2,CVE-2008-3281,0,bugfix,7.4977617006225685,11.135449967400994,0.0,4.248495242049359,2.4849066497880004,8.851377097519439,6.2166061010848646,8681.757743055556,0.1808097615085968,0.02240016741981048,0.2886864395700677
15,libxml2,CVE-2008-4225,1,security,7.8504931808711405,11.307891932828337,0.0,5.198497031265826,1.6094379124341003,9.224440496354964,2.833213344056216,3749.5134953703705,0.142244738893219,0.06474584264549196,0.2736896727223384
15,libxml2,CVE-2008-4225,0,bugfix,7.757051142032013,11.232364642786068,0.0,5.3706380281276624,3.5553480614894135,9.875190953381015,8.511577452630602,9601.707395833333,0.14249037227214378,0.05235619560570122,0.2712459542171819
16,libxml2,CVE-2008-4225,1,security,9.478074806618269,12.901342571471098,0.0,6.2285110035911835,3.5263605246161616,11.127689363833744,8.12296471523406,3749.5134953703705,0.21302318463539674,0.21072170755913824,0.29328914511984844
16,libxml2,CVE-2008-4225,0,bugfix,9.48288342558516,12.926623394862274,0.0,6.2285110035911835,3.713572066704308,10.85003587157098,6.352629396319567,8628.078715277778,0.2105543710021322,0.2161131882984307,0.292541092172838
17,libxml2,CVE-2008-4225,1,security,9.052984561199976,12.42172420180608,0.0,5.971261839790462,2.302585092994046,10.559088617022104,6.674561391814426,3749.5134953703705,0.2503804284209294,0.12431739834729516,0.2938223508952583
17,libxml2,CVE-2008-4225,0,bugfix,9.111845125227083,12.49982749131139,0.0,6.19644412779452,3.4965075614664802,10.601696898688338,6.135564891081739,8847.488182870371,0.25571129014457566,0.13465137331656346,0.2963161320019101
18,libxml2,CVE-2008-4226,1,security,7.8504931808711405,11.307891932828337,0.0,5.198497031265826,1.6094379124341003,9.224440496354964,2.833213344056216,3749.5134953703705,0.142244738893219,0.06474584264549196,0.2736896727223384
18,libxml2,CVE-2008-4226,0,bugfix,8.129469764784231,11.82898360166969,0.0,5.225746673713202,1.9459101490553132,9.588297240667746,5.19295685089021,9559.293229166668,0.15035377358490565,0.07279204545631987,0.24897099509939563
19,libxml2,CVE-2008-4226,1,security,9.478074806618269,12.901342571471098,0.0,6.2285110035911835,3.5263605246161616,11.127689363833744,8.12296471523406,3749.5134953703705,0.21302318463539674,0.21072170755913824,0.29328914511984844
19,libxml2,CVE-2008-4226,0,bugfix,9.482654967296842,12.926509064527757,0.0,6.230481447578482,3.7376696182833684,10.850811726990456,6.419994928147142,8628.078900462962,0.21052631578947367,0.21623913287569058,0.2925766968261382
