pair_id,repo,security_event_id,label,kind,log_loc,log_size_bytes,directory_depth,log_prior_touches_total,log_prior_touches_365d,log_total_churn,log_churn_365d,file_age_days,cyclomatic_density,halstead_volume,composite_score
61,libxml2,CVE-2024-56171,1,security,10.146982600098235,13.619245034358311,0.0,5.749392985908253,1.3862943611198906,11.516010700732036,2.8903717578961645,8343.894502314815,0.1624269980010191,0.29483672315846776,0.2936212747079614
61,libxml2,CVE-2024-56171,0,bugfix,7.957877358489813,11.412397697196207,0.0,5.768320995793772,4.6443908991413725,10.020114364467847,8.45638105201948,8698.270717592593,0.09975498774938747,0.08137811912170374,0.26821674419682895
62,libxml2,CVE-2025-24928,1,security,8.707813551024888,12.141320768300476,0.0,5.765191102784844,3.258096538021482,10.232467506256102,6.53813982376767,9528.754421296297,0.23210448007935197,0.12830883530240023,0.29317837372778716
62,libxml2,CVE-2025-24928,0,bugfix,7.891330757661889,11.366279884628744,0.0,5.5053315359323625,2.772588722239781,9.31578088443418,4.976733742420574,9016.415335648147,0.1447811447811448,0.08201789624151878,0.2767174899508873
63,libxml2,CVE-2025-32414,1,security,8.056743774975313,11.549720160798705,1.0,4.804021044733257,2.302585092994046,8.963544291996744,4.804021044733257,8473.800162037038,0.1309448319594166,0.12784494582204822,0.25251254554373675
63,libxml2,CVE-2025-32414,0,bugfix,8.058960017769417,11.536046110960942,1.0,4.8283137373023015,2.3978952727983707,9.017726025696795,6.298949246855942,8514.285613425925,0.13255298956026573,0.12784494582204822,0.25550072021382086
64,libxml2,CVE-2025-32415,1,security,10.147805339081744,13.621891827731732,0.0,5.7899601708972535,2.6390573296152584,11.5218653845397,6.380122536899765,8401.797060185185,0.16225424923631238,0.2957102041562287,0.29375648198013043
64,libxml2,CVE-2025-32415,0,bugfix,7.889084407035514,11.364611054276669,0.0,5.497168225293202,2.995732273553991,9.314339961994667,5.752572638825633,8954.525648148148,0.14473190851143608,0.08201789624151878,0.2767522801565057
65,libxml2,CVE-2025-49794,1,security,7.459338895220296,11.02082345520234,0.0,3.9512437185814275,2.6390573296152584,8.354203562921775,6.257667587882639,7285.905925925926,0.17406340057636888,0.03442959079158161,0.27705367366477773
65,libxml2,CVE-2025-49794,0,bugfix,7.528331766707247,11.163325434703458,0.0,3.9512437185814275,0.6931471805599453,8.710949125835855,0.6931471805599453,7932.5175,0.17267348036578806,0.014974711950468133,0.2847970773270898
66,libxml2,CVE-2025-49795,1,security,7.456454555176209,11.018350415789994,0.0,3.912023005428146,2.4849066497880004,8.352554369474591,6.244166900663736,7285.774212962963,0.17398843930635838,0.03442959079158161,0.2771115978824939
66,libxml2,CVE-2025-49795,0,bugfix,7.490529402060711,11.030023002306708,0.0,3.7376696182833684,1.9459101490553132,8.235890725928495,4.5217885770490405,7215.843831018518,0.16759776536312848,0.03398500028846243,0.27550661431727275
67,libxml2,CVE-2025-49796,1,security,7.459338895220296,11.02082345520234,0.0,3.9512437185814275,2.6390573296152584,8.354203562921775,6.257667587882639,7285.905925925926,0.17406340057636888,0.03442959079158161,0.27705367366477773
67,libxml2,CVE-2025-49796,0,bugfix,8.099857910737585,11.472405508165323,0.0,4.8283137373023015,2.8903717578961645,8.998631198287637,6.234410725718371,8502.205659722222,0.20892802915274825,0.06653359171851765,0.2804853274487048
68,libxml2,CVE-2025-6021,1,security,9.06496771896043,12.448971764209732,0.0,6.386879319362645,1.0986122886681098,10.779435341793006,3.5553480614894135,9827.433090277778,0.23941707147814018,0.13793783670712614,0.2951333768808934
68,libxml2,CVE-2025-6021,0,bugfix,4.127134385045092,7.534762657037537,0.0,1.0986122886681098,1.0986122886681098,4.394449154672439,4.394449154672439,85.12856481481481,0.08196721311475409,0.0,0.3791831338333274
69,nginx,CVE-2009-3555,1,security,7.388946097618437,10.917666955229395,2.0,4.718498871295094,2.995732273553991,8.442685139241176,5.733341276897746,1944.7661574074075,0.17625231910946196,0.10768155970508317,0.29222061202291477
69,nginx,CVE-2009-3555,0,bugfix,7.496097345175956,11.06165722706025,2.0,4.709530201312334,4.709530201312334,9.3425083355536,9.3425083355536,40.83179398148148,0.1388888888888889,0.08765169465649994,0.27909556204928204
70,nginx,CVE-2009-3555,1,security,4.727387818712341,8.495152060539358,2.0,3.713572066704308,1.6094379124341003,5.817111159963204,2.302585092994046,1944.7661574074075,0.017857142857142856,0.0,0.29255744697832553
70,nginx,CVE-2009-3555,0,bugfix,4.2626798770413155,8.229511118964457,2.0,3.332204510175204,3.332204510175204,6.439350371100098,6.439350371100098,54.798344907407404,0.07142857142857142,0.0,0.32004863498403086
71,nginx,CVE-2010-4180,1,security,7.4109518755836366,10.947150749719222,2.0,4.787491742782046,1.9459101490553132,8.457230850243555,3.332204510175204,2334.7786111111113,0.17906836055656383,0.1124121311829187,0.29350611670146487
71,nginx,CVE-2010-4180,0,bugfix,7.6544432264701125,11.253791975922864,2.0,4.844187086458591,4.836281906951478,9.435242376305256,9.426338455129521,54.06665509259259,0.13418681839734473,0.09571020415622869,0.27837643345001606
72,nginx,CVE-2014-3616,1,security,8.214194414852564,11.722456788864577,2.0,5.616771097666572,3.258096538021482,9.066008001086264,7.109062135687172,5337.879895833334,0.16603466955579632,0.17976615258537604,0.2849750707349985
72,nginx,CVE-2014-3616,0,bugfix,8.21851757748959,11.807242974138953,2.0,5.552959584921617,5.552959584921617,9.840547752762253,9.840547752762253,223.7203125,0.1429341963322546,0.1521600439723727,0.28063472887087787
73,nginx,CVE-2014-3616,1,security,6.775366090936392,10.438459298130198,3.0,4.672828834461906,1.791759469228055,8.244071270295786,5.19295685089021,5344.934108796297,0.10628571428571429,0.037068740680721746,0.2656074743260687
73,nginx,CVE-2014-3616,0,bugfix,7.175489713624222,10.753082771972014,3.0,4.68213122712422,0.0,8.558527054909215,0.0,4623.915856481482,0.1562021439509954,0.06510516911789281,0.2900232689437297
74,nginx,CVE-2014-3616,1,security,6.218600119691729,9.851720461714246,2.0,3.9318256327243257,1.3862943611198906,7.140453043101158,4.584967478670572,4919.898171296296,0.10379241516966067,0.0,0.2685165103799899
74,nginx,CVE-2014-3616,0,bugfix,6.738152494595957,10.336340823963159,2.0,3.9889840465642745,0.0,7.8160138391590275,0.0,4828.767685185185,0.1874258600237248,0.0,0.2762288533317424
75,nginx,CVE-2014-3616,1,security,6.639875833826536,10.297554615691922,2.0,3.2188758248682006,1.0986122886681098,7.047517221357296,5.37989735354046,1407.1511921296296,0.10863874345549739,0.024792751344358523,0.2657442923123681
75,nginx,CVE-2014-3616,0,bugfix,6.826545223556594,10.31692083029347,2.0,2.4849066497880004,1.6094379124341003,7.172424577124845,5.241747015059643,477.1190740740741,0.1259500542888165,0.003342300153745015,0.2600733204441575
76,nginx,CVE-2017-20005,1,security,5.69035945432406,9.302007560502007,2.0,4.07753744390572,0.6931471805599453,7.356918242356021,1.0986122886681098,5055.654618055555,0.0711864406779661,0.0,0.30123813773387387
76,nginx,CVE-2017-20005,0,bugfix,5.69035945432406,9.302463660851988,2.0,4.060443010546419,0.0,7.355641102974253,0.0,5055.654583333333,0.0711864406779661,0.0,0.30120797350872536
77,openssh,CVE-2006-0225,1,security,6.313548046277095,9.555205857955418,0.0,4.189654742026425,2.833213344056216,6.954638864880987,6.003887067106539,2084.9271412037037,0.2250453720508167,0.0,0.3690052652288182
77,openssh,CVE-2006-0225,0,bugfix,5.680172609017068,9.041448235493888,0.0,4.189654742026425,2.5649493574615367,7.1631723908466425,5.598421958998375,7683.817708333333,0.21232876712328766,0.0,0.37537938777042634
78,openssh,CVE-2006-0225,1,security,3.912023005428146,7.611347717403621,0.0,3.784189633918261,2.1972245773362196,6.131226489483141,3.784189633918261,2288.2963425925927,0.02040816326530612,0.0,0.3761368009168559
78,openssh,CVE-2006-0225,0,bugfix,5.159055299214529,8.636397438894713,0.0,4.007333185232471,1.9459101490553132,6.304448802421981,4.07753744390572,5531.229606481482,0.005780346820809248,0.0,0.295908626948108
79,openssh,CVE-2006-0225,1,security,6.942156705699469,10.210751639715632,0.0,4.962844630259907,2.3978952727983707,8.289539484624141,4.543294782270004,2288.2963425925927,0.23887814313346228,0.029920801838727938,0.35338474933165204
79,openssh,CVE-2006-0225,0,bugfix,6.952728644624869,10.358567881186488,0.0,5.0106352940962555,0.6931471805599453,8.259458195332408,1.6094379124341003,5880.8171180555555,0.1598086124401914,0.03353903546939243,0.3167006327328684
80,openssh,CVE-2006-0225,1,security,7.204892510204673,10.487294084986926,0.0,4.31748811353631,2.4849066497880004,7.842671474979457,4.343805421853684,1821.9369097222223,0.22973977695167286,0.0,0.3326549886408306
80,openssh,CVE-2006-0225,0,bugfix,7.2399325913204695,10.636288044972725,0.0,4.672828834461906,0.6931471805599453,8.518392471991719,4.499809670330265,8878.46675925926,0.11557788944723618,0.04136279290241731,0.30270489065869893
81,openssh,CVE-2008-1483,1,security,7.9157131993821155,11.361800203944657,0.0,5.54907608489522,1.791759469228055,9.493411831870281,3.6375861597263857,3080.7508564814816,0.19788243884629428,0.12118882945460037,0.3165005831801565
81,openssh,CVE-2008-1483,0,bugfix,7.737616282857904,11.080433396801446,0.0,5.521460917862246,2.9444389791664403,8.73568594451502,5.752572638825633,8087.543229166667,0.1806282722513089,0.09395792143146924,0.32403047337702895
82,openssh,CVE-2015-6563,1,security,7.412160334945205,10.845192587738747,0.0,5.262690188904886,2.995732273553991,8.689127655323706,6.1463292576688975,4899.075069444444,0.15166163141993957,0.12455527062556815,0.3122691143656254
82,openssh,CVE-2015-6563,0,bugfix,7.622663951323595,10.868968368601042,0.0,5.272999558563747,2.772588722239781,8.340456012916183,6.152732694704104,7316.899988425926,0.13901125795398922,0.08008998999203047,0.31956908057770034
83,openssh,CVE-2015-6563,1,security,6.744059186311348,10.141362068450333,0.0,4.663439094112067,2.0794415416798357,8.265392930852224,5.652489180268651,4899.075069444444,0.07429245283018868,0.046352437327118065,0.2785276110200255
83,openssh,CVE-2015-6563,0,bugfix,6.633318433280377,10.0491019013411,0.0,4.532599493153256,2.302585092994046,8.246433786160365,4.875197323201151,7207.890810185185,0.27009222661396576,0.0,0.3271790402984463
84,openssh,CVE-2015-6564,1,security,7.411556287811163,10.84427575601067,0.0,5.267858159063328,3.044522437723423,8.68946441235669,6.150602768446279,4899.075069444444,0.15175332527206772,0.12455527062556815,0.3123811189598258
84,openssh,CVE-2015-6564,0,bugfix,7.179307969504034,10.565814635756187,0.0,5.278114659230517,1.9459101490553132,8.634442751466477,4.465908118654584,8535.891458333334,0.2143401983218917,0.07846348455575214,0.3318828208817247
85,openssh,CVE-2015-8325,1,security,7.75491027202143,11.146070306614268,0.0,6.093569770045136,1.791759469228055,9.148145768383065,4.919980925828125,5855.982881944445,0.1702401372212693,0.13196721209469953,0.32839737657700024
85,openssh,CVE-2015-8325,0,bugfix,7.56734567601324,11.10271411123683,0.0,6.257667587882639,3.044522437723423,9.352794339771116,5.3230099791384085,7442.938043981481,0.23693740300051733,0.12526654324502484,0.3447192191930321
86,openssh,CVE-2016-6210,1,security,5.231108616854587,8.75557997214314,0.0,4.532599493153256,0.0,7.703007682479236,0.0,6106.00207175926,0.1935483870967742,0.0,0.39699455071352674
86,openssh,CVE-2016-6210,0,bugfix,5.66988092298052,9.188605879830176,0.0,3.9318256327243257,0.0,6.70808408385307,0.0,8561.989270833334,0.20761245674740483,0.0,0.375568068239093
87,openssh,CVE-2016-6210,1,security,4.61512051684126,8.14060704285845,1.0,2.70805020110221,0.0,5.187385805840755,0.0,4739.870474537037,0.23,0.0,0.4062884396708193
87,openssh,CVE-2016-6210,0,bugfix,5.062595033026967,8.566173813637858,1.0,2.70805020110221,1.0986122886681098,5.726847747587197,2.6390573296152584,5846.1663078703705,0.1464968152866242,0.0,0.3864916445831403
88,openssh,CVE-2016-6515,1,security,5.25227342804663,8.769351707798972,0.0,4.543294782270004,0.6931471805599453,7.708410667257367,2.5649493574615367,6112.995798611111,0.19473684210526315,0.0,0.39671305730117173
88,openssh,CVE-2016-6515,0,bugfix,6.779921907472252,10.295867421095638,0.0,4.882801922586371,2.8903717578961645,8.493310250952906,6.669498089857879,5963.932905092593,0.20022753128555176,0.04051414631363439,0.2918485476236825
89,openssh,CVE-2016-8858,1,security,6.814542897259958,10.171948578540798,0.0,4.948759890378168,2.833213344056216,8.41604600941128,5.351858133476067,6036.136412037037,0.21428571428571427,0.051569983828404276,0.33391826620365006
89,openssh,CVE-2016-8858,0,bugfix,6.75343791859778,10.24899031947161,0.0,5.4116460518550396,1.9459101490553132,8.54830418644129,4.653960350157523,8061.431018518519,0.21845794392523366,0.06220518194563755,0.35564986822175526
90,openssh,CVE-2018-20685,1,security,7.142036574706803,10.430875264601097,0.0,5.389071729816501,1.6094379124341003,8.56522116042682,4.0943445622221,6959.973518518518,0.2367379255740301,0.05999128421871269,0.34758776600690267
90,openssh,CVE-2018-20685,0,bugfix,7.102499355774649,10.457803607376647,0.0,5.402677381872279,2.833213344056216,8.730690365678642,6.539585955617669,5606.754224537037,0.23064250411861614,0.07944158663501052,0.33916674163637045
91,openssh,CVE-2020-12062,1,security,7.323170717943469,10.604578100850384,0.0,5.4510384535657,1.9459101490553132,8.639410824140487,4.060443010546419,7492.123240740741,0.2430647291941876,0.07481928495894596,0.3480074432222458
91,openssh,CVE-2020-12062,0,bugfix,7.088408778675395,10.525272986610377,0.0,5.209486152841421,1.3862943611198906,8.406708458240965,2.4849066497880004,7917.981527777778,0.1846282372598162,0.05038257379957507,0.32006944388940234
92,openssh,CVE-2020-14871,1,security,7.085064293952548,10.519456668412039,0.0,5.19295685089021,1.791759469228055,8.404248432400102,3.044522437723423,7621.956087962963,0.18273260687342832,0.05038257379957507,0.3194464189169741
92,openssh,CVE-2020-14871,0,bugfix,7.397561535524052,10.85878743672461,0.0,5.003946305945459,1.6094379124341003,8.48714627006394,4.30406509320417,6815.6762384259255,0.2544451256897609,0.07142455176661233,0.3098017309377541
93,openssh,CVE-2020-29368,1,security,5.991464547107982,9.433323910489028,0.0,3.912023005428146,1.6094379124341003,6.466144724237619,3.1780538303479458,3960.0408333333335,0.040100250626566414,0.0,0.2995717532106527
93,openssh,CVE-2020-29368,0,bugfix,6.660575149839686,10.036968943910608,0.0,3.7376696182833684,1.6094379124341003,7.367077059881012,4.709530201312334,966.2086805555556,0.17692307692307693,0.0,0.3064922212227727
94,openssh,CVE-2020-29374,1,security,5.991464547107982,9.433323910489028,0.0,3.912023005428146,1.6094379124341003,6.466144724237619,3.1780538303479458,3960.0408333333335,0.040100250626566414,0.0,0.2995717532106527
94,openssh,CVE-2020-29374,0,bugfix,7.277938572945661,10.69164941469965,0.0,3.871201010907891,2.995732273553991,7.912789220690681,7.44600149832412,3265.239363425926,0.1465100207325501,0.07879025593914317,0.30012019613447055
95,openssh,CVE-2021-28041,1,security,7.2640301428995295,10.613639331911896,0.0,5.723585101952381,3.091042453358316,9.082166033252674,6.673297967767654,7784.0145601851855,0.21793973370707778,0.09098930837700418,0.3419728981003892
95,openssh,CVE-2021-28041,0,bugfix,7.633853559681768,11.190845165795995,0.0,5.796057750765372,2.8903717578961645,9.32500744695431,5.455321115357702,7403.242418981482,0.22991287512100678,0.13641346550080513,0.3406270457403724
96,openssh,CVE-2022-42703,1,security,5.991464547107982,9.433323910489028,0.0,3.912023005428146,1.6094379124341003,6.466144724237619,3.1780538303479458,3960.0408333333335,0.040100250626566414,0.0,0.2995717532106527
96,openssh,CVE-2022-42703,0,bugfix,7.332369205929062,10.743480223454219,0.0,3.9889840465642745,3.2188758248682006,7.982757702011113,7.552762084214147,3381.1068171296297,0.14921465968586387,0.08201789624151878,0.29974030872771684
97,openssh,CVE-2023-25136,1,security,5.272999558563747,8.759354748566208,0.0,4.787491742782046,0.6931471805599453,7.307202314764738,1.3862943611198906,8282.998993055555,0.07731958762886598,0.0,0.3338141038087546
97,openssh,CVE-2023-25136,0,bugfix,7.275172319452771,10.65991465002355,0.0,4.762173934797756,1.9459101490553132,8.545197387825835,3.970291913552122,9380.040358796296,0.11711711711711711,0.04594316186372964,0.3028468349442147
98,openssh,CVE-2023-51384,1,security,7.609862200913554,11.015065423594262,0.0,5.802118375377063,1.9459101490553132,9.189116735524555,3.828641396489095,8818.464618055556,0.22756569162121965,0.11344263202209266,0.3365346161992302
98,openssh,CVE-2023-51384,0,bugfix,7.616775808698373,11.109862469478076,0.0,5.8664680569332965,2.302585092994046,9.25023393563786,4.867534450455582,8097.5723148148145,0.224027572624323,0.12479275134435852,0.3266797879245184
99,openssh,CVE-2023-51385,1,security,7.646353722445999,11.197844788700635,0.0,6.400257445308821,2.8903717578961645,9.468851067127684,5.017279836814924,8818.4659375,0.2447418738049713,0.1357552004618084,0.34341278312932577
99,openssh,CVE-2023-51385,0,bugfix,7.646353722445999,11.197721447806805,0.0,6.398594934535208,3.044522437723423,9.468387639298273,5.170483995038151,8750.969166666666,0.2447418738049713,0.1357552004618084,0.3433802791952796
100,openssh,CVE-2024-7594,1,security,5.455321115357702,9.038008749211576,0.0,4.02535169073515,1.0986122886681098,6.551080335043404,2.995732273553991,8599.224641203704,0.19742489270386265,0.0,0.3691486964490361
100,openssh,CVE-2024-7594,0,bugfix,5.736572297479192,9.113499020526627,0.0,2.302585092994046,2.302585092994046,5.983936280687191,5.983936280687191,50.22462962962963,0.15210355987055016,0.0,0.3599309368556235
101,openssh,CVE-2024-7594,1,security,6.663132695990803,10.16269298699536,0.0,4.859812404361672,1.3862943611198906,8.386856689688234,3.044522437723423,8599.224641203704,0.20588235294117646,0.024792751344358523,0.3276533685878501
101,openssh,CVE-2024-7594,0,bugfix,7.597396320212795,11.01086134687281,0.0,4.532599493153256,2.772588722239781,8.402679804627477,6.86484777797086,5718.230150462963,0.16214859437751003,0.10306671362469419,0.3026708102288012
102,openssh,CVE-2024-7594,1,security,6.042632833682381,9.581490049669227,0.0,1.9459101490553132,1.0986122886681098,6.302618975744905,3.4011973816621555,1304.8009375,0.2,0.0,0.35188281211300826
102,openssh,CVE-2024-7594,0,bugfix,7.7406644019172415,11.206848573794588,0.0,5.723585101952381,2.302585092994046,9.394493583599107,4.51085950651685,7549.278287037037,0.22053066550674205,0.12431739834729516,0.32001022726521783
103,openssh,CVE-2024-7594,1,security,7.731492029245684,11.143498125201317,0.0,5.8664680569332965,2.5649493574615367,9.251962046667002,5.2832037287379885,9552.922696759259,0.23222124670763827,0.12502984179063326,0.3359522801170776
103,openssh,CVE-2024-7594,0,bugfix,8.033009498596668,11.512585407157124,0.0,5.8944028342648505,2.302585092994046,9.184817414745098,5.062595033026967,8556.034652777778,0.2327922077922078,0.1539158811108031,0.32000702932503
104,openssh,CVE-2024-7594,1,security,8.163371316459912,11.589562379508932,0.0,6.269096283706261,2.6390573296152584,9.62819507773027,5.8888779583328805,9552.922696759259,0.2516386434881733,0.17210991887071855,0.33568752675365354
104,openssh,CVE-2024-7594,0,bugfix,8.432506383249043,11.915152001227874,0.0,6.093569770045136,2.302585092994046,10.069086733185694,5.332718793265369,8896.972743055556,0.24580883953842805,0.17665289085988647,0.3238337673951679
105,openssh,CVE-2024-7594,1,security,7.327123292259293,10.849686540148948,0.0,5.8805329864007,2.4849066497880004,9.49702194409438,3.9889840465642745,9552.922696759259,0.20592105263157895,0.10579917227591765,0.34132705480889747
105,openssh,CVE-2024-7594,0,bugfix,7.501082124259871,10.999463034549734,0.0,6.270988431858299,2.995732273553991,9.953657716448705,5.641907070938114,6571.07130787037,0.205085682697623,0.1422064766172813,0.35062435952921933
106,sqlite,CVE-2019-19242,1,security,8.563695025067657,12.216176429955274,1.0,6.966967138613983,4.736198448394496,10.282300629646866,7.592366128519796,7113.120752314815,0.18560244414741264,0.19248125036057803,0.32144404204605975
106,sqlite,CVE-2019-19242,0,bugfix,8.553525120663627,12.132668271946761,1.0,7.091742115095153,3.258096538021482,10.135789041635103,6.588926477533519,8228.6209375,0.1720679012345679,0.22070143201775316,0.3332232464811799
107,sqlite,CVE-2019-19242,1,security,7.683403681053826,11.457021558024994,1.0,5.187385805840755,3.784189633918261,8.276903481267057,6.274762021241939,1628.9281828703704,0.17273146015660987,0.12360141919000842,0.327968896062032
107,sqlite,CVE-2019-19242,0,bugfix,7.433666540166168,10.808434182709625,1.0,5.3612921657094255,1.3862943611198906,8.557759153162898,2.4849066497880004,8002.295405092593,0.16972205795387343,0.05584207132686636,0.3179709495357505
108,sqlite,CVE-2019-19244,1,security,8.703672758358856,12.416058006306601,1.0,7.010311867307229,4.007333185232471,10.397085630635493,6.082218910376446,7113.777199074074,0.1553784860557769,0.19701058906121816,0.318296553674576
108,sqlite,CVE-2019-19244,0,bugfix,8.554103545436334,12.133673980908389,1.0,7.0925737159746784,3.295836866004329,10.136819030237827,6.6240652277998935,8228.627731481482,0.17216117216117216,0.22106713437856218,0.33331262119617916
109,sqlite,CVE-2019-19317,1,security,7.417580402414544,11.09819758958288,1.0,5.501258210544727,3.8501476017100584,8.374476889214643,6.363028103540465,4110.126273148148,0.20673076923076922,0.0693486957499326,0.3314702897842407
109,sqlite,CVE-2019-19317,0,bugfix,7.237059026124737,10.803709876231219,1.0,5.62040086571715,2.5649493574615367,8.740176729929082,5.752572638825633,9127.9,0.15046796256299497,0.00821490413538708,0.3045751457686234
110,sqlite,CVE-2019-19603,1,security,8.405367376233981,12.03051615399308,1.0,6.920671504248683,4.276666119016055,10.208432264538738,6.839476438228843,7109.992581018519,0.1221476510067114,0.14304525516655317,0.30844094131101313
110,sqlite,CVE-2019-19603,0,bugfix,8.415603335654604,12.0329030812001,1.0,7.062191632286556,3.1780538303479458,10.017039427220244,5.402677381872279,9214.053043981481,0.10363153232949512,0.18376279331714046,0.30139973981744383
111,sqlite,CVE-2019-19603,1,security,8.36264243156764,12.248667467662504,1.0,7.561121589530238,4.718498871295094,9.790206866077162,6.439350371100098,7109.992581018519,0.03712351155731963,0.3023061249735335,0.3096086024299998
111,sqlite,CVE-2019-19603,0,bugfix,8.569975376855206,12.455004793990064,1.0,7.786551806428712,3.9512437185814275,9.96777604241849,5.981414211254481,9217.08375,0.03908918406072106,0.33014961949825494,0.31148165873155337
112,sqlite,CVE-2019-19645,1,security,7.293697720601438,10.904395130130162,1.0,5.267858159063328,3.044522437723423,8.556798446008598,5.488937726156687,5409.476226851852,0.15510204081632653,0.06366246205436496,0.31440225768078334
112,sqlite,CVE-2019-19645,0,bugfix,7.186901020411631,10.994991301966943,1.0,5.003946305945459,1.3862943611198906,8.098946748943339,3.258096538021482,6022.721296296297,0.15897047691143074,0.049984588708320565,0.3137881775146295
113,sqlite,CVE-2019-19645,1,security,8.405814603432848,12.032451133356703,1.0,6.923628628138427,4.2626798770413155,10.20924281649528,6.838405200847344,7132.741469907407,0.12276386404293381,0.14346282276367256,0.3086588230958211
113,sqlite,CVE-2019-19645,0,bugfix,8.422662707570003,12.039976738032252,1.0,7.067319848653476,3.091042453358316,10.019179514532201,5.14166355650266,9295.848252314814,0.10334212840809147,0.18423503434138072,0.301162422851614
114,sqlite,CVE-2019-19645,1,security,8.36380888451688,12.249338052485475,1.0,7.562161631225652,4.663439094112067,9.790822646878661,6.391917113392602,7132.741469907407,0.037080223880597014,0.30237543532994166,0.3095803508848818
114,sqlite,CVE-2019-19645,0,bugfix,8.57035473953047,12.455604931182286,1.0,7.788211557847076,3.9318256327243257,9.968057323185429,5.966146739123692,9252.023159722223,0.039074355083459786,0.3303209948944776,0.3114741915606722
115,sqlite,CVE-2019-19646,1,security,7.7406644019172415,11.380467781428035,1.0,6.212606095751519,2.833213344056216,9.358070484000518,4.955827057601261,6090.780358796296,0.17094388864723792,0.1527477006060396,0.3244065868153801
115,sqlite,CVE-2019-19646,0,bugfix,7.483806687665835,10.905974329106854,1.0,6.208590026096629,2.6390573296152584,9.956412015844014,8.166500319155052,9394.914722222222,0.17604049493813273,0.06865005271832185,0.334365022226757
116,sqlite,CVE-2019-19880,1,security,7.905441649060286,11.535342319254228,1.0,5.017279836814924,4.406719247264253,9.19593714166544,8.57922858233569,580.1303587962963,0.1346366654371081,0.11548181090521048,0.2960498293156622
116,sqlite,CVE-2019-19880,0,bugfix,7.183870715062453,10.993815621616541,1.0,4.990432586778736,0.6931471805599453,8.094683648698815,2.4849066497880004,5990.959675925926,0.15945330296127563,0.05038257379957507,0.3140259655909368
117,sqlite,CVE-2019-19923,1,security,8.704668113450987,12.416605009049176,1.0,7.01301578963963,4.007333185232471,10.397329771261706,6.082218910376446,7140.220219907407,0.15572139303482588,0.19701058906121816,0.31837455595335384
117,sqlite,CVE-2019-19923,0,bugfix,8.541300266759471,12.117683956845735,1.0,7.084226422097916,2.833213344056216,10.122783712121445,5.993961427306569,8226.818020833334,0.17086506541691077,0.21836353814732182,0.3322956287557968
118,sqlite,CVE-2019-19924,1,security,8.567506005289827,12.219408328715204,1.0,6.974478911025045,4.74493212836325,10.283703226390841,7.583247524303362,7141.210196759259,0.18546699638577135,0.19248125036057803,0.32139532444112834
118,sqlite,CVE-2019-19924,0,bugfix,8.542860938164814,12.122245285084766,1.0,7.087573705557973,3.044522437723423,10.131658445564364,6.434546518787453,8227.63537037037,0.17196334568141938,0.2197216693110052,0.3330210987119101
119,sqlite,CVE-2019-19924,1,security,8.425954710981966,12.003038047138677,1.0,6.912742820493176,3.7376696182833684,9.99305399589517,6.152732694704104,5948.017719907408,0.16524216524216523,0.2030667136246942,0.33102366620801693
119,sqlite,CVE-2019-19924,0,bugfix,8.423980809694058,12.041675482667685,1.0,7.0707241072602764,3.2188758248682006,10.019669306825538,5.198497031265826,9326.860717592592,0.10342555994729907,0.18486229404293386,0.30125914835390166
120,sqlite,CVE-2019-19924,1,security,7.906178840394815,11.536241520784817,1.0,5.0238805208462765,4.418840607796598,9.196140022575042,8.579604451537634,581.9857060185185,0.1349060081091043,0.1159871336778389,0.2962073263659029
120,sqlite,CVE-2019-19924,0,bugfix,6.738152494595957,10.146002265529594,1.0,5.017279836814924,1.9459101490553132,7.569411792450712,4.07753744390572,7171.934282407407,0.0771055753262159,0.07615512324444787,0.30673273633181297
121,sqlite,CVE-2019-19925,1,security,7.544861068658458,11.071408218469562,2.0,3.970291913552122,1.0986122886681098,8.579604451537634,3.7376696182833684,722.7747916666667,0.033862433862433865,0.0,0.27114427165123195
121,sqlite,CVE-2019-19925,0,bugfix,6.919683849847411,10.401562227376685,2.0,4.007333185232471,1.9459101490553132,7.545918151209323,5.342334251964811,4149.9771875,0.1533135509396637,0.0539158811108031,0.32622203374753805
122,sqlite,CVE-2019-19926,1,security,8.70549681988774,12.417244825063163,1.0,7.013915474810528,4.02535169073515,10.397573852297821,6.100318952020064,7141.273240740741,0.15575807787903895,0.19701058906121816,0.3183272670544828
122,sqlite,CVE-2019-19926,0,bugfix,8.51699317141357,12.093687514935382,1.0,7.079184394609668,3.091042453358316,10.114275081640754,5.564520407322694,8059.0200115740745,0.17126850740296118,0.21674181458317374,0.33224454408527393
123,sqlite,CVE-2019-19959,1,security,7.544861068658458,11.070879356599063,2.0,4.007333185232471,1.6094379124341003,8.579980179515003,3.784189633918261,727.0170717592592,0.033862433862433865,0.0,0.2712070593329244
123,sqlite,CVE-2019-19959,0,bugfix,6.919683849847411,10.401531841937386,2.0,4.02535169073515,2.0794415416798357,7.546974117516527,5.351858133476067,4207.419236111111,0.1533135509396637,0.0539158811108031,0.3262063895891516
124,sqlite,CVE-2019-20218,1,security,8.708474489581665,12.420171415857146,1.0,7.016609683894219,4.060443010546419,10.398488625955148,6.142037405587356,7149.222118055555,0.15612093176937056,0.19744145898055265,0.3184088251924758
124,sqlite,CVE-2019-20218,0,bugfix,8.515391569469609,12.091497583818697,1.0,7.081708586105575,3.091042453358316,10.116782767795524,5.71042701737487,8089.882824074074,0.1713426853707415,0.2159871336778389,0.3322590358485251
