pair_id,repo,security_event_id,security_commit,security_file,security_suffix,security_subsystem_key,security_loc,security_size_bytes,security_directory_depth,security_prior_touches_total,security_prior_touches_365d,security_total_churn,security_churn_365d,security_file_age_days,security_composite,security_ci_gzip,security_entropy,security_cc_density,security_halstead,bugfix_commit,bugfix_subject,bugfix_file,bugfix_suffix,bugfix_subsystem_key,bugfix_loc,bugfix_size_bytes,bugfix_directory_depth,bugfix_prior_touches_total,bugfix_prior_touches_365d,bugfix_total_churn,bugfix_churn_365d,bugfix_file_age_days,bugfix_composite,bugfix_ci_gzip,bugfix_entropy,bugfix_cc_density,bugfix_halstead,distance,delta_composite,delta_ci_gzip,delta_entropy,delta_cc_density,delta_halstead
38,libxml2,CVE-2017-16931,e26630548e7d138d2c560844c43820b6767251e3,runtest.c,.c,<root>,4031.0,117288.0,0.0,65.0,2.0,22636.0,14.0,4361.78431712963,0.2678997766656262,0.1811438510333538,0.6390821451568663,0.10915405606549243,0.14030120235749965,98194640b80a8d04b5af22b077ffd8368a9568cf,Fix memory leak of prefix in xmlTextWriterStartElementNS(),xmlwriter.c,.c,<root>,3850.0,121729.0,0.0,89.0,12.0,8362.0,1733.0,8088.912175925926,0.20070685221599519,0.09678055352463258,0.6710568628434204,0.006233766233766234,0.0,0.35608460424013444,0.06719292444963101,0.08436329750872121,-0.03197471768655402,0.1029202898317262,0.14030120235749965
39,libxml2,CVE-2017-16932,899a5d9f0ed13b8e32449a08a361e0de127dd961,parser.c,.c,<root>,13914.0,436851.0,0.0,663.0,23.0,71935.0,1182.0,6921.403668981481,0.2941692216517403,0.18850134256302492,0.5984412291682796,0.2166882276843467,0.21898245588800175,276652006218c281527b30ae56d00af4f80f7304,Remove redundant NULL check on cur,tree.c,.c,<root>,8570.0,253222.0,0.0,577.0,80.0,47822.0,7468.0,9381.39792824074,0.29551649483533154,0.18770880887126712,0.6196854493147075,0.24200700116686114,0.13706874068072175,0.6232912638651635,-0.0013472731835912355,0.0007925336917578019,-0.021244220146427906,-0.025318773482514434,0.08191371520728
40,libxml2,CVE-2017-5969,94691dc884d1a8ada39f073408b4bb92fe7fe882,valid.c,.c,<root>,6221.0,192993.0,0.0,248.0,1.0,24368.0,20.0,6715.948923611111,0.29219006033913186,0.17394931422383195,0.6361909344298542,0.2342067191769812,0.12830883530240023,1e1731a43d2950b6717a5bc0d3bb6efe03595c47,valid: Add NULL check in xmlCtxtValidateDtd,valid.c,.c,<root>,6038.0,186599.0,0.0,324.0,43.0,27868.0,2500.0,9435.713969907407,0.2926641582981423,0.17832357086586745,0.6372777789804179,0.2305399138787678,0.12784494582204822,0.2962252490147108,-0.0004740979590104333,-0.004374256642035501,-0.001086844550563737,0.0036668052982133936,0.0004638894803520033
41,libxml2,CVE-2017-9047,932cc9896ab41475d4aa429c27d9afd175959d74,valid.c,.c,<root>,6220.0,192907.0,0.0,247.0,0.0,24348.0,0.0,6713.934953703703,0.29208653558485154,0.17381432503745328,0.6362354494985022,0.23408360128617364,0.12807707701306031,fc256953d29698ba5918c32d14fc69ea69d7e64e,malloc-fail: Fix memory leak in htmlCreateMemoryParserCtxt,HTMLparser.c,.c,<root>,6397.0,214651.0,0.0,369.0,36.0,28255.0,909.0,8627.977534722222,0.2794960153607896,0.20495129302914963,0.612805605251398,0.12771611692981086,0.19410476063405807,0.42812903546773207,0.01259052022406193,-0.03113696799169635,0.023429844247104148,0.10636748435636278,-0.06602768362099776
42,libxml2,CVE-2017-9048,932cc9896ab41475d4aa429c27d9afd175959d74,valid.c,.c,<root>,6220.0,192907.0,0.0,247.0,0.0,24348.0,0.0,6713.934953703703,0.29208653558485154,0.17381432503745328,0.6362354494985022,0.23408360128617364,0.12807707701306031,041789d9ec5a0f592e200bcb7313d88ff14707e4,malloc-fail: Fix null deref in htmlnamePush,HTMLparser.c,.c,<root>,6429.0,215595.0,0.0,373.0,40.0,28297.0,951.0,8627.977743055555,0.2791460433556869,0.20458266657390015,0.6125478460751359,0.12708041686109814,0.19410476063405807,0.44387092396619643,0.012940492229164657,-0.030768341536446864,0.023687603423366288,0.1070031844250755,-0.06602768362099776
43,libxml2,CVE-2017-9049,e26630548e7d138d2c560844c43820b6767251e3,parser.c,.c,<root>,14117.0,441966.0,0.0,646.0,6.0,71183.0,430.0,6871.540717592593,0.2944175665522143,0.18879506568378562,0.5982508033142383,0.2181058298505348,0.21947568544222484,7c5daa376343738a4bd85474386c976d3839f114,tree: Ignore namespace with NULL href in xmlSearchNs,tree.c,.c,<root>,8566.0,253006.0,0.0,574.0,77.0,47804.0,7450.0,9360.450601851851,0.29544817825874636,0.18780977526224674,0.6197926276801887,0.24141956572495915,0.13706874068072175,0.6175092196949246,-0.0010306117065320697,0.000985290421538887,-0.021541824365950424,-0.02331373587442434,0.08240694476150309
44,libxml2,CVE-2017-9049,e26630548e7d138d2c560844c43820b6767251e3,runtest.c,.c,<root>,4031.0,117288.0,0.0,65.0,2.0,22636.0,14.0,4361.78431712963,0.2678997766656262,0.1811438510333538,0.6390821451568663,0.10915405606549243,0.14030120235749965,08a6a0848e3f440aa946fa8a6135d42339fedc61,Fix previous commit,catalog.c,.c,<root>,3303.0,95817.0,0.0,113.0,6.0,7852.0,270.0,8437.23755787037,0.2812024730231424,0.18281724537399419,0.6359075583006394,0.20920375416288223,0.06899979714194462,0.7456723814784061,-0.013302696357516186,-0.0016733943406403995,0.0031745868562269575,-0.1000496980973898,0.07130140521555503
45,libxml2,CVE-2017-9050,e26630548e7d138d2c560844c43820b6767251e3,parser.c,.c,<root>,14117.0,441966.0,0.0,646.0,6.0,71183.0,430.0,6871.540717592593,0.2944175665522143,0.18879506568378562,0.5982508033142383,0.2181058298505348,0.21947568544222484,dd4c0f62fa1fd9650aae6b718dd9964a4ffa69b9,tree: Fix xmlTextMerge with NULL args,tree.c,.c,<root>,8022.0,236554.0,0.0,605.0,40.0,48958.0,1807.0,9714.27181712963,0.29429690823549437,0.186600099765804,0.6218178122459975,0.24171029668411867,0.12620948453701786,0.6306044706333491,0.00012065831671992377,0.0021949659179816283,-0.023567008931759226,-0.02360446683358386,0.09326620090520699
46,libxml2,CVE-2017-9050,e26630548e7d138d2c560844c43820b6767251e3,runtest.c,.c,<root>,4031.0,117288.0,0.0,65.0,2.0,22636.0,14.0,4361.78431712963,0.2678997766656262,0.1811438510333538,0.6390821451568663,0.10915405606549243,0.14030120235749965,75693281389aab047b424d46df944b35ab4a3263,malloc-fail: Fix memory leak in xmlCompileAttributeTest,pattern.c,.c,<root>,2309.0,63061.0,0.0,51.0,2.0,4427.0,26.0,7170.5960069444445,0.28407951179487984,0.21596549372829482,0.6730404735218724,0.16414032048505847,0.02045711442492042,0.7954260296803626,-0.016179735129253636,-0.034821642694941035,-0.03395832836500601,-0.05498626441956604,0.11984408793257924
47,libxml2,CVE-2018-14404,a436374994c47b12d5de1b8b1d191a098fa23594,xpath.c,.c,<root>,13472.0,420727.0,0.0,428.0,21.0,49062.0,676.0,6954.854270833333,0.2914786875108115,0.1784672721265809,0.6066204339581479,0.20776425178147268,0.21586096882144776,0c56eb8215bea9e8e4aa934e45c677e6e132cf68,tree: Restore return value of xmlNodeListGetString with NULL list,tree.c,.c,<root>,8003.0,236228.0,0.0,598.0,100.0,48816.0,8460.0,9496.665914351852,0.2943448680986757,0.18651048986572294,0.6221290203643806,0.2420342371610646,0.12550285698187302,0.8545509452396551,-0.0028661805878641977,-0.008043217739142045,-0.01550858640623265,-0.034269985379591916,0.09035811183957473
48,libxml2,CVE-2018-14567,2240fbf5912054af025fb6e01e26375100275e74,xzlib.c,.c,<root>,659.0,24400.0,0.0,13.0,3.0,1344.0,28.0,2375.927372685185,0.31502635543343976,0.2556967213114754,0.7146472511325004,0.19878603945371776,0.0,7d97290a0e93bf78b8e5b9dc390c27a82f0443de,save: Fix xmlSave with NULL encoding,testparser.c,.c,<root>,1001.0,30635.0,0.0,37.0,25.0,1295.0,910.0,546.8687731481482,0.28124139427301975,0.21452586910396604,0.7157469567198395,0.0939060939060939,0.03966047811818587,1.4160422767354661,0.03378496116042001,0.04117085220750938,-0.0010997055873390726,0.10487994554762385,-0.03966047811818587
49,libxml2,CVE-2018-9251,2240fbf5912054af025fb6e01e26375100275e74,xzlib.c,.c,<root>,659.0,24400.0,0.0,13.0,3.0,1344.0,28.0,2375.927372685185,0.31502635543343976,0.2556967213114754,0.7146472511325004,0.19878603945371776,0.0,936e3d529a6fc17d552f4b6544ba8e51646069df,save: Fix xmlSave with NULL encoding,testparser.c,.c,<root>,1001.0,30635.0,0.0,37.0,25.0,1295.0,910.0,546.2699421296296,0.28124139427301975,0.21452586910396604,0.7157469567198395,0.0939060939060939,0.03966047811818587,1.4160422767354661,0.03378496116042001,0.04117085220750938,-0.0010997055873390726,0.10487994554762385,-0.03966047811818587
50,libxml2,CVE-2021-3541,8598060bacada41a0eb09d95c97744ff4e428f8e,parser.c,.c,<root>,13870.0,439414.0,0.0,723.0,20.0,73386.0,280.0,8309.385613425926,0.29495212432768514,0.18941362815021826,0.5991965614951558,0.21643835616438356,0.22143191208007665,2e55fbdebab606a5b326baa6661dba5acbbbed7d,Fix xmlRemoveEntity removing from wrong hash table,tree.c,.c,<root>,7628.0,230718.0,0.0,636.0,31.0,53103.0,4145.0,10064.305185185185,0.29376868905828074,0.1883511472880313,0.6239852718907002,0.2362349239643419,0.12526654324502484,0.7258652914866133,0.0011834352694043981,0.0010624808621869652,-0.024788710395544422,-0.019796567799958337,0.0961653688350518
51,libxml2,CVE-2022-23308,652dd12a858989b14eed4e84e453059cd3ba340e,valid.c,.c,<root>,6282.0,195613.0,0.0,260.0,0.0,24794.0,0.0,8433.96855324074,0.2923231868431072,0.1745998476583867,0.6359187159588449,0.2335243553008596,0.12923216328020395,97086fd76b21fee6e41c13921c450411442d9da6,malloc-fail: Fix memory leak in xmlParserInputBufferCreateMem,xmlIO.c,.c,<root>,3444.0,103360.0,0.0,258.0,22.0,13960.0,301.0,8605.850509259259,0.284817978248737,0.1983455882352941,0.6499216225388056,0.14227642276422764,0.14136279290241732,0.6086160145783444,0.007505208594370205,-0.023745740576907398,-0.014002906579960728,0.09124793253663196,-0.012130629622213368
52,libxml2,CVE-2022-29824,2554a2408e09f13652049e5ffb0d26196b02ebab,buf.c,.c,<root>,1185.0,34112.0,0.0,19.0,0.0,1479.0,0.0,3570.1872106481483,0.2864746342141454,0.2086655722326454,0.6958303326387555,0.1670886075949367,0.0,359083591e997470f34501b48c7e78b09f6090b1,Fix xmlRemoveEntity removing from wrong hash table,testparser.c,.c,<root>,1328.0,42544.0,0.0,49.0,19.0,1717.0,584.0,841.2310416666667,0.27689548591736257,0.2050582925911997,0.7055424153633542,0.0911144578313253,0.05924570372680797,1.0301312110297296,0.009579148296782802,0.003607279641445693,-0.00971208272459867,0.07597414976361141,-0.05924570372680797
53,libxml2,CVE-2022-29824,2554a2408e09f13652049e5ffb0d26196b02ebab,tree.c,.c,<root>,8979.0,263617.0,0.0,461.0,3.0,39780.0,39.0,8663.301458333333,0.2960067576602214,0.18087225027217516,0.6189660424098519,0.25637598841741843,0.13151495622563,c6167cf3b9acf4b050e0b73c30019ab60d8e3393,fix to issue 227 adding xpath0 to xmllint,xmllint.c,.c,<root>,3025.0,104196.0,0.0,395.0,58.0,15101.0,5061.0,10001.875636574074,0.2951728372133847,0.1768110100195785,0.6262585419511162,0.2271074380165289,0.16311770557039793,1.2419089467752018,0.0008339204468366668,0.0040612402525966596,-0.007292499541264319,0.02926855040088952,-0.03160274934476792
54,libxml2,CVE-2022-40303,c846986356fc149915a74972bf198abc266bc2c0,parser.c,.c,<root>,13873.0,440043.0,0.0,749.0,24.0,73563.0,148.0,8828.364733796296,0.294889315452153,0.1896110152871424,0.5993400125419069,0.2167519642470987,0.2198445041452363,31844c74df39c3b88735ef884c33c41da9d52795,malloc-fail: Fix null deref in xmlSchemaParseUnion,xmlschemas.c,.c,<root>,25870.0,832733.0,0.0,293.0,15.0,99277.0,124.0,7630.852523148148,0.2937649673464412,0.19416667767459678,0.6024784804190833,0.16153846153846155,0.296289600533726,1.5595995044919482,0.0011243481057118254,-0.00455566238745439,-0.0031384678771763097,0.05521350270863715,-0.0764450963884897
55,libxml2,CVE-2022-40304,1b41ec4e9433b05bb0376be4725804c54ef1d80b,entities.c,.c,<root>,1055.0,32453.0,0.0,109.0,4.0,6345.0,30.0,8828.36599537037,0.28193675106270466,0.20161464271407883,0.7118779499192879,0.14312796208530806,0.0,f879a0177b9f2c5f85b0bb6d30385e36c2f6e281,Fix C14N type confusion,c14n.c,.c,<root>,1803.0,68558.0,0.0,69.0,10.0,6983.0,453.0,8764.7428125,0.2886864395700677,0.19208553341696083,0.7045704998185285,0.1808097615085968,0.02240016741981048,0.987503360099419,-0.006749688507363016,0.009529109297118005,0.007307450100759394,-0.037681799423288725,-0.02240016741981048
56,libxml2,CVE-2023-28484,647e072ea0a2f12687fa05c172f4c4713fdb0c4f,xmlschemas.c,.c,<root>,25867.0,832713.0,0.0,281.0,3.0,99202.0,49.0,7664.808009259259,0.29371236036777776,0.1941004884035676,0.6025905467895325,0.16128658135848764,0.296289600533726,4c6922f763ad958c48ff66f82823ae21f2e92ee6,schemas: Fix null-pointer-deref in xmlSchemaCheckCOSSTDerivedOK,xmlschemas.c,.c,<root>,25857.0,832217.0,0.0,280.0,2.0,99187.0,34.0,7660.759236111111,0.2937176473179982,0.19408159170024164,0.6026004093215444,0.16131028348222917,0.296289600533726,0.003939054356354887,-5.286950220451114e-06,1.8896703325971265e-05,-9.862532011850611e-06,-2.3702123741531356e-05,0.0
57,libxml2,CVE-2023-29469,09a2dd453007f9c7205274623acdd73747c22d64,dict.c,.c,<root>,1096.0,31675.0,0.0,56.0,0.0,2066.0,0.0,7175.95699074074,0.30208993353604546,0.2103235990528808,0.7104067290763646,0.21350364963503649,0.0,0bef170486223f5da754b2104773cc332a079ada,c14n: Fix memory leak after malloc failure,c14n.c,.c,<root>,1850.0,68930.0,0.0,55.0,5.0,6453.0,386.0,8099.91775462963,0.2869564477725397,0.19296387639634413,0.7012784932598265,0.17783783783783783,0.018982455888001758,0.5408464293976678,0.01513348576350576,0.01735972265653668,0.0091282358165381,0.03566581179719866,-0.018982455888001758
58,libxml2,CVE-2024-25062,92721970884fcc13305cb8e23cdc5f0dd7667c2c,xmlreader.c,.c,<root>,5162.0,165586.0,0.0,215.0,6.0,9987.0,96.0,7726.979537037037,0.25661920672649396,0.16619158624521396,0.6154963020432439,0.1425803951956606,0.09218409370744904,ca6a8cf94672e6f3c48c08d6af2201599788fc17,runtest: Add test for Memory leak in xmlInputFromFd,runtest.c,.c,<root>,4857.0,148045.0,0.0,176.0,15.0,26725.0,1001.0,7569.481863425926,0.26792478563817407,0.17471039211050693,0.6296577504207825,0.11509162034177475,0.16474584264549197,0.2600196504278687,-0.011305578911680103,-0.008518805865292967,-0.014161448377538632,0.027488774853885845,-0.07256174893804293
59,libxml2,CVE-2024-34459,2876ac5392a4e891b81e40e592c3ac6cb46016ce,xmllint.c,.c,<root>,3495.0,103003.0,0.0,293.0,9.0,7468.0,317.0,9424.58880787037,0.28497947841226884,0.19197499101967905,0.6350212508378329,0.16452074391988555,0.14532706340106233,64b76f8163d3608f9881b4de23dcc06530ba9323,xmllint: Fix memory leak with --pattern --stream,xmllint.c,.c,<root>,3428.0,100254.0,0.0,281.0,11.0,7116.0,154.0,8998.771875,0.2855968588717739,0.19363815907594709,0.6348654465396235,0.16540256709451576,0.14408691676108704,0.0610234807130734,-0.0006173804595050458,-0.0016631680562680384,0.00015580429820938324,-0.000881823174630203,0.0012401466399752925
60,libxml2,CVE-2024-40896,de28e6ed3a7f18d3188dd18ac5b854b21e05d33a,parser.c,.c,<root>,12220.0,391513.0,0.0,984.0,132.0,90379.0,12809.0,9477.371041666667,0.2922635145782686,0.19308426540114887,0.6056938288902648,0.1909165302782324,0.22143191208007665,d936c4503c7429967586376c68964ce928b94859,fix to issue 227 adding xpath0 to xmllint,xmllint.c,.c,<root>,3025.0,104196.0,0.0,395.0,34.0,15101.0,1607.0,10083.649467592593,0.2951728372133847,0.1768110100195785,0.6262585419511162,0.2271074380165289,0.16311770557039793,2.3071415980073064,-0.0029093226351161183,0.016273255381570373,-0.02056471306085139,-0.0361909077382965,0.05831420650967872
61,libxml2,CVE-2024-56171,a6bf2cb76cc672c1fd1959e3793e43883893d94e,xmlschemas.c,.c,<root>,25513.0,821793.0,0.0,313.0,3.0,100308.0,17.0,8343.894502314815,0.2936212747079614,0.1938444352774969,0.6021614644831411,0.1624269980010191,0.29483672315846776,4fec0889e0cd406710f96f97a566495cb8178f3b,parser: Fix memory leak in xmlInputSetEncodingHandler,parserInternals.c,.c,<root>,2857.0,90435.0,0.0,319.0,103.0,22473.0,4704.0,8698.270717592593,0.26821674419682895,0.210073533477083,0.6465091827314161,0.09975498774938747,0.08137811912170374,2.2080332514939416,0.02540453051113245,-0.016229098199586095,-0.04434771824827499,0.06267201025163162,0.21345860403676403
62,libxml2,CVE-2025-24928,055b382541c8b8ba12d8f0d709db7030e10e8135,valid.c,.c,<root>,6049.0,187459.0,0.0,318.0,25.0,27790.0,690.0,9528.754421296297,0.29317837372778716,0.17829498717052797,0.6374114041142269,0.23210448007935197,0.12830883530240023,250faf3c832d998baa559ca1a1c61935235aba20,parser: Fix regression in xmlParserNodeInfo accounting,SAX2.c,.c,<root>,2673.0,86359.0,0.0,245.0,15.0,11111.0,144.0,9016.415335648147,0.2767174899508873,0.18734584698757512,0.6623687692339386,0.1447811447811448,0.08201789624151878,1.076342360215481,0.01646088377689986,-0.009050859817047147,-0.024957365119711694,0.08732333529820718,0.04629093906088144
63,libxml2,CVE-2025-32414,8d415b8911be26b12b85497f7cc57143b5321787,python/libxml.c,.c,python,3154.0,103747.0,1.0,121.0,9.0,7812.0,121.0,8473.800162037038,0.25251254554373675,0.15531051500284346,0.598111672423851,0.1309448319594166,0.12784494582204822,3ab040c203afa8de1e8ac3561f65e93da7ed5912,Fix unidiomatic use of vsnprintf().,python/libxml.c,.c,python,3161.0,102338.0,1.0,124.0,10.0,8247.0,543.0,8514.285613425925,0.25550072021382086,0.1567648380855596,0.6056800537046597,0.13255298956026573,0.12784494582204822,0.026508935363148467,-0.0029881746700841094,-0.0014543230827161469,-0.0075683812808087225,-0.0016081576008491194,0.0
64,libxml2,CVE-2025-32415,487ee1d8711c6415218b373ef455fcd969d12399,xmlschemas.c,.c,<root>,25534.0,823971.0,0.0,326.0,13.0,100897.0,589.0,8401.797060185185,0.29375648198013043,0.1938939598602378,0.6022849266294804,0.16225424923631238,0.2957102041562287,cb4334b7abf265f55d1a41f435fedd67494eeb18,malloc-fail: Fix memory leak in xmlSAX2StartElementNs,SAX2.c,.c,<root>,2667.0,86215.0,0.0,243.0,19.0,11095.0,314.0,8954.525648148148,0.2767522801565057,0.1873803862436931,0.6624743500293635,0.14473190851143608,0.08201789624151878,2.551512877650281,0.01700420182362472,0.006513573616544699,-0.06018942339988309,0.017522340724876295,0.2136923079147099
65,libxml2,CVE-2025-49794,71e1e8af5ee46dad1b57bb96cfbf1c3ad21fbd7b,schematron.c,.c,<root>,1735.0,61133.0,0.0,51.0,13.0,4247.0,521.0,7285.905925925926,0.27705367366477773,0.17805440596731717,0.6777975979723425,0.17406340057636888,0.03442959079158161,873c17116598cfc8fc2eb3a6fe7b9ac43306cc53,Avoid EDG -Wignored-qualifiers warnings on wrong 'const *' to '* const' conversions,c14n.c,.c,<root>,1859.0,70496.0,0.0,51.0,1.0,6068.0,1.0,7932.5175,0.2847970773270898,0.1908618928733545,0.7031127298703383,0.17267348036578806,0.014974711950468133,0.06899287148695077,-0.007743403662312076,-0.012807486906037335,-0.025315131897995835,0.0013899202105808195,0.019454878841113476
66,libxml2,CVE-2025-49795,499bcb78ab389f60c2fd634ce410d4bb85c18765,schematron.c,.c,<root>,1730.0,60982.0,0.0,49.0,11.0,4240.0,514.0,7285.774212962963,0.2771115978824939,0.1782165229083992,0.6778879613510429,0.17398843930635838,0.03442959079158161,0bac84b1bd6172000eb0e5d3543457f6eb6ef109,Add missing NULL checks to public API functions,schematron.c,.c,<root>,1790.0,61698.0,0.0,41.0,6.0,3773.0,91.0,7215.843831018518,0.27550661431727275,0.17846607669616518,0.6778603980334676,0.16759776536312848,0.03398500028846243,0.20842823402928,0.001604983565221152,-0.00024955378776597703,2.75633175752521e-05,0.0063906739432298965,0.0004445905031191799
67,libxml2,CVE-2025-49796,71e1e8af5ee46dad1b57bb96cfbf1c3ad21fbd7b,schematron.c,.c,<root>,1735.0,61133.0,0.0,51.0,13.0,4247.0,521.0,7285.905925925926,0.27705367366477773,0.17805440596731717,0.6777975979723425,0.17406340057636888,0.03442959079158161,57b92cabd2f3018212ddc1475df66e9f9cf643c3,catalog: Fix regression in xmlCatalogAdd,catalog.c,.c,<root>,3293.0,96028.0,0.0,124.0,17.0,8091.0,509.0,8502.205659722222,0.2804853274487048,0.18196775940350732,0.635988669966079,0.20892802915274825,0.06653359171851765,1.517589034238163,-0.003431653783927069,-0.003913353436190148,0.04180892800626357,-0.03486462857637937,-0.03210400092693604
68,libxml2,CVE-2025-6021,17d950ae33c23f87692aa179bacedb6743f3188a,tree.c,.c,<root>,8646.0,254987.0,0.0,593.0,2.0,48022.0,34.0,9827.433090277778,0.2951333768808934,0.18813900316486723,0.6198456270719146,0.23941707147814018,0.13793783670712614,1e6b17b8348f9b8d485febaf410d2c419d254924,parser: Fix regression parsing standalone declarations,testparser.c,.c,<root>,61.0,1871.0,0.0,2.0,2.0,80.0,80.0,85.12856481481481,0.3791831338333274,0.40994120791020844,0.8451341089636116,0.08196721311475409,0.0,10.226100364609874,-0.084049756952434,-0.2218022047453412,-0.22528848189169703,0.1574498583633861,0.13793783670712614
69,nginx,CVE-2009-3555,70bd187c4c386d82d6e4d180e0db84f361d1be02,src/event/ngx_event_openssl.c,.c,src/event,1617.0,55141.0,2.0,111.0,19.0,4640.0,308.0,1944.7661574074075,0.29222061202291477,0.19990569630583413,0.6623967032151853,0.17625231910946196,0.10768155970508317,f540602ad217bce65d311546337200e915cf2676,Fixed build with OpenSSL using old callbacks API.,src/event/ngx_event_quic.c,.c,src/event,1800.0,63681.0,2.0,110.0,110.0,11412.0,11412.0,40.83179398148148,0.27909556204928204,0.18231497620954445,0.682874108033097,0.1388888888888889,0.08765169465649994,0.11611991754027962,0.01312504997363273,0.017590720096289675,-0.020477404817911715,0.03736343022057306,0.02002986504858323
70,nginx,CVE-2009-3555,70bd187c4c386d82d6e4d180e0db84f361d1be02,src/event/ngx_event_openssl.h,.h,src/event,112.0,4890.0,2.0,40.0,4.0,335.0,9.0,1944.7661574074075,0.29255744697832553,0.25501022494887526,0.79173188159331,0.017857142857142856,0.0,10bda6e11b91fe67c4489ab5e0347355fa6091cb,Fixed includes in quic headers.,src/event/ngx_event_quic.h,.h,src/event,70.0,3749.0,2.0,27.0,27.0,625.0,625.0,54.798344907407404,0.32004863498403086,0.30354761269671915,0.7760816971463002,0.07142857142857142,0.0,0.8460754982001295,-0.027491188005705325,-0.048537387747843885,0.01565018444700983,-0.05357142857142857,0.0
71,nginx,CVE-2010-4180,3e3ee60b99f41cdc15f3651f0a917217977157c1,src/event/ngx_event_openssl.c,.c,src/event,1653.0,56791.0,2.0,119.0,6.0,4708.0,27.0,2334.7786111111113,0.29350611670146487,0.20063038157454527,0.6608421608728775,0.17906836055656383,0.1124121311829187,f5036584840df54c066af8452fcc75b6af7ded97,Fixed memory leak with reordered stream frames.,src/event/ngx_event_quic.c,.c,src/event,2109.0,77171.0,2.0,126.0,125.0,12521.0,12410.0,54.06665509259259,0.27837643345001606,0.18563968330072178,0.6793344916472821,0.13418681839734473,0.09571020415622869,0.3001866945630214,0.015129683251448811,0.014990698273823488,-0.018492330774404597,0.04488154215921911,0.016701927026690017
72,nginx,CVE-2014-3616,ecfab06cb20959219c9aadc2ef59507488e4fa99,src/event/ngx_event_openssl.c,.c,src/event,3692.0,123309.0,2.0,274.0,25.0,8655.0,1222.0,5337.879895833334,0.2849750707349985,0.17863254101484888,0.6356718288903105,0.16603466955579632,0.17976615258537604,7250a7688da4ee9ad1a88fd1489bbb19ec2020ce,QUIC: fixed memory leak in ngx_quic_send_frames().,src/event/ngx_event_quic.c,.c,src/event,3708.0,134220.0,2.0,257.0,257.0,18779.0,18779.0,223.7203125,0.28063472887087787,0.18260318879451645,0.6540226946552816,0.1429341963322546,0.1521600439723727,0.06813467538198115,0.004340341864120634,-0.003970647779667574,-0.018350865764971136,0.023100473223541723,0.027606108613003333
73,nginx,CVE-2014-3616,ecfab06cb20959219c9aadc2ef59507488e4fa99,src/http/modules/ngx_http_ssl_module.c,.c,src/http,875.0,34147.0,3.0,106.0,5.0,3804.0,179.0,5344.934108796297,0.2656074743260687,0.16323542331683602,0.7125892068035267,0.10628571428571429,0.037068740680721746,6299f5e9149483251bbbcc8ad26cf29b6109e75c,"Avoid left-shifting integers into the sign bit, which is undefined.",src/http/modules/ngx_http_log_module.c,.c,src/http,1306.0,46773.0,3.0,107.0,0.0,5210.0,0.0,4623.915856481482,0.2900232689437297,0.1934663160370299,0.7054787756991493,0.1562021439509954,0.06510516911789281,0.4094260153501441,-0.024415794617661024,-0.030230892720193886,0.007110431104377368,-0.04991642966528112,-0.028036428437171065
74,nginx,CVE-2014-3616,ecfab06cb20959219c9aadc2ef59507488e4fa99,src/mail/ngx_mail_ssl_module.c,.c,src/mail,501.0,18990.0,2.0,50.0,3.0,1261.0,97.0,4919.898171296296,0.2685165103799899,0.1627172195892575,0.7467208792904428,0.10379241516966067,0.0,b32cb6b61079d2eff69c89e0e718a79258507717,Fixed worker_shutdown_timeout in various cases.,src/mail/ngx_mail_proxy_module.c,.c,src/mail,843.0,30832.0,2.0,53.0,0.0,2479.0,0.0,4828.767685185185,0.2762288533317424,0.1469252724442138,0.7187112277540318,0.1874258600237248,0.0,0.5767107887441774,-0.007712342951752493,0.0157919471450437,0.028009651536410995,-0.08363344485406413,0.0
75,nginx,CVE-2014-3616,ecfab06cb20959219c9aadc2ef59507488e4fa99,src/stream/ngx_stream_ssl_module.c,.c,src/stream,764.0,29659.0,2.0,24.0,2.0,1149.0,216.0,1407.1511921296296,0.2657442923123681,0.16521123436393675,0.7147282930425879,0.10863874345549739,0.024792751344358523,41d8ea8c8d268555d3cbd8dd2ab32dcc06658209,Fixed handling of unix sockets in $binary_remote_addr.,src/stream/ngx_stream_variables.c,.c,src/stream,921.0,30239.0,2.0,11.0,4.0,1302.0,188.0,477.1190740740741,0.2600733204441575,0.15073249776778333,0.7067909267522471,0.1259500542888165,0.003342300153745015,0.9206385648102584,0.005670971868210639,0.014478736596153424,0.007937366290340808,-0.01731131083331912,0.021450451190613506
76,nginx,CVE-2017-20005,0206ebe76f748bb39d9de4dd4b3fce777fdfdccf,src/core/ngx_times.c,.c,src/core,295.0,10959.0,2.0,58.0,1.0,1566.0,2.0,5055.654618055555,0.30123813773387387,0.25933023086047996,0.7758563253014812,0.0711864406779661,0.0,53bea399a006054350e9068b3a23f3dea89b1c0e,Fixed reference to time parsing code after 8b6fa4842133.,src/core/ngx_times.c,.c,src/core,295.0,10964.0,2.0,57.0,0.0,1564.0,0.0,5055.654583333333,0.30120797350872536,0.25921196643560745,0.7758563253014812,0.0711864406779661,0.0,0.01709443335930061,3.0164225148510138e-05,0.0001182644248725051,0.0,0.0,0.0
