repo,security_event_id,security_commit,security_parent,security_file,security_suffix,security_subsystem_key,security_top_level_key,security_directory_depth,security_loc,security_size_bytes,security_prior_touches_total,security_prior_touches_365d,security_total_churn,security_churn_365d,security_file_age_days,security_composite,security_ci_gzip,security_entropy,security_cc_density,security_halstead,security_source_family
libxml2,CVE-2017-9050,e26630548e7d138d2c560844c43820b6767251e3,7482f41f61d733656d588b4d8c300b1ecdff7f5f,runtest.c,.c,<root>,<root>,0.0,4031.0,117288.0,65.0,2.0,22636.0,14.0,4361.78431712963,0.2678997766656262,0.1811438510333538,0.6390821451568663,0.10915405606549243,0.14030120235749965,explicit_only
libxml2,CVE-2017-16931,e26630548e7d138d2c560844c43820b6767251e3,7482f41f61d733656d588b4d8c300b1ecdff7f5f,parser.c,.c,<root>,<root>,0.0,14117.0,441966.0,646.0,6.0,71183.0,430.0,6871.540717592593,0.2944175665522143,0.18879506568378562,0.5982508033142383,0.2181058298505348,0.21947568544222484,reference_only
libxml2,CVE-2017-9049,e26630548e7d138d2c560844c43820b6767251e3,7482f41f61d733656d588b4d8c300b1ecdff7f5f,parser.c,.c,<root>,<root>,0.0,14117.0,441966.0,646.0,6.0,71183.0,430.0,6871.540717592593,0.2944175665522143,0.18879506568378562,0.5982508033142383,0.2181058298505348,0.21947568544222484,explicit_only
libxml2,CVE-2017-9050,e26630548e7d138d2c560844c43820b6767251e3,7482f41f61d733656d588b4d8c300b1ecdff7f5f,parser.c,.c,<root>,<root>,0.0,14117.0,441966.0,646.0,6.0,71183.0,430.0,6871.540717592593,0.2944175665522143,0.18879506568378562,0.5982508033142383,0.2181058298505348,0.21947568544222484,explicit_only
libxml2,CVE-2017-9047,932cc9896ab41475d4aa429c27d9afd175959d74,e26630548e7d138d2c560844c43820b6767251e3,valid.c,.c,<root>,<root>,0.0,6220.0,192907.0,247.0,0.0,24348.0,0.0,6713.934953703703,0.29208653558485154,0.17381432503745328,0.6362354494985022,0.23408360128617364,0.12807707701306031,explicit_only
libxml2,CVE-2017-9048,932cc9896ab41475d4aa429c27d9afd175959d74,e26630548e7d138d2c560844c43820b6767251e3,valid.c,.c,<root>,<root>,0.0,6220.0,192907.0,247.0,0.0,24348.0,0.0,6713.934953703703,0.29208653558485154,0.17381432503745328,0.6362354494985022,0.23408360128617364,0.12807707701306031,explicit_only
libxml2,CVE-2017-5969,94691dc884d1a8ada39f073408b4bb92fe7fe882,362b32293487ece0dc76b9df29c59e25c0712432,valid.c,.c,<root>,<root>,0.0,6221.0,192993.0,248.0,1.0,24368.0,20.0,6715.948923611111,0.29219006033913186,0.17394931422383195,0.6361909344298542,0.2342067191769812,0.12830883530240023,explicit_only
libxml2,CVE-2017-16932,899a5d9f0ed13b8e32449a08a361e0de127dd961,fb56f80eeffde4b79a49667c3f0727181d57aeb3,parser.c,.c,<root>,<root>,0.0,13914.0,436851.0,663.0,23.0,71935.0,1182.0,6921.403668981481,0.2941692216517403,0.18850134256302492,0.5984412291682796,0.2166882276843467,0.21898245588800175,reference_only
libxml2,CVE-2018-14404,a436374994c47b12d5de1b8b1d191a098fa23594,b7c50b8ddeae4662c639369360f34b832b6b2e49,xpath.c,.c,<root>,<root>,0.0,13472.0,420727.0,428.0,21.0,49062.0,676.0,6954.854270833333,0.2914786875108115,0.1784672721265809,0.6066204339581479,0.20776425178147268,0.21586096882144776,explicit_only
libxml2,CVE-2018-14567,2240fbf5912054af025fb6e01e26375100275e74,a436374994c47b12d5de1b8b1d191a098fa23594,xzlib.c,.c,<root>,<root>,0.0,659.0,24400.0,13.0,3.0,1344.0,28.0,2375.927372685185,0.31502635543343976,0.2556967213114754,0.7146472511325004,0.19878603945371776,0.0,explicit_only
libxml2,CVE-2018-9251,2240fbf5912054af025fb6e01e26375100275e74,a436374994c47b12d5de1b8b1d191a098fa23594,xzlib.c,.c,<root>,<root>,0.0,659.0,24400.0,13.0,3.0,1344.0,28.0,2375.927372685185,0.31502635543343976,0.2556967213114754,0.7146472511325004,0.19878603945371776,0.0,explicit_only
libxml2,CVE-2021-3541,8598060bacada41a0eb09d95c97744ff4e428f8e,bfd2f4300fb348a0fb8265a17546a0eb8bdec719,parser.c,.c,<root>,<root>,0.0,13870.0,439414.0,723.0,20.0,73386.0,280.0,8309.385613425926,0.29495212432768514,0.18941362815021826,0.5991965614951558,0.21643835616438356,0.22143191208007665,explicit_only
libxml2,CVE-2022-23308,652dd12a858989b14eed4e84e453059cd3ba340e,d19bab68f49e641a8551ef22cf3cee9a0144deea,valid.c,.c,<root>,<root>,0.0,6282.0,195613.0,260.0,0.0,24794.0,0.0,8433.96855324074,0.2923231868431072,0.1745998476583867,0.6359187159588449,0.2335243553008596,0.12923216328020395,explicit_plus_reference_plus_range
libxml2,CVE-2022-29824,2554a2408e09f13652049e5ffb0d26196b02ebab,f687f3e002777934d101033c9baab6db7fa83406,buf.c,.c,<root>,<root>,0.0,1185.0,34112.0,19.0,0.0,1479.0,0.0,3570.1872106481483,0.2864746342141454,0.2086655722326454,0.6958303326387555,0.1670886075949367,0.0,explicit_only
libxml2,CVE-2022-29824,2554a2408e09f13652049e5ffb0d26196b02ebab,f687f3e002777934d101033c9baab6db7fa83406,tree.c,.c,<root>,<root>,0.0,8979.0,263617.0,461.0,3.0,39780.0,39.0,8663.301458333333,0.2960067576602214,0.18087225027217516,0.6189660424098519,0.25637598841741843,0.13151495622563,explicit_only
libxml2,CVE-2022-40303,c846986356fc149915a74972bf198abc266bc2c0,8d908c69aaf0599a854b756019de5a98d2e1101a,parser.c,.c,<root>,<root>,0.0,13873.0,440043.0,749.0,24.0,73563.0,148.0,8828.364733796296,0.294889315452153,0.1896110152871424,0.5993400125419069,0.2167519642470987,0.2198445041452363,explicit_only
libxml2,CVE-2022-40304,1b41ec4e9433b05bb0376be4725804c54ef1d80b,c846986356fc149915a74972bf198abc266bc2c0,entities.c,.c,<root>,<root>,0.0,1055.0,32453.0,109.0,4.0,6345.0,30.0,8828.36599537037,0.28193675106270466,0.20161464271407883,0.7118779499192879,0.14312796208530806,0.0,explicit_only
libxml2,CVE-2023-29469,09a2dd453007f9c7205274623acdd73747c22d64,647e072ea0a2f12687fa05c172f4c4713fdb0c4f,dict.c,.c,<root>,<root>,0.0,1096.0,31675.0,56.0,0.0,2066.0,0.0,7175.95699074074,0.30208993353604546,0.2103235990528808,0.7104067290763646,0.21350364963503649,0.0,explicit_only
libxml2,CVE-2023-28484,647e072ea0a2f12687fa05c172f4c4713fdb0c4f,2a1ecb18029532bfb608594e2a80f05c6488edb6,xmlschemas.c,.c,<root>,<root>,0.0,25867.0,832713.0,281.0,3.0,99202.0,49.0,7664.808009259259,0.29371236036777776,0.1941004884035676,0.6025905467895325,0.16128658135848764,0.296289600533726,explicit_only
libxml2,CVE-2024-25062,92721970884fcc13305cb8e23cdc5f0dd7667c2c,8b9b972aaa4970f3983085ad59930614c5f6aa57,xmlreader.c,.c,<root>,<root>,0.0,5162.0,165586.0,215.0,6.0,9987.0,96.0,7726.979537037037,0.25661920672649396,0.16619158624521396,0.6154963020432439,0.1425803951956606,0.09218409370744904,explicit_only
libxml2,CVE-2024-34459,2876ac5392a4e891b81e40e592c3ac6cb46016ce,8e9fdc20f013ffb5d99172d5697ba9cbe672010e,xmllint.c,.c,<root>,<root>,0.0,3495.0,103003.0,293.0,9.0,7468.0,317.0,9424.58880787037,0.28497947841226884,0.19197499101967905,0.6350212508378329,0.16452074391988555,0.14532706340106233,explicit_only
libxml2,CVE-2024-40896,de28e6ed3a7f18d3188dd18ac5b854b21e05d33a,6ae65368ad39c00581cbfe88bebc3ae5c15f6925,parser.c,.c,<root>,<root>,0.0,12220.0,391513.0,984.0,132.0,90379.0,12809.0,9477.371041666667,0.2922635145782686,0.19308426540114887,0.6056938288902648,0.1909165302782324,0.22143191208007665,explicit_only
libxml2,CVE-2024-56171,a6bf2cb76cc672c1fd1959e3793e43883893d94e,1f37eedb589a1412090f72893d1cc3698692b7b5,xmlschemas.c,.c,<root>,<root>,0.0,25513.0,821793.0,313.0,3.0,100308.0,17.0,8343.894502314815,0.2936212747079614,0.1938444352774969,0.6021614644831411,0.1624269980010191,0.29483672315846776,explicit_only
libxml2,CVE-2025-24928,055b382541c8b8ba12d8f0d709db7030e10e8135,a6bf2cb76cc672c1fd1959e3793e43883893d94e,valid.c,.c,<root>,<root>,0.0,6049.0,187459.0,318.0,25.0,27790.0,690.0,9528.754421296297,0.29317837372778716,0.17829498717052797,0.6374114041142269,0.23210448007935197,0.12830883530240023,explicit_only
libxml2,CVE-2025-32414,8d415b8911be26b12b85497f7cc57143b5321787,38cc2b53eda8bf36d3032ada5cf1d4d59dfd322d,python/libxml.c,.c,python,python,1.0,3154.0,103747.0,121.0,9.0,7812.0,121.0,8473.800162037038,0.25251254554373675,0.15531051500284346,0.598111672423851,0.1309448319594166,0.12784494582204822,explicit_only
libxml2,CVE-2025-32415,487ee1d8711c6415218b373ef455fcd969d12399,1039cd53bc5761f1eb30afc3510f92a57d88ce5a,xmlschemas.c,.c,<root>,<root>,0.0,25534.0,823971.0,326.0,13.0,100897.0,589.0,8401.797060185185,0.29375648198013043,0.1938939598602378,0.6022849266294804,0.16225424923631238,0.2957102041562287,explicit_only
libxml2,CVE-2025-6170,069bcda17d8194e9582c64dd4bc9dac99b015810,c34742f3017f6d39f3e4ccae4f70172238160ef8,shell.c,.c,<root>,<root>,0.0,1459.0,50206.0,13.0,10.0,2062.0,429.0,381.02924768518517,0.28309574962173323,0.1588057204318209,0.6916163897463463,0.22344071281699796,0.005528243550118894,explicit_only
libxml2,CVE-2025-49795,499bcb78ab389f60c2fd634ce410d4bb85c18765,069bcda17d8194e9582c64dd4bc9dac99b015810,schematron.c,.c,<root>,<root>,0.0,1730.0,60982.0,49.0,11.0,4240.0,514.0,7285.774212962963,0.2771115978824939,0.1782165229083992,0.6778879613510429,0.17398843930635838,0.03442959079158161,explicit_only
libxml2,CVE-2025-49794,71e1e8af5ee46dad1b57bb96cfbf1c3ad21fbd7b,24d7e15914588cb45e7fb41cbe4fcf785e1a4861,schematron.c,.c,<root>,<root>,0.0,1735.0,61133.0,51.0,13.0,4247.0,521.0,7285.905925925926,0.27705367366477773,0.17805440596731717,0.6777975979723425,0.17406340057636888,0.03442959079158161,explicit_only
