intervention_id,repo,role,period,anchor_commit,anchor_date,file_path,suffix,label,future_event_ids,match_window_days,match_distance,loc,size_bytes,ci_gzip,shannon_entropy,cyclomatic_density,halstead_volume,composite_score,directory_depth,prior_touches_total,prior_touches_365d,total_churn,churn_365d,author_count_total,author_count_365d,file_age_days,latest_touch_days,log_loc,log_size_bytes,log_prior_touches_total,log_prior_touches_365d,log_total_churn,log_churn_365d
django-django::3f76d1402dac9c2993d588f996dc1c331edbc9a7::django/db/backends/base/schema.py,django-django,intervention,pre,f8bfa806805a87d2cdd677089bd96fbf8400cb95,2016-07-15T14:05:03+00:00,django/db/backends/base/schema.py,.py,0,,365,3.2852375005672867,914.0,46141.0,0.21057194252400252,0.7191960847127664,0.19474835886214442,0.06110247973073531,0.30855516215518813,4.0,31.0,15.0,1260.0,112.0,17.0,10.0,547.7838310185185,7.566608796296296,6.818924065275521,10.739478877125554,3.4657359027997265,2.772588722239781,7.13966033596492,4.727387818712341
django-django::3f76d1402dac9c2993d588f996dc1c331edbc9a7::django/db/backends/base/schema.py,django-django,intervention,post,3f76d1402dac9c2993d588f996dc1c331edbc9a7,2016-07-15T14:34:37+00:00,django/db/backends/base/schema.py,.py,0,,365,3.2852375005672867,920.0,46324.0,0.2102581815041879,0.7193087137360974,0.1923913043478261,0.06147098441152075,0.3079304145808899,4.0,32.0,16.0,1275.0,127.0,17.0,10.0,547.8043634259259,0.0,6.825460036255307,10.74343705115356,3.4965075614664802,2.833213344056216,7.151485463904735,4.852030263919617
django-django::3f76d1402dac9c2993d588f996dc1c331edbc9a7::django/db/backends/base/schema.py,django-django,control,pre,7e299c0e03a52052068db5108de97cf59174bfd9,2017-01-15T21:02:39+00:00,django/contrib/postgres/fields/jsonb.py,.py,0,,365,3.2852375005672867,136.0,5786.0,0.27048047010024195,0.796853209750646,0.0661764705882353,0.0,0.3112321291525853,4.0,7.0,5.0,212.0,111.0,5.0,3.0,595.9528819444445,8.859108796296296,4.919980925828125,8.663369301573839,2.0794415416798357,1.791759469228055,5.3612921657094255,4.718498871295094
django-django::3f76d1402dac9c2993d588f996dc1c331edbc9a7::django/db/backends/base/schema.py,django-django,control,post,1f10c3994cf3b54749c5a541896f4ac28ea694fa,2017-01-16T11:24:16+00:00,django/contrib/postgres/fields/jsonb.py,.py,0,,365,3.2852375005672867,135.0,5764.0,0.27099236641221375,0.7968080011044196,0.06666666666666667,0.0,0.31164706157612804,4.0,8.0,6.0,215.0,114.0,6.0,4.0,596.5512268518519,0.0,4.912654885736052,8.65956043270316,2.1972245773362196,1.9459101490553132,5.375278407684165,4.74493212836325
prometheus-prometheus::06b486b41e233eeb8c772fb18c04ed83567cd56f::storage/remote/write.go,prometheus-prometheus,intervention,pre,44f166d0664bb3bd1dfd36d74ed686079eee6c88,2023-11-09T13:18:12+00:00,storage/remote/write.go,.go,0,,90,2.5826046867733194,243.0,9322.0,0.3351212186226132,0.7918355849275397,0.09053497942386832,0.0,0.3371216405872441,2.0,54.0,3.0,783.0,36.0,28.0,3.0,2311.0765625,0.0,5.497168225293202,9.140239744296693,4.007333185232471,1.3862943611198906,6.664409020350408,3.6109179126442243
prometheus-prometheus::06b486b41e233eeb8c772fb18c04ed83567cd56f::storage/remote/write.go,prometheus-prometheus,intervention,post,06b486b41e233eeb8c772fb18c04ed83567cd56f,2023-11-09T13:18:12+00:00,storage/remote/write.go,.go,0,,90,2.5826046867733194,239.0,9161.0,0.3320598187970746,0.794202522904253,0.08786610878661087,0.0,0.33621595354182593,2.0,55.0,4.0,812.0,65.0,29.0,4.0,2311.0765625,0.0,5.480638923341991,9.122819774446688,4.02535169073515,1.6094379124341003,6.70073110954781,4.189654742026425
prometheus-prometheus::06b486b41e233eeb8c772fb18c04ed83567cd56f::storage/remote/write.go,prometheus-prometheus,control,pre,b5b467154848cf94c4aa1cd44f301ce4528f3364,2024-01-05T15:49:32+00:00,promql/parser/generated_parser.y.go,.go,0,,90,2.5826046867733194,1760.0,45528.0,0.22548761201897732,0.5825919910050342,0.12897727272727272,0.1651051691178928,0.2769123963438111,2.0,29.0,9.0,13078.0,4558.0,14.0,6.0,1418.0306828703704,0.0,7.473637108496206,10.726104764547102,3.4011973816621555,2.302585092994046,9.478763169489152,8.424858580213442
prometheus-prometheus::06b486b41e233eeb8c772fb18c04ed83567cd56f::storage/remote/write.go,prometheus-prometheus,control,post,1d8e6e8b6e2e708c05286e626eefbc5ed5f293ce,2024-01-05T15:49:32+00:00,promql/parser/generated_parser.y.go,.go,0,,90,2.5826046867733194,1760.0,45687.0,0.22549083984503251,0.5829249117336732,0.12897727272727272,0.1651051691178928,0.2769874600635524,2.0,30.0,10.0,13083.0,4563.0,14.0,6.0,1418.0306828703704,0.0,7.473637108496206,10.7295909603447,3.4339872044851463,2.3978952727983707,9.479145388658274,8.425954710981966
fastapi-fastapi::0ac9b3ee5ce85b9ebc23698f8515e07017d9b9aa::fastapi/__init__.py,fastapi-fastapi,intervention,pre,f2bd2c44e2e568576ad92f49b82c99bf686dc658,2020-02-29T20:49:09+00:00,fastapi/__init__.py,.py,0,,180,5.311032241467547,18.0,445.0,0.6224719101123596,0.8720411979505859,0.05555555555555555,0.0,0.46864076141024325,1.0,98.0,66.0,217.0,145.0,1.0,1.0,451.5779976851852,0.0,2.9444389791664403,6.100318952020064,4.59511985013459,4.204692619390966,5.384495062789089,4.983606621708336
fastapi-fastapi::0ac9b3ee5ce85b9ebc23698f8515e07017d9b9aa::fastapi/__init__.py,fastapi-fastapi,intervention,post,0ac9b3ee5ce85b9ebc23698f8515e07017d9b9aa,2020-03-01T20:49:20+00:00,fastapi/__init__.py,.py,0,,180,5.311032241467547,22.0,561.0,0.5614973262032086,0.8490646516683038,0.045454545454545456,0.0,0.43512712548392085,1.0,99.0,66.0,223.0,149.0,1.0,1.0,452.578125,0.0,3.1354942159291497,6.331501849893691,4.605170185988092,4.204692619390966,5.4116460518550396,5.0106352940962555
fastapi-fastapi::0ac9b3ee5ce85b9ebc23698f8515e07017d9b9aa::fastapi/__init__.py,fastapi-fastapi,control,pre,e4ea6426dc742afae38f76b8db4a5ee5316a3016,2020-07-10T10:24:03+00:00,scripts/docs.py,.py,0,,180,5.311032241467547,310.0,12101.0,0.2656805222708867,0.7851001903032416,0.07741935483870968,0.0,0.30775037219574314,1.0,7.0,7.0,461.0,461.0,2.0,2.0,105.63483796296296,54.879618055555554,5.739792912179234,9.401126007182267,2.0794415416798357,2.0794415416798357,6.135564891081739,6.135564891081739
fastapi-fastapi::0ac9b3ee5ce85b9ebc23698f8515e07017d9b9aa::fastapi/__init__.py,fastapi-fastapi,control,post,a5c03ba1b7468a52a6c7c5b62fd4a55840381598,2020-07-10T12:31:44+00:00,scripts/docs.py,.py,0,,180,5.311032241467547,313.0,12233.0,0.2648573530613913,0.784480472912811,0.07667731629392971,0.0,0.30714072390322744,1.0,8.0,8.0,474.0,474.0,2.0,2.0,105.72350694444444,0.0,5.749392985908253,9.411974239802511,2.1972245773362196,2.1972245773362196,6.163314804034641,6.163314804034641
fastapi-fastapi::1f01ce9615fe83ea5235820266e3a78ae8768847::docs_src/additional_responses/tutorial002.py,fastapi-fastapi,intervention,pre,352c5f5ecc078a661a250cd5b7cd77939722e0f9,2020-06-28T11:59:20+00:00,docs_src/additional_responses/tutorial002.py,.py,0,,90,6.593788747914971,22.0,589.0,0.5704584040747029,0.9181409725411093,0.09090909090909091,0.0,0.4667786448948081,2.0,1.0,1.0,28.0,28.0,1.0,1.0,93.70100694444444,93.70100694444444,3.1354942159291497,6.380122536899765,0.6931471805599453,0.6931471805599453,3.367295829986474,3.367295829986474
