intervention_id,repo,role,period,anchor_commit,anchor_date,file_path,suffix,label,future_event_ids,match_window_days,match_distance,loc,size_bytes,ci_gzip,shannon_entropy,cyclomatic_density,halstead_volume,composite_score,directory_depth,prior_touches_total,prior_touches_365d,total_churn,churn_365d,author_count_total,author_count_365d,file_age_days,latest_touch_days,log_loc,log_size_bytes,log_prior_touches_total,log_prior_touches_365d,log_total_churn,log_churn_365d,score_baseline_size,score_baseline_history,score_baseline_history_plus_structure,score_baseline_plus_composite,primary_model_score,score_range,absolute_error,underprediction_loss,positive_log_loss
django-django::3f76d1402dac9c2993d588f996dc1c331edbc9a7::django/db/backends/base/schema.py,django-django,intervention,pre,f8bfa806805a87d2cdd677089bd96fbf8400cb95,2016-07-15T14:05:03+00:00,django/db/backends/base/schema.py,.py,0,,365,3.2852375005672867,914.0,46141.0,0.21057194252400252,0.7191960847127664,0.19474835886214442,0.06110247973073531,0.30855516215518813,4.0,31.0,15.0,1260.0,112.0,17.0,10.0,547.7838310185185,7.566608796296296,6.818924065275521,10.739478877125554,3.4657359027997265,2.772588722239781,7.13966033596492,4.727387818712341,0.03570495134720265,0.06259242274966814,0.06730446633321055,0.06941200662208273,0.06941200662208273,0.033707055274880084,0.06941200662208273,0.0,0.0
django-django::3f76d1402dac9c2993d588f996dc1c331edbc9a7::django/db/backends/base/schema.py,django-django,intervention,post,3f76d1402dac9c2993d588f996dc1c331edbc9a7,2016-07-15T14:34:37+00:00,django/db/backends/base/schema.py,.py,0,,365,3.2852375005672867,920.0,46324.0,0.2102581815041879,0.7193087137360974,0.1923913043478261,0.06147098441152075,0.3079304145808899,4.0,32.0,16.0,1275.0,127.0,17.0,10.0,547.8043634259259,0.0,6.825460036255307,10.74343705115356,3.4965075614664802,2.833213344056216,7.151485463904735,4.852030263919617,0.035841846679276236,0.06538106215983083,0.0703621519986665,0.07238351524428525,0.07238351524428525,0.03654166856500902,0.07238351524428525,0.0,0.0
django-django::3f76d1402dac9c2993d588f996dc1c331edbc9a7::django/db/backends/base/schema.py,django-django,control,pre,7e299c0e03a52052068db5108de97cf59174bfd9,2017-01-15T21:02:39+00:00,django/contrib/postgres/fields/jsonb.py,.py,0,,365,3.2852375005672867,136.0,5786.0,0.27048047010024195,0.796853209750646,0.0661764705882353,0.0,0.3112321291525853,4.0,7.0,5.0,212.0,111.0,5.0,3.0,595.9528819444445,8.859108796296296,4.919980925828125,8.663369301573839,2.0794415416798357,1.791759469228055,5.3612921657094255,4.718498871295094,0.00735473433918772,0.012785413831623816,0.012765748580025672,0.013153144343347583,0.013153144343347583,0.005798410004159863,0.013153144343347583,0.0,0.0
django-django::3f76d1402dac9c2993d588f996dc1c331edbc9a7::django/db/backends/base/schema.py,django-django,control,post,1f10c3994cf3b54749c5a541896f4ac28ea694fa,2017-01-16T11:24:16+00:00,django/contrib/postgres/fields/jsonb.py,.py,0,,365,3.2852375005672867,135.0,5764.0,0.27099236641221375,0.7968080011044196,0.06666666666666667,0.0,0.31164706157612804,4.0,8.0,6.0,215.0,114.0,6.0,4.0,596.5512268518519,0.0,4.912654885736052,8.65956043270316,2.1972245773362196,1.9459101490553132,5.375278407684165,4.74493212836325,0.007324575278360525,0.014551495808223052,0.01470775195983922,0.014957146210960476,0.014957146210960476,0.007632570932599951,0.014957146210960476,0.0,0.0
prometheus-prometheus::06b486b41e233eeb8c772fb18c04ed83567cd56f::storage/remote/write.go,prometheus-prometheus,intervention,pre,44f166d0664bb3bd1dfd36d74ed686079eee6c88,2023-11-09T13:18:12+00:00,storage/remote/write.go,.go,0,,90,2.5826046867733194,243.0,9322.0,0.3351212186226132,0.7918355849275397,0.09053497942386832,0.0,0.3371216405872441,2.0,54.0,3.0,783.0,36.0,28.0,3.0,2311.0765625,0.0,5.497168225293202,9.140239744296693,4.007333185232471,1.3862943611198906,6.664409020350408,3.6109179126442243,0.01515755201679665,0.021073964975881775,0.0231925890334367,0.02211967001785277,0.02211967001785277,0.00803503701664005,0.02211967001785277,0.0,0.0
prometheus-prometheus::06b486b41e233eeb8c772fb18c04ed83567cd56f::storage/remote/write.go,prometheus-prometheus,intervention,post,06b486b41e233eeb8c772fb18c04ed83567cd56f,2023-11-09T13:18:12+00:00,storage/remote/write.go,.go,0,,90,2.5826046867733194,239.0,9161.0,0.3320598187970746,0.794202522904253,0.08786610878661087,0.0,0.33621595354182593,2.0,55.0,4.0,812.0,65.0,29.0,4.0,2311.0765625,0.0,5.480638923341991,9.122819774446688,4.02535169073515,1.6094379124341003,6.70073110954781,4.189654742026425,0.014954627435517596,0.024927075853158044,0.027567503397981547,0.025976939680628235,0.025976939680628235,0.012612875962463951,0.025976939680628235,0.0,0.0
prometheus-prometheus::06b486b41e233eeb8c772fb18c04ed83567cd56f::storage/remote/write.go,prometheus-prometheus,control,pre,b5b467154848cf94c4aa1cd44f301ce4528f3364,2024-01-05T15:49:32+00:00,promql/parser/generated_parser.y.go,.go,0,,90,2.5826046867733194,1760.0,45528.0,0.22548761201897732,0.5825919910050342,0.12897727272727272,0.1651051691178928,0.2769123963438111,2.0,29.0,9.0,13078.0,4558.0,14.0,6.0,1418.0306828703704,0.0,7.473637108496206,10.726104764547102,3.4011973816621555,2.302585092994046,9.478763169489152,8.424858580213442,0.058282089085973855,0.0657703697958674,0.04547854827725409,0.06114850966043992,0.06114850966043992,0.020291821518613307,0.06114850966043992,0.0,0.0
prometheus-prometheus::06b486b41e233eeb8c772fb18c04ed83567cd56f::storage/remote/write.go,prometheus-prometheus,control,post,1d8e6e8b6e2e708c05286e626eefbc5ed5f293ce,2024-01-05T15:49:32+00:00,promql/parser/generated_parser.y.go,.go,0,,90,2.5826046867733194,1760.0,45687.0,0.22549083984503251,0.5829249117336732,0.12897727272727272,0.1651051691178928,0.2769874600635524,2.0,30.0,10.0,13083.0,4563.0,14.0,6.0,1418.0306828703704,0.0,7.473637108496206,10.7295909603447,3.4339872044851463,2.3978952727983707,9.479145388658274,8.425954710981966,0.05837634451268523,0.06803389747780869,0.04712601418791643,0.06343017785176522,0.06343017785176522,0.020907883289892258,0.06343017785176522,0.0,0.0
fastapi-fastapi::0ac9b3ee5ce85b9ebc23698f8515e07017d9b9aa::fastapi/__init__.py,fastapi-fastapi,intervention,pre,f2bd2c44e2e568576ad92f49b82c99bf686dc658,2020-02-29T20:49:09+00:00,fastapi/__init__.py,.py,0,,180,5.311032241467547,18.0,445.0,0.6224719101123596,0.8720411979505859,0.05555555555555555,0.0,0.46864076141024325,1.0,98.0,66.0,217.0,145.0,1.0,1.0,451.5779976851852,0.0,2.9444389791664403,6.100318952020064,4.59511985013459,4.204692619390966,5.384495062789089,4.983606621708336,0.0018320801377731163,0.035319295411224715,0.025853222669525312,0.045016719930396215,0.045016719930396215,0.043184639792623096,0.045016719930396215,0.0,0.0
fastapi-fastapi::0ac9b3ee5ce85b9ebc23698f8515e07017d9b9aa::fastapi/__init__.py,fastapi-fastapi,intervention,post,0ac9b3ee5ce85b9ebc23698f8515e07017d9b9aa,2020-03-01T20:49:20+00:00,fastapi/__init__.py,.py,0,,180,5.311032241467547,22.0,561.0,0.5614973262032086,0.8490646516683038,0.045454545454545456,0.0,0.43512712548392085,1.0,99.0,66.0,223.0,149.0,1.0,1.0,452.578125,0.0,3.1354942159291497,6.331501849893691,4.605170185988092,4.204692619390966,5.4116460518550396,5.0106352940962555,0.002177027034873314,0.038287044739407576,0.029046258010080775,0.045556341009499436,0.045556341009499436,0.04337931397462612,0.045556341009499436,0.0,0.0
