intervention_id,repo,absolute_error_control_post,absolute_error_control_pre,absolute_error_intervention_post,absolute_error_intervention_pre,composite_score_control_post,composite_score_control_pre,composite_score_intervention_post,composite_score_intervention_pre,positive_log_loss_control_post,positive_log_loss_control_pre,positive_log_loss_intervention_post,positive_log_loss_intervention_pre,score_range_control_post,score_range_control_pre,score_range_intervention_post,score_range_intervention_pre,underprediction_loss_control_post,underprediction_loss_control_pre,underprediction_loss_intervention_post,underprediction_loss_intervention_pre,delta_composite_score_intervention,delta_composite_score_control,did_composite_score,delta_score_range_intervention,delta_score_range_control,did_score_range,delta_absolute_error_intervention,delta_absolute_error_control,did_absolute_error,delta_underprediction_loss_intervention,delta_underprediction_loss_control,did_underprediction_loss,delta_positive_log_loss_intervention,delta_positive_log_loss_control,did_positive_log_loss
django-django::3f76d1402dac9c2993d588f996dc1c331edbc9a7::django/db/backends/base/schema.py,django-django,0.014957146210960476,0.013153144343347583,0.07238351524428525,0.06941200662208273,0.31164706157612804,0.3112321291525853,0.3079304145808899,0.30855516215518813,0.0,0.0,0.0,0.0,0.007632570932599951,0.005798410004159863,0.03654166856500902,0.033707055274880084,0.0,0.0,0.0,0.0,-0.0006247475742982567,0.0004149324235427354,-0.001039679997840992,0.0028346132901289345,0.0018341609284400883,0.0010004523616888462,0.0029715086222025233,0.0018040018676128925,0.0011675067545896308,0.0,0.0,0.0,0.0,0.0,0.0
fastapi-fastapi::0ac9b3ee5ce85b9ebc23698f8515e07017d9b9aa::fastapi/__init__.py,fastapi-fastapi,0.02559507207176605,0.023494045943159673,0.9544436589905005,0.9549832800696038,0.30714072390322744,0.30775037219574314,0.43512712548392085,0.46864076141024325,0.0,0.0,3.0888054550967,3.1007213042121102,0.004235832435021191,0.0021664348919611873,0.04337931397462612,0.043184639792623096,0.0,0.0,0.9544436589905005,0.9549832800696038,-0.033513635926322394,-0.0006096482925156965,-0.0329039876338067,0.0001946741820030226,0.002069397543060004,-0.0018747233610569812,-0.0005396210791032141,0.002101026128606378,-0.002640647207709592,-0.0005396210791032141,0.0,-0.0005396210791032141,-0.011915849115410104,0.0,-0.011915849115410104
fastapi-fastapi::1f01ce9615fe83ea5235820266e3a78ae8768847::docs_src/additional_responses/tutorial002.py,fastapi-fastapi,0.10206671526902744,0.0967365483179784,0.0047169508715685215,0.003471819334692099,0.30311423175681756,0.3031172532556619,0.46211848088736546,0.4667786448948081,0.0,0.0,0.0,0.0,0.06936066608337915,0.06265781780051956,0.0027276263818444943,0.0015692237734084348,0.0,0.0,0.0,0.0,-0.004660164007442624,-3.0214988443466595e-06,-0.004657142508598278,0.0011584026084360596,0.006702848282859594,-0.005544445674423535,0.0012451315368764227,0.005330166951049042,-0.00408503541417262,0.0,0.0,0.0,0.0,0.0,0.0
pallets-flask::3569fc24415f8bac7b269ec041bd1f6bc23038ce::flask/cli.py,pallets-flask,0.0418500661725108,0.04049615945660772,0.03901924449144967,0.03614100163938761,0.35695814301158457,0.3567610016094567,0.34453276076214817,0.3471478567403055,0.0,0.0,0.0,0.0,0.027513533164288805,0.02618913641778387,0.012957178487191849,0.010975044816513343,0.0,0.0,0.0,0.0,-0.0026150959781573446,0.00019714140212789832,-0.002812237380285243,0.0019821336706785063,0.0013243967465049362,0.00065773692417357,0.002878242852062056,0.0013539067159030818,0.0015243361361589741,0.0,0.0,0.0,0.0,0.0,0.0
pallets-flask::64206c13c2bff0220328845db0995f451cefd3b1::src/flask/app.py,pallets-flask,0.06462037287775495,0.061960746312076084,0.09889305138239207,0.09638926038255526,0.30915978391804005,0.30881655645276895,0.30986746079196537,0.3102587834639216,0.0,0.0,0.0,0.0,0.026873914489885527,0.02425423406783605,0.02459397593432236,0.021986254499197957,0.0,0.0,0.0,0.0,-0.00039132267195624015,0.00034322746527110093,-0.0007345501372273411,0.002607721435124402,0.002619680422049478,-1.1958986925075799e-05,0.0025037909998368163,0.002659626565678863,-0.00015583556584204683,0.0,0.0,0.0,0.0,0.0,0.0
pallets-flask::7f87f3dd93baf45d5f69f02a2dcf4493dfc4a1be::src/flask/app.py,pallets-flask,0.034514229568007496,0.03268964449683421,0.11130951364434938,0.10892868433683126,0.3162718643251837,0.31722658938497916,0.31151336858617773,0.3118138326542354,0.0,0.0,0.0,0.0,0.010437760673112875,0.00863617183880623,0.03611175914387252,0.03370064526180021,0.0,0.0,0.0,0.0,-0.0003004640680576709,-0.000954725059795436,0.0006542609917377651,0.0024111138820723105,0.0018015888343066444,0.0006095250477656661,0.002380829307518123,0.0018245850711732861,0.0005562442363448369,0.0,0.0,0.0,0.0,0.0,0.0
pallets-flask::d5f88dafaf03a21aa4b6f0a273228fe9263a4a78::src/flask/app.py,pallets-flask,0.01678534294555397,0.014186448871890666,0.07015144524159221,0.06379856365562259,0.3346630072871645,0.33138241497500287,0.30453730686861685,0.30483986411526126,0.0,0.0,0.0,0.0,0.0016531416892698134,0.0035454266932802396,0.03126500953084866,0.037334770316565645,0.0,0.0,0.0,0.0,-0.0003025572466444082,0.0032805923121616565,-0.0035831495588060647,-0.006069760785716985,-0.0018922850040104262,-0.004177475781706559,0.006352881585969625,0.002598894073663304,0.003753987512306321,0.0,0.0,0.0,0.0,0.0,0.0
pallets-flask::eb42655c46f8a598f2e0ead624ba5a65a8a66e90::src/flask/app.py,pallets-flask,0.043630877052366464,0.04140377578956279,0.09638926038255526,0.09371531697702483,0.33536086187974234,0.3353796739712902,0.3102587834639216,0.31030835734219775,0.0,0.0,0.0,0.0,0.010755887910636676,0.010203414656789332,0.021986254499197957,0.01906848003918686,0.0,0.0,0.0,0.0,-4.957387827614346e-05,-1.8812091547859566e-05,-3.076178672828389e-05,0.0029177744600110966,0.0005524732538473437,0.002365301206163753,0.0026739434055304268,0.002227101262803677,0.00044684214272674994,0.0,0.0,0.0,0.0,0.0,0.0
pallets-flask::ed7b4ccac1b646aa725007db7fd3ec2d359beaf4::flask/cli.py,pallets-flask,0.021378446321278957,0.01973965310073088,0.03164679577001714,0.029248935486014455,0.4066559777452826,0.406725504960221,0.3450901798557164,0.34538461387535874,0.0,0.0,0.0,0.0,0.016894464010782755,0.015255670790234679,0.008876663852741863,0.006576938981476016,0.0,0.0,0.0,0.0,-0.0002944340196423534,-6.952721493835856e-05,-0.00022490680470399482,0.002299724871265847,0.0016387932205480758,0.0006609316507177714,0.002397860284002684,0.0016387932205480758,0.0007590670634546083,0.0,0.0,0.0,0.0,0.0,0.0
prometheus-prometheus::06b486b41e233eeb8c772fb18c04ed83567cd56f::storage/remote/write.go,prometheus-prometheus,0.06343017785176522,0.06114850966043992,0.025976939680628235,0.02211967001785277,0.2769874600635524,0.2769123963438111,0.33621595354182593,0.3371216405872441,0.0,0.0,0.0,0.0,0.020907883289892258,0.020291821518613307,0.012612875962463951,0.00803503701664005,0.0,0.0,0.0,0.0,-0.0009056870454181576,7.506371974130843e-05,-0.000980750765159466,0.004577838945823901,0.0006160617712789515,0.003961777174544949,0.0038572696627754664,0.0022816681913252965,0.00157560147145017,0.0,0.0,0.0,0.0,0.0,0.0
