repo,event_id,published_epoch,published,fixed_commit,fixed_epoch,aliases,source,event_date_source,snapshot_commit,changed_source_files_count,changed_source_files,snapshot_tag,snapshot_date,snapshot_key
curl,CVE-2018-16840,1540972800,2018-10-31T08:00:00+00:00,81d135d67155c5295b1033679c606165d4e28f3f,1540796723,CURL-CVE-2018-16840;CVE-2018-16840,explicit_id+nvd_ref+osv_range+osv_ref,nvd_published+osv_published,432eb5f5c254ee8383b2522ce597c9219877923e,1,lib/url.c,curl-7_61_1,2018-09-04T21:49:50+00:00,curl:curl-7_61_1
curl,CVE-2018-16842,1540972800,2018-10-31T08:00:00+00:00,d530e92f59ae9bb2d47066c3c460b25d2ffeb211,1540882045,CURL-CVE-2018-16842;CVE-2018-16842,explicit_id+nvd_ref+osv_range+osv_ref,nvd_published+osv_published,432eb5f5c254ee8383b2522ce597c9219877923e,1,src/tool_msgs.c,curl-7_61_1,2018-09-04T21:49:50+00:00,curl:curl-7_61_1
curl,CVE-2018-16890,1549440000,2019-02-06T08:00:00+00:00,b780b30d1377adb10bbe774835f49e9b237fb9bb,1549264951,CURL-CVE-2018-16890;CVE-2018-16890,explicit_id+osv_range,osv_published,432eb5f5c254ee8383b2522ce597c9219877923e,1,lib/vauth/ntlm.c,curl-7_61_1,2018-09-04T21:49:50+00:00,curl:curl-7_61_1
curl,CVE-2019-3822,1549440000,2019-02-06T08:00:00+00:00,50c9484278c63b958655a717844f0721263939cc,1549264952,CURL-CVE-2019-3822;CVE-2019-3822,explicit_id+osv_range,osv_published,432eb5f5c254ee8383b2522ce597c9219877923e,1,lib/vauth/ntlm.c,curl-7_61_1,2018-09-04T21:49:50+00:00,curl:curl-7_61_1
curl,CVE-2019-3823,1549440000,2019-02-06T08:00:00+00:00,39df4073e5413fcdbb5a38da0c1ce6f1c0ceb484,1549264952,CURL-CVE-2019-3823;CVE-2019-3823,explicit_id+osv_range,osv_published,432eb5f5c254ee8383b2522ce597c9219877923e,1,lib/smtp.c,curl-7_61_1,2018-09-04T21:49:50+00:00,curl:curl-7_61_1
curl,CVE-2019-5435,1558512000,2019-05-22T08:00:00+00:00,5fc28510a4664f46459d9a40187d81cc08571e60,1556517764,CURL-CVE-2019-5435;CVE-2019-5435,osv_range,osv_published,432eb5f5c254ee8383b2522ce597c9219877923e,2,lib/setopt.c;lib/urldata.h,curl-7_61_1,2018-09-04T21:49:50+00:00,curl:curl-7_61_1
curl,CVE-2019-5436,1558512000,2019-05-22T08:00:00+00:00,2576003415625d7b5f0e390902f8097830b82275,1558331869,CURL-CVE-2019-5436;CVE-2019-5436,explicit_id+osv_range,osv_published,432eb5f5c254ee8383b2522ce597c9219877923e,1,lib/tftp.c,curl-7_61_1,2018-09-04T21:49:50+00:00,curl:curl-7_61_1
curl,CVE-2019-5481,1568188800,2019-09-11T08:00:00+00:00,9069838b30fb3b48af0123e39f664cea683254a5,1568009674,CURL-CVE-2019-5481;CVE-2019-5481,explicit_id+osv_range,osv_published,432eb5f5c254ee8383b2522ce597c9219877923e,1,lib/security.c,curl-7_61_1,2018-09-04T21:49:50+00:00,curl:curl-7_61_1
curl,CVE-2019-5482,1568188800,2019-09-11T08:00:00+00:00,facb0e4662415b5f28163e853dc6742ac5fafb3d,1568009674,CURL-CVE-2019-5482;CVE-2019-5482,explicit_id+osv_range,osv_published,432eb5f5c254ee8383b2522ce597c9219877923e,1,lib/tftp.c,curl-7_61_1,2018-09-04T21:49:50+00:00,curl:curl-7_61_1
curl,CVE-2019-15601,1578301537,2020-01-06T09:05:37+00:00,1b71bc532bde8621fd3260843f8197182a467ff2,1578301537,CVE-2019-15601,explicit_id,fixed_commit_epoch,432eb5f5c254ee8383b2522ce597c9219877923e,1,lib/file.c,curl-7_61_1,2018-09-04T21:49:50+00:00,curl:curl-7_61_1
curl,CVE-2020-8169,1592985600,2020-06-24T08:00:00+00:00,600a8cded447cd7118ed50142c576567c0cf5158,1589471987,CURL-CVE-2020-8169;CVE-2020-8169,osv_range,osv_published,432eb5f5c254ee8383b2522ce597c9219877923e,1,lib/url.c,curl-7_61_1,2018-09-04T21:49:50+00:00,curl:curl-7_61_1
curl,CVE-2020-8177,1592985600,2020-06-24T08:00:00+00:00,8236aba58542c5f89f1d41ca09d84579efb05e22,1592779798,CURL-CVE-2020-8177;CVE-2020-8177,explicit_id+osv_range,osv_published,432eb5f5c254ee8383b2522ce597c9219877923e,2,src/tool_cb_hdr.c;src/tool_getparam.c,curl-7_61_1,2018-09-04T21:49:50+00:00,curl:curl-7_61_1
curl,CVE-2020-8231,1597824000,2020-08-19T08:00:00+00:00,3c9e021f86872baae412a427e807fbfa2f3e8a22,1597667589,CURL-CVE-2020-8231;CVE-2020-8231,explicit_id+osv_range,osv_published,432eb5f5c254ee8383b2522ce597c9219877923e,5,lib/connect.c;lib/easy.c;lib/multi.c;lib/url.c;lib/urldata.h,curl-7_61_1,2018-09-04T21:49:50+00:00,curl:curl-7_61_1
curl,CVE-2020-8284,1607500800,2020-12-09T08:00:00+00:00,ec9cc725d598ac77de7b6df8afeec292b3c8ad46,1607326685,CURL-CVE-2020-8284;CVE-2020-8284,explicit_id+osv_range,osv_published,315ee3fe75dade912b48a21ceec9ccda0230d937,2,lib/url.c;src/tool_cfgable.c,curl-7_73_0,2020-10-14T05:50:16+00:00,curl:curl-7_73_0
curl,CVE-2020-8285,1607500800,2020-12-09T08:00:00+00:00,69a358f2186e04cf44698b5100332cbf1ee7f01d,1607329548,CURL-CVE-2020-8285;CVE-2020-8285,explicit_id+osv_range,osv_published,315ee3fe75dade912b48a21ceec9ccda0230d937,1,lib/ftp.c,curl-7_73_0,2020-10-14T05:50:16+00:00,curl:curl-7_73_0
