repo,snapshot_tag,snapshot_date,event_id,event_observation_id,event_published,event_date_source,severity_band,severity_score,severity_label,severity_source,ground_truth_source,ground_truth_source_family,ground_truth_aliases,fixed_commit,commit_subject,case_file,control_file,changed_source_files_count,changed_source_files_sample,review_decision,review_notes
fastapi-fastapi,0.75.1,2022-04-01T23:05:52+00:00,CVE-2024-24762,fastapi-fastapi:0.75.1:CVE-2024-24762,2024-02-05T14:33:06+00:00,osv_published,all,7.5,HIGH,osv_severity,explicit_id+osv_range,explicit_plus_range,CVE-2024-24762;GHSA-2JV5-9R88-3W3P;GHSA-QF9M-VFGH-M389;PYSEC-2024-38,7633d1571cc0c2792b766f67172edb9427c66899,🔖 Release version 0.109.1,fastapi/__init__.py,fastapi/exception_handlers.py,1,fastapi/__init__.py,,
psf-requests,v2.26.0,2021-07-13T14:52:02+00:00,CVE-2023-32681,psf-requests:v2.26.0:CVE-2023-32681,2023-05-26T17:02:52+00:00,osv_published,all,6.1,MEDIUM,osv_severity,explicit_id+osv_range+osv_ref,explicit_plus_reference_plus_range,CVE-2023-32681;GHSA-J8R2-6X86-Q33Q;PYSEC-2023-74,74ea7cf7a6a27a4eeb2ae24e162bcc942a6706d5,Merge pull request from GHSA-j8r2-6x86-q33q,requests/__version__.py,requests/certs.py,1,requests/sessions.py,,
psf-requests,v2.28.0,2022-06-09T14:42:10+00:00,CVE-2023-32681,psf-requests:v2.28.0:CVE-2023-32681,2023-05-26T17:02:52+00:00,osv_published,all,6.1,MEDIUM,osv_severity,explicit_id+osv_range+osv_ref,explicit_plus_reference_plus_range,CVE-2023-32681;GHSA-J8R2-6X86-Q33Q;PYSEC-2023-74,74ea7cf7a6a27a4eeb2ae24e162bcc942a6706d5,Merge pull request from GHSA-j8r2-6x86-q33q,requests/__version__.py,requests/certs.py,1,requests/sessions.py,,
psf-requests,v2.29.0,2023-04-26T15:19:11+00:00,CVE-2023-32681,psf-requests:v2.29.0:CVE-2023-32681,2023-05-26T17:02:52+00:00,osv_published,all,6.1,MEDIUM,osv_severity,explicit_id+osv_range+osv_ref,explicit_plus_reference_plus_range,CVE-2023-32681;GHSA-J8R2-6X86-Q33Q;PYSEC-2023-74,74ea7cf7a6a27a4eeb2ae24e162bcc942a6706d5,Merge pull request from GHSA-j8r2-6x86-q33q,requests/sessions.py,requests/models.py,1,requests/sessions.py,,
scrapy-scrapy,2.4.0,2020-10-11T20:12:45+00:00,GHSA-9X8M-2XPF-CRP3,scrapy-scrapy:2.4.0:GHSA-9X8M-2XPF-CRP3,2022-07-25T11:15:17+00:00,fixed_commit_epoch,all,,UNKNOWN,unavailable,explicit_id,explicit_only,GHSA-9X8M-2XPF-CRP3,af7dd16d8ded3e6cb2946603688f4f4a5212e80f,Merge pull request from GHSA-9x8m-2xpf-crp3,scrapy/downloadermiddlewares/httpproxy.py,scrapy/extensions/closespider.py,1,scrapy/downloadermiddlewares/httpproxy.py,,
