repo,security_commit,security_event_id,security_ground_truth_policy,bugfix_commit,n_pairs,mean_delta_composite,median_delta_composite,positive_share
openssh,fcd135c9df440bcd2d5870405ad3311743d78d97,CVE-2016-6515,strict_nvd_event,c78e6eec78c88acf8d51db90ae05a3e39458603d,1,0.024108441926558755,0.024108441926558755,1.0
openssh,6010c0303a422a9c5fa8860c061bf7105eb7f8b2,CVE-2018-20685,strict_nvd_event,144e8d60cd3dcfdbf23c6df06617adf28b1235b8,1,0.014231281275698893,0.014231281275698893,1.0
openssh,7ef3787c84b6b524501211b11a26c742f829af1a,CVE-2023-51385,strict_nvd_event,f59a94e22e46db2c23eddeb871aa9e8d93ab0016,1,3.2503934046190786e-05,3.2503934046190786e-05,1.0
openssh,fc86875e6acb36401dfc1dfb6b628a9d1460f367,CVE-2025-32728,strict_nvd_event,022def7bd16c3426a95e25f57cb259d54468341c,1,-0.0001015981913556896,-0.0001015981913556896,0.0
openssh,5e75f5198769056089fb06c4d738ab0e5abc66f7,CVE-2015-6564,strict_nvd_event,ac9473580dcd401f8281305af98635cdaae9bf96,1,-0.00037881458723554307,-0.00037881458723554307,0.0
openssh,e04fd6dde16de1cdc5a4d9946397ff60d96568db,CVE-2021-28041,strict_nvd_event,132367f76f3529b3f4d530a38a4988ec296a3d3f,1,-0.006387784010729203,-0.006387784010729203,0.0
openssh,aad87b88fc2536b1ea023213729aaf4eaabe1894,CVE-2020-12062,strict_nvd_event,afe10313c1fa8d478af399ee7d54c8f85503013b,1,-0.010373286601540244,-0.010373286601540244,0.0
openssh,ec165c392ca54317dbe3064a8c200de6531e89ad,CVE-2016-8858,strict_nvd_event,8db134e7f457bcb069ec72bc4ee722e2af557c69,1,-0.01652779865370435,-0.01652779865370435,0.0
openssh,d4697fe9a28dab7255c60433e4dd23cf7fce8a8b,CVE-2015-6563,strict_nvd_event,04f9af7dfcac6a2230bbb574ea8ddaa5e39baa04,2,-0.051473452340967035,-0.051473452340967035,0.0
openssh,486c4dc3b83b4b67d663fb0fa62bc24138ec3946,CVE-2023-25136,strict_nvd_event,7584cb1ac4daafbfb3dec592dd7ef48b81d20eea,1,-0.0626331401318459,-0.0626331401318459,0.0
