repo,snapshot_tag,snapshot_key,event_observation_id,label,file_path,opacity_stratum,composite_score,loc,log_loc,directory_depth,suffix,advisory_ids,source_families,mapping_bases,baseline_history,baseline_history_plus_structure,baseline_plus_composite,baseline_size,score_mean,score_std,score_range,history_vs_composite_gap,structure_vs_composite_gap
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/global_settings.py,0,django/conf/global_settings.py,Q3,0.3355711927736967,526.0,6.267200548541362,2.0,.py,,,,0.0353656014224625,0.029106863258047844,0.03856680311609171,0.029054730787118423,0.03302349964593012,0.0041019757722193665,0.009512072328973286,0.0032012016936292104,0.009459939858043866
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/__init__.py,0,django/conf/locale/__init__.py,Q1,0.21067824314882033,563.0,6.335054251498059,3.0,.py,,,,0.007358374566712656,0.009163413342011961,0.005679183018100469,0.01923063233865991,0.01035790081637125,0.005268769376032292,0.01355144932055944,0.001679191548612187,0.003484230323911492
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/ar/formats.py,0,django/conf/locale/ar/formats.py,Q8,0.44602718509188355,22.0,3.1354942159291497,4.0,.py,,,,0.0016468965981927626,0.001324131860883348,0.002151249962355597,0.0015707897098740612,0.0016732670328264423,0.0003006493184555982,0.0008271181014722492,0.0005043533641628346,0.0008271181014722492
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/az/formats.py,0,django/conf/locale/az/formats.py,Q6,0.3668867204344284,33.0,3.5263605246161616,4.0,.py,,,,0.0016734399647378286,0.00137751298802465,0.0018613940922171438,0.00226615582323668,0.0017946257170540756,0.0003222839090931023,0.00088864283521203,0.00018795412747931524,0.00048388110419249385
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/bg/formats.py,0,django/conf/locale/bg/formats.py,Q8,0.4446245443777519,22.0,3.1354942159291497,4.0,.py,,,,0.001960386172793213,0.0015894063812007598,0.0025457274008721764,0.00157988029414856,0.0019188500622536772,0.00039310751990616333,0.0009658471067236164,0.0005853412280789633,0.0009563210196714166
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/bn/formats.py,0,django/conf/locale/bn/formats.py,Q7,0.4006179353934617,33.0,3.5263605246161616,4.0,.py,,,,0.0035738165648181246,0.0030587304066053414,0.004129785934513119,0.0020549658857274334,0.003204324697916005,0.0007640723324673607,0.002074820048785686,0.0005559693696949946,0.0010710555279077778
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/bs/formats.py,0,django/conf/locale/bs/formats.py,Q8,0.44164827555453445,22.0,3.1354942159291497,4.0,.py,,,,0.001557778487468775,0.0012465804161536317,0.002018886092430998,0.00157988029414856,0.001600781322550491,0.00027502544314231725,0.0007723056762773662,0.0004611076049622228,0.0007723056762773662
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/ca/formats.py,0,django/conf/locale/ca/formats.py,Q7,0.4027286319201099,31.0,3.4657359027997265,4.0,.py,,,,0.0024514486137230036,0.0021086101842728365,0.0028802698110251073,0.0020043458171415244,0.002361168606540618,0.0003423173965368398,0.0008759239938835829,0.0004288211973021037,0.0007716596267522708
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/cs/formats.py,0,django/conf/locale/cs/formats.py,Q4,0.3374285973665785,43.0,3.784189633918261,4.0,.py,,,,0.0029417854302681537,0.0026076324882010247,0.0030510469761907215,0.0028481606170331765,0.0028621563779232693,0.00016355330618288824,0.0004434144879896969,0.00010926154592256782,0.0004434144879896969
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/cy/formats.py,0,django/conf/locale/cy/formats.py,Q2,0.321299111583115,36.0,3.6109179126442243,4.0,.py,,,,0.0021117530966619936,0.0017849106017855192,0.0021677225666601684,0.002791798036373956,0.0022140460753704095,0.0003641992257283917,0.001006887434588437,5.5969469998174825e-05,0.0003828119648746492
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/da/formats.py,0,django/conf/locale/da/formats.py,Q7,0.40265508665454347,27.0,3.332204510175204,4.0,.py,,,,0.0019960382675133725,0.0016613625875267185,0.002377864329570651,0.0019141379754776732,0.001987350790022104,0.0002570042418013687,0.0007165017420439326,0.0003818260620572786,0.0007165017420439326
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/de/formats.py,0,django/conf/locale/de/formats.py,Q7,0.3929992126169494,29.0,3.4011973816621555,4.0,.py,,,,0.0024103453046751483,0.002047570641007215,0.0028075938770128236,0.002042947227744344,0.002327114262609883,0.0003149141177777985,0.0007646466492684796,0.0003972485723376753,0.0007600232360056086
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/de_CH/formats.py,0,django/conf/locale/de_CH/formats.py,Q7,0.4052837357835836,34.0,3.5553480614894135,4.0,.py,,,,0.0023858005925344464,0.0019887742548155276,0.002941301848763601,0.002449319664219323,0.0024412990900832244,0.00033835111129627143,0.0009525275939480733,0.0005555012562291546,0.0009525275939480733
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/el/formats.py,0,django/conf/locale/el/formats.py,Q4,0.3399530911050956,36.0,3.6109179126442243,4.0,.py,,,,0.003340332747151515,0.0029006829884298696,0.003490610091205288,0.0024975658615404286,0.003057297922081775,0.0003891324855217803,0.0009930442296648594,0.0001502773440537732,0.0005899271027754185
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/en/formats.py,0,django/conf/locale/en/formats.py,Q3,0.32768223368500193,41.0,3.7376696182833684,4.0,.py,,,,0.0028959434586278993,0.002603227959010302,0.0029645071190411987,0.0028975544992552384,0.0028403082589836593,0.00013964672654571538,0.0003612791600308969,6.856366041329935e-05,0.0003612791600308969
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/en_AU/formats.py,0,django/conf/locale/en_AU/formats.py,Q2,0.31002672117311114,40.0,3.713572066704308,4.0,.py,,,,0.0023071068222023368,0.001993930156952277,0.002327172038999694,0.0031016565939501013,0.0024324664030261024,0.0004083293641012905,0.0011077264369978245,2.0065216797357077e-05,0.00033324188204741706
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/en_GB/formats.py,0,django/conf/locale/en_GB/formats.py,Q2,0.30997161174152554,40.0,3.713572066704308,4.0,.py,,,,0.0028757659479214763,0.0025701929182451603,0.0028794147571526408,0.0031016565939501013,0.0028567575543173448,0.00018905653792447867,0.000531463675704941,3.648809231164476e-06,0.0003092218389074805
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/eo/formats.py,0,django/conf/locale/eo/formats.py,Q2,0.30771117078938137,47.0,3.871201010907891,4.0,.py,,,,0.0023437728341675393,0.002059161680141332,0.0023512004504154024,0.0034163379220726845,0.0025426182216992397,0.0005180001432677646,0.0013571762419313524,7.427616247863023e-06,0.00029203877027407033
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/es/formats.py,0,django/conf/locale/es/formats.py,Q7,0.401302062740317,31.0,3.4657359027997265,4.0,.py,,,,0.0024500255089616382,0.002107336153707647,0.0028676581476770957,0.002002408513824643,0.0023568570810427562,0.00033819098362345535,0.0008652496338524525,0.0004176326387154575,0.0007603219939694488
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/es_AR/formats.py,0,django/conf/locale/es_AR/formats.py,Q7,0.4012160053604763,31.0,3.4657359027997265,4.0,.py,,,,0.002396459764759439,0.0020114740047626253,0.0028039755651289833,0.0019887925525527194,0.002300175471800942,0.0003329388301841204,0.000815183012576264,0.0004075158003695443,0.0007925015603663581
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/es_CO/formats.py,0,django/conf/locale/es_CO/formats.py,Q7,0.4015984484496348,27.0,3.332204510175204,4.0,.py,,,,0.0012474308003041783,0.0009856818973958243,0.001451493468786955,0.0016755485638387426,0.001340038682581425,0.00025452603052358424,0.0006898666664429183,0.0002040626684827768,0.0004658115713911308
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/es_MX/formats.py,0,django/conf/locale/es_MX/formats.py,Q7,0.4063009706978476,27.0,3.332204510175204,4.0,.py,,,,0.002334994208252829,0.0019456263695512299,0.0027555162724838254,0.001803425581299008,0.002209890607896723,0.0003702727650643449,0.0009520906911848173,0.0004205220642309964,0.0008098899029325955
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/es_NI/formats.py,0,django/conf/locale/es_NI/formats.py,Q7,0.40049977270894077,27.0,3.332204510175204,4.0,.py,,,,0.0022114600458336,0.0018462541518339617,0.0025421127242723444,0.001717878244703364,0.0020794262916608176,0.00032272197175507104,0.0008242344795689803,0.0003306526784387443,0.0006958585724383827
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/es_PR/formats.py,0,django/conf/locale/es_PR/formats.py,Q7,0.40730311802915226,27.0,3.332204510175204,4.0,.py,,,,0.0018235925484509044,0.0014981750538513097,0.0021197258791793797,0.0016441527017100792,0.0017714115457979182,0.00023178585257016055,0.00062155082532807,0.0002961333307284753,0.00062155082532807
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/et/formats.py,0,django/conf/locale/et/formats.py,Q8,0.4430687523134442,22.0,3.1354942159291497,4.0,.py,,,,0.0020343327149746145,0.0016525102331300598,0.002629796319047539,0.0015818930724596455,0.001974633084902965,0.0004155751310574772,0.0010479032465878935,0.0005954636040729246,0.0009772860859174792
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/eu/formats.py,0,django/conf/locale/eu/formats.py,Q8,0.44262633316935124,22.0,3.1354942159291497,4.0,.py,,,,0.0017467474536405673,0.00140350172473783,0.0022572482825450072,0.0015636813840132493,0.0017427947112341636,0.00032088916150314277,0.0008537465578071772,0.00051050082890444,0.0008537465578071772
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/fa/formats.py,0,django/conf/locale/fa/formats.py,Q8,0.44772062822609227,22.0,3.1354942159291497,4.0,.py,,,,0.001754955698043837,0.001412481708793448,0.0023087686319949907,0.0015969051251027444,0.001768277790983755,0.00033476382349742815,0.0008962869232015428,0.0005538129339511537,0.0008962869232015428
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/fi/formats.py,0,django/conf/locale/fi/formats.py,Q4,0.34690316978614405,38.0,3.6635616461296463,4.0,.py,,,,0.0026293401592372024,0.002310077436242058,0.0027515497705899814,0.0024846644181430516,0.0025439079460530733,0.00016477279300923707,0.0004414723343479235,0.00012220961135277902,0.0004414723343479235
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/fr/formats.py,0,django/conf/locale/fr/formats.py,Q5,0.35984182178096785,34.0,3.5553480614894135,4.0,.py,,,,0.0026316692495036735,0.0022291846664479363,0.002888260047727854,0.0024567933729466138,0.0025514768341565195,0.00024119025457905154,0.0006590753812799176,0.00025659079822418045,0.0006590753812799176
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/fy/formats.py,0,django/conf/locale/fy/formats.py,Q8,0.4268484017250061,22.0,3.1354942159291497,4.0,.py,,,,0.0011564307323603292,0.0008957526333582581,0.0014450463641108666,0.0015317905845077782,0.001257255078584308,0.0002507413396452005,0.0006360379511495201,0.0002886156317505374,0.0005492937307526086
django-django,1.11.6,django-django:1.11.6,django-django:1.11.6:NEG:django/conf/locale/ga/formats.py,0,django/conf/locale/ga/formats.py,Q8,0.44019477049136174,22.0,3.1354942159291497,4.0,.py,,,,0.0016286640045082687,0.0013054466833723863,0.002092385659245111,0.0015565394122344436,0.0016457589398400526,0.00028440297963840214,0.0007869389758727249,0.0004637216547368425,0.0007869389758727249
