pair_id,repo,security_event_id,security_ground_truth_policy,commit,label,kind,file_path,suffix,loc,size_bytes,ci_gzip,shannon_entropy,cyclomatic_density,halstead_volume,composite_score,log_loc,log_size_bytes
626,openssl,CVE-2012-0884,expanded_advisory_event,6a0a48433b3ad29027a3f2315a5a0e119b96ddc4,1,security,crypto/cms/cms_smime.c,.c,664.0,17985.0,0.26605504587155965,0.7044054047107311,0.2003012048192771,0.003342300153745015,0.3177863284221517,6.499787040655854,9.79734895647446
626,openssl,CVE-2012-0884,expanded_advisory_event,a0ff819e537854e7e96d26a0deb56d703006b40f,0,bugfix,providers/implementations/ciphers/ciphercommon_gcm.c,.c,499.0,18176.0,0.22496698943661972,0.7428273918065479,0.250501002004008,0.0,0.32536958378127745,6.214608098422191,9.807912337613098
627,openssl,CVE-2012-0884,expanded_advisory_event,6a0a48433b3ad29027a3f2315a5a0e119b96ddc4,1,security,crypto/cms/cms_env.c,.c,690.0,18958.0,0.2557759257305623,0.7279972022362291,0.14782608695652175,0.0,0.30605889224227467,6.53813982376767,9.85003403180204
627,openssl,CVE-2012-0884,expanded_advisory_event,036a46d2a4b00a004d05dc6a6d19be7184f8ecf1,0,bugfix,crypto/threads_win.c,.c,568.0,18935.0,0.2604172167942963,0.7347386895714647,0.13732394366197184,0.0,0.30711608960842074,6.343880434126331,9.84882015119382
628,openssl,CVE-2012-0884,expanded_advisory_event,6a0a48433b3ad29027a3f2315a5a0e119b96ddc4,1,security,crypto/cms/cms.h,.h,415.0,19070.0,0.24850550603041427,0.703163291095395,0.0024096385542168677,0.09098930837700418,0.2743022474418954,6.030685260261263,9.855924135604518
628,openssl,CVE-2012-0884,expanded_advisory_event,3302b9a15baf69887753b73518fec2b9343f2127,0,bugfix,include/openssl/pem.h,.h,476.0,25927.0,0.13962278705596481,0.65930146610042,0.004201680672268907,0.025266543245024843,0.2170983031177642,6.1675164908883415,10.163078744821384
629,openssl,CVE-2012-0884,expanded_advisory_event,6a0a48433b3ad29027a3f2315a5a0e119b96ddc4,1,security,crypto/pkcs7/pk7_doit.c,.c,1081.0,29417.0,0.2603256620321583,0.7061418459329145,0.19518963922294172,0.0451211111832329,0.3206014515594961,6.9865664594064265,10.289362010879287
629,openssl,CVE-2012-0884,expanded_advisory_event,36ef0d8fde45cf5ba93ad7c9bd6ab79568f2d597,0,bugfix,crypto/x509/x_pubkey.c,.c,936.0,29419.0,0.2029640708385737,0.6817482054177422,0.1623931623931624,0.023361967675970163,0.2835585251243353,6.842683282238422,10.289429994155428
630,openssl,CVE-2012-2110,expanded_advisory_event,556e27b14f652fa39daa1148035e22b62525df15,1,security,crypto/buffer/buffer.c,.c,152.0,4931.0,0.39525451226931657,0.82838180157489,0.07894736842105263,0.0,0.3651003922759072,5.030437921392435,8.503499864284235
630,openssl,CVE-2012-2110,expanded_advisory_event,5f084f8a99d64db6936aaf0d868e78212bcfc421,0,bugfix,crypto/bio/bio_print.c,.c,147.0,4867.0,0.34949660982124514,0.8162569268901292,0.12244897959183673,0.0,0.3571441158232858,4.997212273764115,8.490438454107418
631,openssl,CVE-2012-2110,expanded_advisory_event,556e27b14f652fa39daa1148035e22b62525df15,1,security,crypto/asn1/a_d2i_fp.c,.c,231.0,7066.0,0.38975375035380694,0.8051659971641211,0.12554112554112554,0.0,0.368265043719995,5.44673737166631,8.863191340690854
631,openssl,CVE-2012-2110,expanded_advisory_event,15ddbf5b184e494b5f7544e1d61363d97943b650,0,bugfix,crypto/params_dup.c,.c,194.0,7387.0,0.293353188033031,0.8005263902466205,0.19072164948453607,0.0,0.3499802333884094,5.272999558563747,8.90761234131913
632,openssl,CVE-2012-2110,expanded_advisory_event,556e27b14f652fa39daa1148035e22b62525df15,1,security,crypto/mem.c,.c,377.0,14062.0,0.2489688522258569,0.726311269015751,0.18037135278514588,0.0,0.31222510479360827,5.934894195619588,9.551302513870247
632,openssl,CVE-2012-2110,expanded_advisory_event,3fb15ea0dd9da647216dc35761c31f45d894fa75,0,bugfix,crypto/armcap.c,.c,355.0,14064.0,0.2607366325369738,0.7559954420590509,0.19436619718309858,0.0,0.32734676172559235,5.87493073085203,9.551444720923957
633,openssl,CVE-2012-2333,expanded_advisory_event,36dd4cba3dfa87aebd59d10c844fdda3a31b89db,1,security,ssl/d1_enc.c,.c,252.0,9755.0,0.35181957970271655,0.8093574279767426,0.11904761904761904,0.0,0.3535398402628391,5.53338948872752,9.18563775933581
633,openssl,CVE-2012-2333,expanded_advisory_event,036a46d2a4b00a004d05dc6a6d19be7184f8ecf1,0,bugfix,fuzz/hashtable.c,.c,279.0,9746.0,0.27241945413502977,0.7873920899731226,0.1111111111111111,0.0,0.31859597606967666,5.634789603169249,9.18471482433721
634,openssl,CVE-2013-0166,expanded_advisory_event,62e4506a7d4cec1c8e1ff687f6b220f6a62a57c7,1,security,crypto/asn1/a_verify.c,.c,192.0,6836.0,0.391603276770041,0.8275722042891513,0.08854166666666667,0.0,0.36530455511948895,5.262690188904886,8.830104317913793
634,openssl,CVE-2013-0166,expanded_advisory_event,24f72a5aaab0243c136e1402b54348fda9cdbc36,0,bugfix,crypto/x509/v3_attrdesc.c,.c,155.0,6507.0,0.23497771630551714,0.772167556949816,0.22580645161290322,0.0,0.3320405028066293,5.049856007249537,8.780787468338929
635,openssl,CVE-2013-0166,expanded_advisory_event,62e4506a7d4cec1c8e1ff687f6b220f6a62a57c7,1,security,crypto/ocsp/ocsp_vfy.c,.c,376.0,12865.0,0.31667314418966186,0.7558314355687747,0.15425531914893617,0.0,0.3363984861920589,5.932245187448011,9.462343451970945
635,openssl,CVE-2013-0166,expanded_advisory_event,9b540cc5d9e88cbac1df4324ea986d15244e4549,0,bugfix,providers/implementations/kem/rsa_kem.c,.c,375.0,12831.0,0.26997116358818485,0.76399350560732,0.14933333333333335,0.0,0.3216213987695332,5.929589143389895,9.459697330106296
636,openssl,CVE-2013-6449,expanded_advisory_event,ca989269a2876bae79393bd54c3e72d49975fc75,1,security,ssl/s3_lib.c,.c,3792.0,83305.0,0.17224656383170278,0.645833197986091,0.07542194092827004,0.1733015321685963,0.2633924229127217,8.2409125416889,11.330275854372509
636,openssl,CVE-2013-6449,expanded_advisory_event,bd817a6aef432a7eea342513d23d13aeeabdabf1,0,bugfix,ssl/statem/extensions_srvr.c,.c,1986.0,88364.0,0.19425331582997601,0.680592809456178,0.22356495468277945,0.12070143201775316,0.30788988390916605,7.594381242551817,11.389231242623897
637,openssl,CVE-2013-6450,expanded_advisory_event,34628967f1e65dc8f34e000f0f5518e21afbfc7b,1,security,ssl/t1_enc.c,.c,1124.0,37404.0,0.28670730403165434,0.7108828560152247,0.19661921708185054,0.07944158663501052,0.3358892146518681,7.025538314638521,10.529559664306506
637,openssl,CVE-2013-6450,expanded_advisory_event,3a5fa572bec5fcd18cf7161fed05228801d6fbb4,0,bugfix,ssl/ech/ech_store.c,.c,1050.0,37314.0,0.22503617945007237,0.7022753072358787,0.2276190476190476,0.029462074889162616,0.3129572904350372,6.957497370876951,10.527150669565488
638,openssl,CVE-2013-6450,expanded_advisory_event,34628967f1e65dc8f34e000f0f5518e21afbfc7b,1,security,ssl/ssl_locl.h,.h,1017.0,42259.0,0.2583828296930831,0.6636900102777956,0.021632251720747297,0.14676055500829968,0.28037463052990996,6.925595197110468,10.651596291170048
638,openssl,CVE-2013-6450,expanded_advisory_event,807fd8bc09d3e00492acfdb0ce3d02a1f3628bad,0,bugfix,include/openssl/engine.h,.h,914.0,50833.0,0.23309661046957686,0.6750884212827425,0.007658643326039387,0.06036263449861927,0.25759773743568415,6.818924065275521,10.836320701029594
639,openssl,CVE-2013-6450,expanded_advisory_event,34628967f1e65dc8f34e000f0f5518e21afbfc7b,1,security,ssl/d1_both.c,.c,1267.0,44199.0,0.27674834272268606,0.6964958994834086,0.1404893449092344,0.04304525516655318,0.309315699959884,7.145196134997171,10.696480068065789
639,openssl,CVE-2013-6450,expanded_advisory_event,edb1ce229d901cab5d0c1da02191c4105e3451ec,0,bugfix,ssl/statem/statem_dtls.c,.c,1079.0,44127.0,0.23101502481473926,0.709709890676854,0.17238183503243745,0.013955135239879369,0.30037811618743626,6.984716320118266,10.694849780593028
640,openssl,CVE-2015-1792,expanded_advisory_event,cd30f03ac5bf2962f44bd02ae8d88245dff2f12c,1,security,crypto/cms/cms_smime.c,.c,752.0,20460.0,0.2624633431085044,0.7018353341695867,0.20611702127659576,0.01799090900149345,0.31922810676928015,6.6240652277998935,9.92627591416656
640,openssl,CVE-2015-1792,expanded_advisory_event,0a110df9211aebe9896cc2ae175b4b36f38ff40f,0,bugfix,crypto/asn1/tasn_enc.c,.c,514.0,20466.0,0.2546662757744552,0.7431008377933221,0.27626459143968873,0.0,0.3416772477281361,6.244166900663736,9.926569111979449
641,openssl,CVE-2013-4353,expanded_advisory_event,197e0ea817ad64820789d86711d55ff50d71f631,1,security,ssl/s3_both.c,.c,742.0,23965.0,0.30548716878781557,0.7330992684515385,0.1711590296495957,0.021431912080076644,0.3334785406960821,6.610696044717759,10.084391438242461
641,openssl,CVE-2013-4353,expanded_advisory_event,80f4d40c31b4b81f4f679ffc07362534815c633e,0,bugfix,apps/lib/cmp_mock_srv.c,.c,620.0,23957.0,0.2280753015820011,0.7017258414585925,0.2403225806451613,0.02288186904958813,0.316671842020066,6.431331081933479,10.084057576291276
642,openssl,CVE-2014-0076,expanded_advisory_event,2198be3483259de374f91e57d247d0fc667aef29,1,security,crypto/ec/ec2_mult.c,.c,313.0,12062.0,0.29804344221522133,0.7353446957475451,0.29073482428115016,0.0,0.35931654169954097,5.749392985908253,9.397898195565384
642,openssl,CVE-2014-0076,expanded_advisory_event,92669566a1906f22443b256d56f8691e89060acb,0,bugfix,crypto/cms/cms_pwri.c,.c,319.0,12094.0,0.2637671572680668,0.7631605008643034,0.19122257053291536,0.0,0.3297759673972899,5.768320995793772,9.400547423044127
643,openssl,CVE-2014-0076,expanded_advisory_event,2198be3483259de374f91e57d247d0fc667aef29,1,security,crypto/bn/bn_lib.c,.c,741.0,18391.0,0.33391332717089883,0.6995505764095684,0.1700404858299595,0.0,0.33112096350090386,6.60934924316738,9.819671066443018
643,openssl,CVE-2014-0076,expanded_advisory_event,72029afd912e05b74d337bb9749a41795b23baa0,0,bugfix,providers/implementations/kdfs/tls1_prf.c,.c,506.0,18471.0,0.24275891938714741,0.7544599842199441,0.15810276679841898,0.0,0.31119881490886864,6.2285110035911835,9.824011351034331
644,openssl,CVE-2014-0076,expanded_advisory_event,2198be3483259de374f91e57d247d0fc667aef29,1,security,crypto/bn/bn.h,.h,766.0,35740.0,0.2850027979854505,0.6902406052173319,0.048302872062663184,0.10361736125534851,0.2967467443532927,6.642486801367256,10.484053768176494
644,openssl,CVE-2014-0076,expanded_advisory_event,c5c8b44f0f66f8edf5d6035705f15f3e55265798,0,bugfix,ssl/statem/statem_local.h,.h,513.0,31821.0,0.11718676345809372,0.6109046101323062,0.001949317738791423,0.029462074889162616,0.19760691930236077,6.2422232654551655,10.367913153467802
