repo,anchor_tag,anchor_commit,intervention_commit,intervention_parent,file_path,commit_date,intervention_type,keyword_basis,review_decision,reviewer,notes
scrapy-scrapy,1.8.0,5b70b051a6cec699c3cb14c3ac9cf530671a8487,75b1d051d99cda17558a210326e77046eec851a7,5b70b051a6cec699c3cb14c3ac9cf530671a8487,scrapy/downloadermiddlewares/httpproxy.py,2019-10-31T10:22:45+00:00,simplify,simplify,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
scrapy-scrapy,1.8.0,b0eaf114e5ebe1c5f38a56ed23fcd0515f34d048,35723d76c0c07575309810e776305e9ea22fc18d,b0eaf114e5ebe1c5f38a56ed23fcd0515f34d048,scrapy/linkextractors/lxmlhtml.py,2020-02-07T21:59:53+00:00,extract,extract,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
scrapy-scrapy,2.1.0,a18621552f4e22a2ce8756a3c963fd5cb5a39e9b,204737042ac6672eee73c975d0bd6735893d684c,a18621552f4e22a2ce8756a3c963fd5cb5a39e9b,scrapy/extensions/feedexport.py,2020-04-27T09:52:18+00:00,extract,extract,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
scrapy-scrapy,2.1.0,de4a34365a2d872eb69ab2a2edfb723658e28530,01ad8b31ab7fe86fd78a70b09a6dd61a497e0ccb,de4a34365a2d872eb69ab2a2edfb723658e28530,scrapy/core/http2/protocol.py,2020-06-14T23:44:00+00:00,refactor,refactor,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
scrapy-scrapy,2.2.0,e662762e6ab2f53ff2e31e21f34c078590f65aa9,316620b517207b1082dd9c5b4ebfc7fbe745e3bb,e662762e6ab2f53ff2e31e21f34c078590f65aa9,scrapy/core/http2/protocol.py,2020-07-22T08:27:49+00:00,extract,extract,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
scrapy-scrapy,2.3.0,75fe3d13657e11bdabb9b26b452c6cdacecffec7,a87ab71d1061585e41864d7283557bbe9823a91b,75fe3d13657e11bdabb9b26b452c6cdacecffec7,scrapy/core/http2/protocol.py,2020-08-18T00:22:40+00:00,refactor,refactor,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
scrapy-scrapy,2.4.1,904a50138b43db5d6f9566fdece3096239f5aa14,1e9b52c3e0e4eb51aaad37e796b3ee810fd919a6,904a50138b43db5d6f9566fdece3096239f5aa14,scrapy/core/spidermw.py,2021-02-08T17:02:03+00:00,refactor,refactor,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
scrapy-scrapy,2.5.0,ffc6f525cead2469dda37f5174e62b8011349613,61197d3dba53cd67c41e5d23e1f0c11a864f539b,ffc6f525cead2469dda37f5174e62b8011349613,scrapy/core/scraper.py,2021-04-14T13:21:58+00:00,cleanup,cleanup,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
scrapy-scrapy,2.6.1,5b4b8b6fb12874d4a0a11c261341639c9af95b10,0905d42e33871e976760d880316210d4953cd5df,5b4b8b6fb12874d4a0a11c261341639c9af95b10,scrapy/utils/url.py,2022-03-17T10:19:09+00:00,refactor,refactor,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
scrapy-scrapy,2.7.1,04a1a4b7303632268ece2b749e3326790d0c9f8c,f6e9e6592a28a11517295847b177b14f41cb8a26,04a1a4b7303632268ece2b749e3326790d0c9f8c,scrapy/settings/__init__.py,2022-11-23T14:48:34+00:00,cleanup,cleanup,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
scrapy-scrapy,2.9.0,79bf8b1f2e8eae5dfb02443b4be5d474502793ca,54287f733972dcaf13706664ba89ab1c52e3a290,79bf8b1f2e8eae5dfb02443b4be5d474502793ca,scrapy/addons.py,2023-06-15T15:53:34+00:00,cleanup,cleanup,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
scrapy-scrapy,2.10.0,53539483c32dec537064628c0c6e407eb8ce1c2f,8050257c1495fe405767dcd37c4db0f6f29c38aa,53539483c32dec537064628c0c6e407eb8ce1c2f,scrapy/extensions/feedexport.py,2023-08-09T19:17:32+00:00,cleanup,cleanup,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
scrapy-scrapy,2.11.1,95a70d3fa0814b30aaaa59114e09ef87ad89bed7,4460d3ed9631f8409c24f78f1abb36345967b5d5,95a70d3fa0814b30aaaa59114e09ef87ad89bed7,conftest.py,2024-03-13T06:22:48+00:00,refactor,refactor,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
traefik-traefik,,8fcbd73edcb1e5d85be14bf7b755f267dab4c0d4,bf37869b8f6fd8315828f189d4a8e811d12dccae,8fcbd73edcb1e5d85be14bf7b755f267dab4c0d4,tortuous.go,2015-09-07T08:38:58+00:00,refactor,refactor,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
