pair_id,repo,security_event_id,security_ground_truth_policy,commit,label,kind,file_path,suffix,loc,size_bytes,ci_gzip,shannon_entropy,cyclomatic_density,halstead_volume,composite_score,log_loc,log_size_bytes
12,jq,GHSA-F946-J5J2-4W5M,expanded_advisory_event,5e159b34b179417e3e0404108190a2ac7d65611c,1,security,src/main.c,.c,643.0,26427.0,0.26136148635864836,0.7242666465764885,0.02177293934681182,0.0,0.2752802197613084,6.467698726104354,10.182179333149776
12,jq,GHSA-F946-J5J2-4W5M,expanded_advisory_event,8001955fb76f784480fba3300fea602012ee9446,0,bugfix,src/builtin.c,.c,1383.0,49492.0,0.21189283116463267,0.662938637853366,0.16196673897324657,0.10687782779854124,0.29328060788585003,7.232733136177615,10.809586524415446
13,jq,GHSA-GF4G-95WJ-4Q4R,expanded_advisory_event,3985b80ce50bd75c6eb5a97cb3348c3f835ca8e0,1,security,src/jq_test.c,.c,472.0,16348.0,0.24278199168093956,0.7141694640599204,0.1483050847457627,0.0,0.2989081323486355,6.159095388491933,9.701922012375412
13,jq,GHSA-GF4G-95WJ-4Q4R,expanded_advisory_event,cec6b0f34603edc5cd12db1f63dacdf547b4bb4a,0,bugfix,src/jq_test.c,.c,613.0,21986.0,0.22973710543072864,0.6904540962451184,0.11582381729200653,0.0,0.2800353202836718,6.419994928147142,9.99820664859396
14,jq,GHSA-GF4G-95WJ-4Q4R,expanded_advisory_event,3985b80ce50bd75c6eb5a97cb3348c3f835ca8e0,1,security,src/execute.c,.c,1146.0,36695.0,0.23177544624608257,0.6907618207635072,0.1474694589877836,0.049984588708320565,0.2954299461783943,7.044905117129371,10.510423036277007
14,jq,GHSA-GF4G-95WJ-4Q4R,expanded_advisory_event,750dbe723b29b2023b83489af9683f4fe8a40cbe,0,bugfix,src/execute.c,.c,1136.0,36530.0,0.23216534355324392,0.6909704890846619,0.1487676056338028,0.049984588708320565,0.29594348126225806,7.036148493750536,10.505916494175118
15,libxml2,CVE-2008-3281,expanded_advisory_event,4bf899bf1b719d692be407b89f6610103f13bd5d,1,security,include/libxml/entities.h,.h,120.0,4409.0,0.30006804264005443,0.7977711307509253,0.008333333333333333,0.0,0.30742314482578226,4.795790545596741,8.391629968440892
15,libxml2,CVE-2008-3281,expanded_advisory_event,c537ccf0aea640e625abce653d5890afc934b340,0,bugfix,include/libxml/xmlexports.h,.h,72.0,2205.0,0.36054421768707484,0.8221631475905902,0.1388888888888889,0.0,0.369575178432039,4.290459441148391,7.698936199813447
16,libxml2,CVE-2008-3281,expanded_advisory_event,4bf899bf1b719d692be407b89f6610103f13bd5d,1,security,entities.c,.c,870.0,25633.0,0.20329263059337574,0.7176559175777115,0.16206896551724137,0.0,0.28895357477053923,6.769641976852503,10.15167487428977
16,libxml2,CVE-2008-3281,expanded_advisory_event,98194640b80a8d04b5af22b077ffd8368a9568cf,0,bugfix,xmlwriter.c,.c,3850.0,121729.0,0.09678055352463258,0.6710568628434204,0.006233766233766234,0.0,0.20070685221599519,8.25608813381491,11.709560756403642
17,libxml2,CVE-2008-3281,expanded_advisory_event,4bf899bf1b719d692be407b89f6610103f13bd5d,1,security,include/libxml/parser.h,.h,1071.0,38616.0,0.22376735032111042,0.6946966625043894,0.0009337068160597573,0.09008668079807478,0.26303519288915783,6.977281341630747,10.56144787300669
17,libxml2,CVE-2008-3281,expanded_advisory_event,0a890066aefe4f28af086a77bd5de000ecc1ac74,0,bugfix,include/libxml/xmlerror.h,.h,930.0,37535.0,0.22165978420141202,0.4574345826166182,0.002150537634408602,0.1805743872151618,0.2130703116852823,6.836259277277067,10.533055751453203
18,libxml2,CVE-2008-3281,expanded_advisory_event,4bf899bf1b719d692be407b89f6610103f13bd5d,1,security,parserInternals.c,.c,1796.0,60785.0,0.2034218968495517,0.6545859346773772,0.18485523385300667,0.05584207132686636,0.28625585100140466,7.493873886783559,11.015114778281733
18,libxml2,CVE-2008-3281,expanded_advisory_event,57b92cabd2f3018212ddc1475df66e9f9cf643c3,0,bugfix,catalog.c,.c,3293.0,96028.0,0.18196775940350732,0.635988669966079,0.20892802915274825,0.06653359171851765,0.2804853274487048,8.099857910737585,11.472405508165323
19,libxml2,CVE-2008-3281,expanded_advisory_event,4bf899bf1b719d692be407b89f6610103f13bd5d,1,security,parser.c,.c,12865.0,395758.0,0.18957797441871044,0.602581923391461,0.21274776525456665,0.20901124196642887,0.2932087935754918,9.462343451970945,12.888560719114489
