repo,snapshot_tag,snapshot_date,event_id,event_observation_id,event_published,event_date_source,ground_truth_source,ground_truth_aliases,fixed_commit,commit_subject,case_file,control_file,changed_source_files_count,changed_source_files_sample,review_decision,review_notes,source_family
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-5399,curl:curl-8_6_0:CVE-2025-5399,2025-06-04T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2025-5399;CVE-2025-5399,d1145df24de8f80e6b167fbc4f28b86bcd0c6832,ws: handle blocked sends better,lib/ws.c,lib/socks.c,1,lib/ws.c,,,range_only
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-9086,curl:curl-8_6_0:CVE-2025-9086,2025-09-10T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2025-9086;CVE-2025-9086,c6ae07c6a541e0e96d0040afb62b45dd37711300,cookie: don't treat the leading slash as trailing,lib/cookie.c,lib/cf-h2-proxy.c,1,lib/cookie.c,,,range_only
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,OSV-2025-657,curl:curl-8_6_0:OSV-2025-657,2025-08-20T00:12:09+00:00,osv_published,osv_range,OSV-2025-657,c294d0abc5b62b8068af391576be87b821d2ff8b,libssh2: fix sftp_statemachine busyloop when *block=true,lib/vssh/libssh2.c,lib/vtls/sectransp.c,1,lib/vssh/libssh2.c,,,range_only
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-41989,django-django:4.2.4:CVE-2024-41989,2024-08-07T15:15:56+00:00,osv_published,explicit_id+osv_range,BIT-DJANGO-2024-41989;CVE-2024-41989;GHSA-JH75-99HH-QVX9;PYSEC-2024-67,fc76660f589ac07e45e9cd34ccb8087aeb11904b,[4.2.x] Fixed CVE-2024-41989 -- Prevented excessive memory consumption in floatformat.,django/template/defaultfilters.py,django/http/multipartparser.py,1,django/template/defaultfilters.py,,,explicit_plus_range
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-41990,django-django:4.2.4:CVE-2024-41990,2024-08-07T15:15:56+00:00,osv_published,explicit_id+osv_range,BIT-DJANGO-2024-41990;CVE-2024-41990;GHSA-795C-9XPC-XW6G;PYSEC-2024-68,d0a82e26a74940bf0c78204933c3bdd6a283eb88,[4.2.x] Fixed CVE-2024-41990 -- Mitigated potential DoS in urlize and urlizetrunc template filters.,django/utils/html.py,django/utils/text.py,1,django/utils/html.py,,,explicit_plus_range
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-42005,django-django:4.2.4:CVE-2024-42005,2024-08-07T15:15:56+00:00,osv_published,explicit_id+osv_range,BIT-DJANGO-2024-42005;CVE-2024-42005;GHSA-PV4P-CWWG-4RPH;PYSEC-2024-70,f4af67b9b41e0f4c117a8741da3abbd1c869ab28,[4.2.x] Fixed CVE-2024-42005 -- Mitigated QuerySet.values() SQL injection attacks against JSON fields.,django/db/models/sql/query.py,django/db/models/fields/__init__.py,1,django/db/models/sql/query.py,,,explicit_plus_range
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2315,git:v2.0.0-rc0:CVE-2016-2315,2016-04-08T14:59:01+00:00,nvd_published,nvd_ref,CVE-2016-2315,34fa79a6cde56d6d428ab0d3160cb094ebad3305,prefer memcpy to strcpy,compat/nedmalloc/nedmalloc.c,compat/poll/poll.c,3,compat/nedmalloc/nedmalloc.c;fast-import.c;revision.c,,,reference_only
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2324,git:v2.0.0-rc0:CVE-2016-2324,2016-04-08T14:59:02+00:00,nvd_published,nvd_ref,CVE-2016-2324,de1e67d0703894cb6ea782e36abb63976ab07e60,list-objects: pass full pathname to callbacks,builtin/pack-objects.c,builtin/blame.c,9,builtin/pack-objects.c;builtin/rev-list.c;list-objects.c;list-objects.h;pack-bitmap-write.c;pack-bitmap.c;reachable.c;revision.c;revision.h,,,reference_only
git,v2.8.2,2016-04-29T21:19:11+00:00,CVE-2011-2192,git:v2.8.2:CVE-2011-2192,2016-09-30T03:39:23+00:00,fixed_commit_epoch,explicit_id,CVE-2011-2192,26a7b2342980f2eb46b47122d1d6dfbf13ed4ccb,http: control GSSAPI credential delegation,http.c,http-push.c,1,http.c,,,explicit_only
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2018-17456,git:v2.13.7:CVE-2018-17456,2018-10-06T14:29:00+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2018-17456,a124133e1e6ab5c7a9fef6d0e6bcb084e3455b46,fsck: detect submodule urls starting with dash,fsck.c,log-tree.c,1,fsck.c,,,reference_plus_range
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1348,git:v2.13.7:CVE-2019-1348,2020-01-24T22:15:19+00:00,osv_published,explicit_id+osv_range,CVE-2019-1348,68061e3470210703cb15594194718d35094afdc0,"fast-import: disallow ""feature export-marks"" by default",fast-import.c,revision.c,2,fast-import.c;transport-helper.c,,,explicit_plus_range
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1349,git:v2.13.7:CVE-2019-1349,2019-12-04T12:20:05+00:00,fixed_commit_epoch,explicit_id,CVE-2019-1349,0060fd1511b94c918928fa3708f69a3f33895a4a,clone --recurse-submodules: prevent name squatting on Windows,builtin/clone.c,builtin/update-index.c,2,builtin/clone.c;builtin/submodule--helper.c,,,explicit_only
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1351,git:v2.13.7:CVE-2019-1351,2019-12-05T14:37:07+00:00,fixed_commit_epoch,explicit_id,CVE-2019-1351,f82a97eb9197c1e3768e72648f37ce0ca3233734,"mingw: handle `subst`-ed ""DOS drives""",compat/mingw.h,compat/obstack.h,3,compat/mingw.c;compat/mingw.h;connect.c,,,explicit_only
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1352,git:v2.13.7:CVE-2019-1352,2019-12-05T14:36:50+00:00,fixed_commit_epoch,explicit_id,CVE-2019-1352,7c3745fc6185495d5765628b4dfe1bd2c25a2981,path: safeguard `.git` against NTFS Alternate Streams Accesses,path.c,daemon.c,1,path.c,,,explicit_only
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1353,git:v2.13.7:CVE-2019-1353,2020-01-24T22:15:19+00:00,osv_published,explicit_id+osv_range,CVE-2019-1353,9102f958ee5254b10c0be72672aa3305bf4f4704,protect_ntfs: turn on NTFS protection by default,environment.c,userdiff.c,1,environment.c,,,explicit_plus_range
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1354,git:v2.13.7:CVE-2019-1354,2019-12-04T12:20:05+00:00,fixed_commit_epoch,explicit_id,CVE-2019-1354,e1d911dd4c7b76a5a8cec0f5c8de15981e34da83,mingw: disallow backslash characters in tree objects' file names,tree-walk.c,fetch-pack.c,1,tree-walk.c,,,explicit_only
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1387,git:v2.13.7:CVE-2019-1387,2019-12-18T21:15:13+00:00,osv_published,explicit_id+osv_range,CVE-2019-1387,a8dee3ca610f5a1d403634492136c887f83b59d2,Disallow dubiously-nested submodule git directories,submodule.c,http-push.c,3,builtin/submodule--helper.c;submodule.c;submodule.h,,,explicit_plus_range
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2020-5260,git:v2.13.7:CVE-2020-5260,2020-04-14T23:15:12+00:00,nvd_published+osv_published,explicit_id+nvd_ref+osv_range+osv_ref,BIT-GIT-2020-5260;CVE-2020-5260,9a6bbee8006c24b46a85d29e7b38cfa79e9ab21b,credential: avoid writing values with newlines,credential.c,wildmatch.c,1,credential.c,,,explicit_plus_reference_plus_range
git,v2.27.0,2020-06-01T06:03:57+00:00,CVE-2021-29468,git:v2.27.0:CVE-2021-29468,2021-04-30T00:49:20+00:00,fixed_commit_epoch,explicit_id,CVE-2021-29468,bccc37fdc7ec66377af454417013f7612aef75e6,cygwin: disallow backslashes in file names,read-cache.c,dir.c,1,read-cache.c,,,explicit_only
jq,jq-1.7rc1,2023-07-30T02:28:38+00:00,CVE-2023-50246,jq:jq-1.7rc1:CVE-2023-50246,2023-12-13T20:43:50+00:00,nvd_published+osv_published,explicit_id+nvd_ref+osv_range+osv_ref,CVE-2023-50246;GHSA-686W-5M7M-54VC,71c2ab509a8628dbbad4bc7b3f98a64aa90d3297,Merge pull request from GHSA-686w-5m7m-54vc,src/jv.c,src/compile.c,1,src/jv.c,,,explicit_plus_reference_plus_range
jq,jq-1.7rc1,2023-07-30T02:28:38+00:00,CVE-2024-23337,jq:jq-1.7rc1:CVE-2024-23337,2025-05-21T14:34:51+00:00,nvd_published+osv_published,explicit_id+nvd_ref+osv_range+osv_ref,CVE-2024-23337;GHSA-2Q6R-344G-CX46,de21386681c0df0104a99d9d09db23a9b2a78b1e,Fix signed integer overflow in jvp_array_write and jvp_object_rehash,src/jv_aux.c,src/jv_parse.c,2,src/jv.c;src/jv_aux.c,,,explicit_plus_reference_plus_range
jq,jq-1.7rc1,2023-07-30T02:28:38+00:00,CVE-2025-49014,jq:jq-1.7rc1:CVE-2025-49014,2025-06-19T15:08:04+00:00,osv_published,explicit_id+osv_range+osv_ref,CVE-2025-49014;GHSA-RMJP-CR27-WPG2,499c91bca9d4d027833bc62787d1bb075c03680e,Fixes CVE-2025-49014 which was introduced in 1.8.0,src/builtin.c,src/lexer.c,1,src/builtin.c,,,explicit_plus_reference_plus_range
openssh,V_8_0_P1,2019-04-17T22:52:57+00:00,CVE-2020-12062,openssh:V_8_0_P1:CVE-2020-12062,2020-06-01T16:15:14+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2020-12062,aad87b88fc2536b1ea023213729aaf4eaabe1894,"upstream: when receving a file in sink(), be careful to send at",scp.c,sshconnect.c,1,scp.c,,,reference_plus_range
openssh,V_8_0_P1,2019-04-17T22:52:57+00:00,CVE-2021-28041,openssh:V_8_0_P1:CVE-2021-28041,2021-03-05T21:15:13+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2021-28041,e04fd6dde16de1cdc5a4d9946397ff60d96568db,upstream: factor SSH_AGENT_CONSTRAIN_EXTENSION parsing into its own,ssh-agent.c,auth.c,1,ssh-agent.c,,,reference_plus_range
openssh,V_8_7_P1,2021-08-20T04:03:49+00:00,CVE-2020-29368,openssh:V_8_7_P1:CVE-2020-29368,2023-02-06T02:26:42+00:00,fixed_commit_epoch,explicit_id,CVE-2020-29368,195313dfe10a23c82e9d56d5fdd2f59beee1bdcf,harden Linux seccomp sandbox,sandbox-seccomp-filter.c,ssh-rsa.c,1,sandbox-seccomp-filter.c,,,explicit_only
openssh,V_8_7_P1,2021-08-20T04:03:49+00:00,CVE-2021-41617,openssh:V_8_7_P1:CVE-2021-41617,2021-09-26T19:15:07+00:00,osv_published,osv_range,CVE-2021-41617,bf944e3794eff5413f2df1ef37cddf96918c6bde,initgroups needs grp.h,misc.c,sftp.c,1,misc.c,,,range_only
openssh,V_8_7_P1,2021-08-20T04:03:49+00:00,CVE-2023-25136,openssh:V_8_7_P1:CVE-2023-25136,2023-02-03T06:15:09+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2023-25136,486c4dc3b83b4b67d663fb0fa62bc24138ec3946,upstream: Always return allocated strings from the kex filtering so,compat.c,sandbox-systrace.c,1,compat.c,,,reference_plus_range
openssh,V_9_5_P1,2023-10-04T04:34:10+00:00,CVE-2023-51385,openssh:V_9_5_P1:CVE-2023-51385,2023-12-18T19:15:08+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2023-51385,7ef3787c84b6b524501211b11a26c742f829af1a,upstream: ban user/hostnames with most shell metacharacters,ssh.c,packet.c,1,ssh.c,,,reference_plus_range
openssh,V_9_5_P1,2023-10-04T04:34:10+00:00,CVE-2025-32728,openssh:V_9_5_P1:CVE-2025-32728,2025-04-10T02:15:30+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2025-32728,fc86875e6acb36401dfc1dfb6b628a9d1460f367,upstream: Fix logic error in DisableForwarding option. This option,session.c,sshd.c,1,session.c,,,reference_plus_range
openssl,OpenSSL_1_1_1,2018-09-11T12:48:18+00:00,CVE-2018-0735,openssl:OpenSSL_1_1_1:CVE-2018-0735,2018-10-28T21:47:22+00:00,fixed_commit_epoch,explicit_id,CVE-2018-0735,99540ec79491f59ed8b46b4edf130e17dc907f52,Timing vulnerability in ECDSA signature generation (CVE-2018-0735),crypto/ec/ec_mult.c,ssl/statem/statem.c,1,crypto/ec/ec_mult.c,,,explicit_only
openssl,OpenSSL_1_1_1,2018-09-11T12:48:18+00:00,CVE-2019-1543,openssl:OpenSSL_1_1_1:CVE-2019-1543,2019-03-06T13:25:09+00:00,fixed_commit_epoch,explicit_id,CVE-2019-1543,2a3d0ee9d59156c48973592331404471aca886d6,Prevent over long nonces in ChaCha20-Poly1305,crypto/evp/e_chacha20_poly1305.c,crypto/x509v3/v3_ncons.c,1,crypto/evp/e_chacha20_poly1305.c,,,explicit_only
openssl,OpenSSL_1_1_1,2018-09-11T12:48:18+00:00,CVE-2019-1549,openssl:OpenSSL_1_1_1:CVE-2019-1549,2019-09-09T16:09:06+00:00,fixed_commit_epoch,explicit_id,CVE-2019-1549,1b0fe00e2704b5e20334a16d3c9099d1ba2ef1be,drbg: ensure fork-safety without using a pthread_atfork handler,crypto/include/internal/rand_int.h,crypto/ec/curve448/field.h,9,crypto/include/internal/rand_int.h;crypto/init.c;crypto/rand/drbg_lib.c;crypto/rand/rand_lcl.h;crypto/rand/rand_lib.c;crypto/threads_none.c;crypto/threads_pthread.c;crypto/threads_win.c;include/internal/cryptlib.h,,,explicit_only
openssl,OpenSSL_1_1_1,2018-09-11T12:48:18+00:00,CVE-2020-1967,openssl:OpenSSL_1_1_1:CVE-2020-1967,2020-04-21T10:22:51+00:00,fixed_commit_epoch,explicit_id,CVE-2020-1967,eb563247aef3e83dda7679c43f9649270462e5b1,Fix NULL dereference in SSL_check_chain() for TLS 1.3,ssl/t1_lib.c,apps/ca.c,1,ssl/t1_lib.c,,,explicit_only
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2021-23840,openssl:openssl-3.0.0-alpha10:CVE-2021-23840,2021-02-16T11:40:12+00:00,fixed_commit_epoch,explicit_id,CVE-2021-23840,c9fb704cf3af5524eb8e79961e31b60eee8c3c47,Don't overflow the output length in EVP_CipherUpdate calls,crypto/evp/evp_enc.c,crypto/bn/bn_exp.c,4,crypto/evp/evp_enc.c;crypto/evp/evp_err.c;include/crypto/evperr.h;include/openssl/evperr.h,,,explicit_only
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2021-23841,openssl:openssl-3.0.0-alpha10:CVE-2021-23841,2021-02-16T11:32:32+00:00,fixed_commit_epoch,explicit_id,CVE-2021-23841,8130d654d1de922ea224fa18ee3bc7262edc39c0,Fix Null pointer deref in X509_issuer_and_serial_hash(),crypto/x509/x509_cmp.c,crypto/x509/x_pubkey.c,1,crypto/x509/x509_cmp.c,,,explicit_only
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2021-4044,openssl:openssl-3.0.0-alpha10:CVE-2021-4044,2021-12-14T13:48:34+00:00,fixed_commit_epoch,explicit_id,CVE-2021-4044,6894e20b50c1204bfc990093b4e7ccd10f92865d,Fix infinite verification loops due to has_san_id,crypto/x509/x509_vfy.c,crypto/evp/e_aes.c,1,crypto/x509/x509_vfy.c,,,explicit_only
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2022-0778,openssl:openssl-3.0.0-alpha10:CVE-2022-0778,2022-03-15T13:15:12+00:00,fixed_commit_epoch,explicit_id,CVE-2022-0778,9eafb53614bf65797db25f467946e735e1b43dc9,Fix possible infinite loop in BN_mod_sqrt(),crypto/bn/bn_sqrt.c,crypto/rand/randfile.c,1,crypto/bn/bn_sqrt.c,,,explicit_only
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2022-1343,openssl:openssl-3.0.0-alpha10:CVE-2022-1343,2022-05-03T16:15:18+00:00,osv_published,explicit_id+osv_range,CVE-2022-1343;GHSA-MFM6-R9G2-Q4R7;RUSTSEC-2022-0027,21f89f542d745adbf1131338929ae538e200d50d,Fix OCSP_basic_verify signer certificate validation,crypto/ocsp/ocsp_vfy.c,crypto/asn1/asn1_par.c,1,crypto/ocsp/ocsp_vfy.c,,,explicit_plus_range
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2022-1434,openssl:openssl-3.0.0-alpha10:CVE-2022-1434,2022-05-03T16:15:18+00:00,osv_published,explicit_id+osv_range,CVE-2022-1434;GHSA-638M-M8MH-7GW2;RUSTSEC-2022-0026,33219939c782cf363b30e9e899b9997fb1ced440,Fix the RC4-MD5 cipher,providers/implementations/ciphers/cipher_rc4_hmac_md5.c,providers/implementations/ciphers/cipher_des.c,1,providers/implementations/ciphers/cipher_rc4_hmac_md5.c,,,explicit_plus_range
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2022-3602,openssl:openssl-3.0.0-alpha10:CVE-2022-3602,2022-11-01T09:49:18+00:00,fixed_commit_epoch,explicit_id,CVE-2022-3602,c42165b5706e42f67ef8ef4c351a9a4c5d21639a,Fix CVE-2022-3786 in punycode decoder.,crypto/punycode.c,apps/pkey.c,1,crypto/punycode.c,,,explicit_only
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2022-3996,openssl:openssl-3.0.0-alpha10:CVE-2022-3996,2022-12-13T16:15:22+00:00,nvd_published+osv_published,explicit_id+nvd_ref+osv_range+osv_ref,CVE-2022-3996;GHSA-VR8J-HGMM-JH9R,4d0340a6d2f327700a059f0b8f954d6160f8eef5,x509: fix double locking problem,crypto/x509/pcy_map.c,crypto/rsa/rsa_x931.c,1,crypto/x509/pcy_map.c,,,explicit_plus_reference_plus_range
php-src,php-5.5.12RC1,2014-04-15T16:01:14+00:00,CVE-2014-0185,php-src:php-5.5.12RC1:CVE-2014-0185,2014-05-06T10:44:02+00:00,nvd_published,explicit_id+nvd_ref,CVE-2014-0185,61b002b91baa78af0b7f438c8c35a51951c650a5,Fix for CVE-2014-0185,sapi/fpm/fpm/fpm_unix.c,ext/pcre/pcrelib/pcre_valid_utf8.c,1,sapi/fpm/fpm/fpm_unix.c,,,explicit_plus_reference
psf-requests,v2.19.0,2018-06-12T14:38:10+00:00,CVE-2018-18074,psf-requests:v2.19.0:CVE-2018-18074,2018-10-09T17:29:01+00:00,osv_published,osv_range,CVE-2018-18074;GHSA-X84V-XCM2-53PG;PYSEC-2018-28,bd840450c0d1e9db3bf62382c15d96378cc3a056,v2.20.0,requests/__init__.py,requests/status_codes.py,3,requests/__init__.py;requests/__version__.py;setup.py,,,range_only
psf-requests,v2.28.2,2023-01-12T16:16:09+00:00,CVE-2023-32681,psf-requests:v2.28.2:CVE-2023-32681,2023-05-26T17:02:52+00:00,osv_published,explicit_id+osv_range+osv_ref,CVE-2023-32681;GHSA-J8R2-6X86-Q33Q;PYSEC-2023-74,74ea7cf7a6a27a4eeb2ae24e162bcc942a6706d5,Merge pull request from GHSA-j8r2-6x86-q33q,requests/sessions.py,requests/utils.py,1,requests/sessions.py,,,explicit_plus_reference_plus_range
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19242,sqlite:version-3.25.0:CVE-2019-19242,2019-11-27T17:15:14+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2019-19242,57f7ece78410a8aae86aa4625fb7556897db384c,Fix a problem that comes up when using generated columns that evaluate to a constant in an index and then making use of that index in a join.,src/expr.c,src/os_win.c,2,src/expr.c;src/wherecode.c,,,reference_plus_range
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19244,sqlite:version-3.25.0:CVE-2019-19244,2019-11-25T20:15:11+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2019-19244,e59c562b3f6894f84c715772c4b116d7b5c01348,Fix a crash that could occur if a sub-select that uses both DISTINCT and window functions also used an ORDER BY that is the same as its select list.,src/select.c,src/test1.c,1,src/select.c,,,reference_plus_range
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19317,sqlite:version-3.25.0:CVE-2019-19317,2019-12-05T14:15:09+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2019-19317,522ebfa7cee96fb325a22ea3a2464a63485886a8,"Whenever a generated column is used, assume that all columns are used.",src/resolve.c,src/vdbeapi.c,1,src/resolve.c,,,reference_plus_range
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19645,sqlite:version-3.25.0:CVE-2019-19645,2019-12-09T16:15:10+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2019-19645,38096961c7cd109110ac21d3ed7dad7e0cb0ae06,"Avoid infinite recursion in the ALTER TABLE code when a view contains an unused CTE that references, directly or indirectly, the view itself.",src/alter.c,src/test_vfs.c,3,src/alter.c;src/build.c;src/sqliteInt.h,,,reference_plus_range
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19924,sqlite:version-3.25.0:CVE-2019-19924,2019-12-24T16:15:11+00:00,nvd_published,nvd_ref,CVE-2019-19924,8654186b0236d556aa85528c2573ee0b6ab71be3,"When an error occurs while rewriting the parser tree for window functions in the sqlite3WindowRewrite() routine, make sure that pParse->nErr is set, and make sure that this shuts down any subsequent code generation that might depend on the transformations that were implemented.  This fixes a problem discovered by the Yongheng and Rui fuzzer.",src/vdbeaux.c,src/main.c,3,src/expr.c;src/vdbeaux.c;src/window.c,,,reference_only
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19925,sqlite:version-3.25.0:CVE-2019-19925,2019-12-24T17:15:10+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2019-19925,54d501092d88c0cf89bec4279951f548fb0b8618,Fix the zipfile extension so that INSERT works even if the pathname of the file being inserted is a NULL.  Bug discovered by the Yongheng and Rui fuzzer.,ext/misc/zipfile.c,ext/lsm1/lsm_shared.c,1,ext/misc/zipfile.c,,,reference_plus_range
traefik-traefik,v2.0.2,2019-10-09T17:12:05+00:00,CVE-2020-15129,traefik-traefik:v2.0.2:CVE-2020-15129,2020-07-30T16:15:11+00:00,osv_published,osv_range,CVE-2020-15129;GHSA-6QQ8-5WQ3-86RP,e63db782c11c7b8bfce30be4c902e7ef8f9f33d2,fix: clean X-Forwarded-Prefix header for the dashboard.,pkg/api/dashboard.go,pkg/log/log_test.go,2,pkg/api/dashboard.go;pkg/api/dashboard_test.go,,,range_only
traefik-traefik,v2.5.4,2021-11-08T17:36:13+00:00,CVE-2022-46153,traefik-traefik:v2.5.4:CVE-2022-46153,2022-12-08T21:46:22+00:00,osv_published,osv_range+osv_ref,CVE-2022-46153;GHSA-468W-8X39-GJ5V;GO-2022-1152,7e3fe48b80083b41e9ff82a474a36484cabc701a,Handle broken TLS conf better,pkg/tls/tlsmanager_test.go,pkg/ip/checker_test.go,9,integration/https_test.go;integration/tcp_test.go;pkg/server/router/router.go;pkg/server/router/router_test.go;pkg/server/router/tcp/manager.go;pkg/server/router/tcp/router.go;pkg/server/routerfactory.go;pkg/tls/tlsmanager.go;pkg/tls/tlsmanager_test.go,,,reference_plus_range
traefik-traefik,v2.10.6,2023-11-28T14:46:10+00:00,CVE-2024-28869,traefik-traefik:v2.10.6:CVE-2024-28869,2024-04-12T21:08:36+00:00,osv_published,osv_range+osv_ref,CVE-2024-28869;GHSA-4VWX-54MW-VQFW;GO-2024-2722,240b83b77351dfd8cadb91c305b84e9d22e0f9c6,Set default ReadTimeout value to 60s,pkg/config/static/static_config.go,pkg/provider/consulcatalog/consul_catalog.go,1,pkg/config/static/static_config.go,,,reference_plus_range
traefik-traefik,v2.10.6,2023-11-28T14:46:10+00:00,CVE-2025-54386,traefik-traefik:v2.10.6:CVE-2025-54386,2025-08-01T23:32:21+00:00,osv_published,osv_range+osv_ref,CVE-2025-54386;GHSA-Q6GG-9F92-R9WG;GO-2025-3835,5ef853a0c53068f69a6c229a5815a0dc6e0a8800,Fix client arbitrary file access during archive extraction zipslip,pkg/plugins/client.go,pkg/metrics/influxdb.go,1,pkg/plugins/client.go,,,reference_plus_range
zlib,v1.2.12,2022-03-27T23:05:02+00:00,CVE-2014-9485,zlib:v1.2.12:CVE-2014-9485,2024-01-17T23:08:08+00:00,fixed_commit_epoch,explicit_id,CVE-2014-9485,14a5f8f266c16c87ab6c086fc52b770b27701e01,Neutralize zip file traversal attacks in miniunz.,contrib/minizip/miniunz.c,contrib/blast/blast.c,1,contrib/minizip/miniunz.c,,,explicit_only
zlib,v1.2.12,2022-03-27T23:05:02+00:00,CVE-2022-37434,zlib:v1.2.12:CVE-2022-37434,2022-08-05T07:15:07+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2022-37434,eff308af425b67093bab25f80f1ae950166bece1,Fix a bug when getting a gzip header extra field with inflate().,inflate.c,crc32.c,1,inflate.c,,,reference_plus_range
zlib,v1.2.12,2022-03-27T23:05:02+00:00,CVE-2023-45853,zlib:v1.2.12:CVE-2023-45853,2023-10-14T02:15:09+00:00,osv_published,osv_range,CVE-2023-45853;GHSA-MQ29-J5XF-CJWR,51b7f2abdade71cd9bb0e7a373ef2610ec6f9daf,zlib 1.3.1,contrib/infback9/inftree9.c,contrib/minizip/iowin32.c,10,contrib/infback9/inftree9.c;deflate.c;deflate.h;gzguts.h;gzlib.c;inftrees.c;trees.c;zconf.h;zlib.h;zutil.h,,,range_only
zlib,v1.3,2023-08-18T08:45:36+00:00,CVE-2014-9485,zlib:v1.3:CVE-2014-9485,2024-01-17T23:08:08+00:00,fixed_commit_epoch,explicit_id,CVE-2014-9485,14a5f8f266c16c87ab6c086fc52b770b27701e01,Neutralize zip file traversal attacks in miniunz.,contrib/minizip/miniunz.c,contrib/blast/blast.c,1,contrib/minizip/miniunz.c,,,explicit_only
zlib,v1.3,2023-08-18T08:45:36+00:00,CVE-2023-45853,zlib:v1.3:CVE-2023-45853,2023-10-14T02:15:09+00:00,osv_published,osv_range,CVE-2023-45853;GHSA-MQ29-J5XF-CJWR,51b7f2abdade71cd9bb0e7a373ef2610ec6f9daf,zlib 1.3.1,contrib/infback9/inftree9.c,contrib/minizip/iowin32.c,10,contrib/infback9/inftree9.c;deflate.c;deflate.h;gzguts.h;gzlib.c;inftrees.c;trees.c;zconf.h;zlib.h;zutil.h,,,range_only
