repo,snapshot_tag,snapshot_date,event_id,event_observation_id,event_published,event_date_source,ground_truth_source,ground_truth_aliases,fixed_commit,commit_subject,case_file,control_file,changed_source_files_count,changed_source_files_sample,review_decision,review_notes,source_family
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2019-5481,curl:curl-7_61_1:CVE-2019-5481,2019-09-11T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2019-5481;CVE-2019-5481,9069838b30fb3b48af0123e39f664cea683254a5,security:read_data fix bad realloc(),lib/security.c,lib/select.c,1,lib/security.c,,,explicit_plus_range
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2020-8177,curl:curl-7_61_1:CVE-2020-8177,2020-06-24T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2020-8177;CVE-2020-8177,8236aba58542c5f89f1d41ca09d84579efb05e22,tool_getparam: -i is not OK if -J is used,src/tool_cb_hdr.c,lib/dict.c,2,src/tool_cb_hdr.c;src/tool_getparam.c,,,explicit_plus_range
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2020-8231,curl:curl-7_61_1:CVE-2020-8231,2020-08-19T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2020-8231;CVE-2020-8231,3c9e021f86872baae412a427e807fbfa2f3e8a22,"Curl_easy: remember last connection by id, not by pointer",lib/connect.c,lib/cookie.c,5,lib/connect.c;lib/easy.c;lib/multi.c;lib/url.c;lib/urldata.h,,,explicit_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2020-8285,curl:curl-7_73_0:CVE-2020-8285,2020-12-09T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2020-8285;CVE-2020-8285,69a358f2186e04cf44698b5100332cbf1ee7f01d,ftp: make wc_statemach loop instead of recurse,lib/ftp.c,lib/setopt.c,1,lib/ftp.c,,,explicit_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2020-8286,curl:curl-7_73_0:CVE-2020-8286,2020-12-09T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2020-8286;CVE-2020-8286,d9d01672785b8ac04aab1abb6de95fe3072ae199,openssl: make the OCSP verification verify the certificate id,lib/vtls/openssl.c,lib/vssh/libssh2.c,1,lib/vtls/openssl.c,,,explicit_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22876,curl:curl-7_73_0:CVE-2021-22876,2021-03-31T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2021-22876;CVE-2021-22876,7214288898f5625a6cc196e22a74232eada7861c,transfer: strip credentials from the auto-referer header field,lib/transfer.c,lib/mime.c,1,lib/transfer.c,,,explicit_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22890,curl:curl-7_73_0:CVE-2021-22890,2021-03-31T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2021-22890;CVE-2021-22890,b09c8ee15771c614c4bf3ddac893cdb12187c844,vtls: add 'isproxy' argument to Curl_ssl_get/addsessionid(),lib/vtls/bearssl.c,lib/vquic/quiche.c,10,lib/vtls/bearssl.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/mesalink.c;lib/vtls/openssl.c;lib/vtls/schannel.c;lib/vtls/sectransp.c;lib/vtls/vtls.c;lib/vtls/vtls.h;lib/vtls/wolfssl.c,,,explicit_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22898,curl:curl-7_73_0:CVE-2021-22898,2021-05-26T08:00:00+00:00,nvd_published+osv_published,explicit_id+nvd_ref+osv_range+osv_ref,CURL-CVE-2021-22898;CVE-2021-22898,39ce47f219b09c380b81f89fe54ac586c8db6bde,telnet: check sscanf() for correct number of matches,lib/telnet.c,lib/tftp.c,1,lib/telnet.c,,,explicit_plus_reference_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22901,curl:curl-7_73_0:CVE-2021-22901,2021-05-26T08:00:00+00:00,nvd_published+osv_published,explicit_id+nvd_ref+osv_range+osv_ref,CURL-CVE-2021-22901;CVE-2021-22901,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,openssl: associate/detach the transfer from connection,lib/multi.c,lib/connect.c,13,lib/multi.c;lib/vtls/gskit.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/mesalink.c;lib/vtls/nss.c;lib/vtls/openssl.c;lib/vtls/rustls.c;lib/vtls/schannel.c;lib/vtls/sectransp.c,,,explicit_plus_reference_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22922,curl:curl-7_73_0:CVE-2021-22922,2021-07-21T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2021-22922;CVE-2021-22922,265b14d6b37c4298bd5556fabcbc37d36f911693,metalink: remove,src/tool_cfgable.h,lib/curl_sspi.h,8,src/tool_cfgable.h;src/tool_getparam.c;src/tool_help.c;src/tool_main.c;src/tool_operate.c;src/tool_operate.h;src/tool_operhlp.c;src/tool_sdecls.h,,,range_only
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22924,curl:curl-7_73_0:CVE-2021-22924,2021-07-21T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2021-22924;CVE-2021-22924,5ea3145850ebff1dc2b13d17440300a01ca38161,vtls: fix connection reuse checks for issuer cert and case sensitivity,lib/urldata.h,lib/config-vxworks.h,6,lib/url.c;lib/urldata.h;lib/vtls/gtls.c;lib/vtls/nss.c;lib/vtls/openssl.c;lib/vtls/vtls.c,,,explicit_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22945,curl:curl-7_73_0:CVE-2021-22945,2021-09-15T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2021-22945;CVE-2021-22945,43157490a5054bd24256fe12876931e8abc9df49,mqtt: clear the leftovers pointer when sending succeeds,lib/mqtt.c,lib/parsedate.c,1,lib/mqtt.c,,,explicit_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22946,curl:curl-7_73_0:CVE-2021-22946,2021-09-15T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2021-22946;CVE-2021-22946,364f174724ef115c63d5e5dc1d3342c8a43b1cca,"ftp,imap,pop3: do not ignore --ssl-reqd",lib/imap.c,lib/hostip.c,3,lib/ftp.c;lib/imap.c;lib/pop3.c,,,explicit_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27775,curl:curl-7_73_0:CVE-2022-27775,2022-04-27T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2022-27775;CVE-2022-27775,058f98dc3fe595f21dc26a5b9b1699e519ba5705,"conncache: include the zone id in the ""bundle"" hashkey",lib/conncache.c,lib/getinfo.c,1,lib/conncache.c,,,explicit_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27776,curl:curl-7_73_0:CVE-2022-27776,2022-04-27T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2022-27776;CVE-2022-27776,6e659993952aa5f90f48864be84a1bbb047fc258,http: avoid auth/cookie on redirects same host diff port,lib/http.c,lib/formdata.c,2,lib/http.c;lib/urldata.h,,,explicit_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27780,curl:curl-7_73_0:CVE-2022-27780,2022-05-11T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2022-27780;CVE-2022-27780,914aaab9153764ef8fa4178215b8ad89d3ac263a,urlapi: reject percent-decoding host name into separator bytes,lib/urlapi.c,lib/smb.c,1,lib/urlapi.c,,,explicit_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27782,curl:curl-7_73_0:CVE-2022-27782,2022-05-11T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2022-27782;CVE-2022-27782,1645e9b44505abd5cbaf65da5282c3f33b5924a5,url: check SSH config match on connection reuse,lib/vssh/ssh.h,packages/vms/curlmsg.h,2,lib/url.c;lib/vssh/ssh.h,,,explicit_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-32208,curl:curl-7_73_0:CVE-2022-32208,2022-06-27T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2022-32208;CVE-2022-32208,6ecdf5136b52af747e7bda08db9a748256b1cd09,krb5: return error properly on decode errors,lib/krb5.c,src/tool_setopt.c,1,lib/krb5.c,,,explicit_plus_range
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,OSV-2017-79,curl:curl-7_73_0:OSV-2017-79,2021-01-13T21:57:35+00:00,osv_published,osv_range,OSV-2017-79,ab6eb2ec0744074004980d0f98677e52b215941f,http_chunks: remove Curl_ prefix from static functions,lib/http_chunks.c,src/tool_parsecfg.c,1,lib/http_chunks.c,,,range_only
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-11053,curl:curl-8_6_0:CVE-2024-11053,2024-12-11T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-11053;CVE-2024-11053,e9b9bbac22c26cf67316fa8e6c6b9e831af31949,netrc: address several netrc parser flaws,lib/netrc.c,lib/http1.c,2,lib/netrc.c;lib/url.c,,,range_only
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-2398,curl:curl-8_6_0:CVE-2024-2398,2024-03-27T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-2398;CVE-2024-2398,deca8039991886a559b67bcd6701db800a5cf764,http2: push headers better cleanup,lib/http2.c,src/tool_operate.c,1,lib/http2.c,,,range_only
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-2466,curl:curl-8_6_0:CVE-2024-2466,2024-03-27T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-2466;CVE-2024-2466,3d0fd382a29b95561b90b7ea3e7eb04dfdd43538,mbedtls: fix pytest for newer versions,lib/vtls/mbedtls.c,lib/vtls/bearssl.c,1,lib/vtls/mbedtls.c,,,range_only
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-6874,curl:curl-8_6_0:CVE-2024-6874,2024-07-24T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-6874;CVE-2024-6874,686d54baf1df6e0775898f484d1670742898b3b2,idn: tweak buffer use when converting with macidn,lib/idn.c,lib/splay.c,1,lib/idn.c,,,range_only
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-7264,curl:curl-8_6_0:CVE-2024-7264,2024-07-31T08:00:00+00:00,osv_published,osv_range+osv_ref,CURL-CVE-2024-7264;CVE-2024-7264,27959ecce75cdb2809c0bdb3286e60e08fadb519,x509asn1: unittests and fixes for gtime2str,lib/vtls/x509asn1.h,include/curl/header.h,2,lib/vtls/x509asn1.c;lib/vtls/x509asn1.h,,,reference_plus_range
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-8096,curl:curl-8_6_0:CVE-2024-8096,2024-09-11T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-8096;CVE-2024-8096,aeb1a281cab13c7ba791cb104e556b20e713941f,gtls: fix OCSP stapling management,lib/vtls/gtls.c,lib/vquic/curl_quiche.c,1,lib/vtls/gtls.c,,,range_only
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-9681,curl:curl-8_6_0:CVE-2024-9681,2024-11-05T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-9681;CVE-2024-9681,a94973805df96269bf3f3bf0a20ccb9887313316,hsts: improve subdomain handling,lib/hsts.c,lib/cf-https-connect.c,1,lib/hsts.c,,,range_only
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-0725,curl:curl-8_6_0:CVE-2025-0725,2025-02-05T08:00:00+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CURL-CVE-2025-0725;CVE-2025-0725,76f83f0db23846e254d940ec7,content_encoding: drop support for zlib before 1.2.0.4,lib/content_encoding.c,lib/asyn-ares.c,1,lib/content_encoding.c,,,reference_plus_range
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-14017,curl:curl-8_6_0:CVE-2025-14017,2026-01-07T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2025-14017;CVE-2025-14017,39d1976b7f709a516e3243338ebc0443bdd8d56d,ldap: call ldap_init() before setting the options,lib/ldap.c,lib/doh.c,1,lib/ldap.c,,,range_only
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-14819,curl:curl-8_6_0:CVE-2025-14819,2026-01-07T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2025-14819;CVE-2025-14819,cd046f6c93b39d673a58c18648d8906e954c4f5d,openssl: toggling CURLSSLOPT_NO_PARTIALCHAIN makes a different CA cache,lib/vtls/openssl.c,lib/vquic/curl_ngtcp2.c,1,lib/vtls/openssl.c,,,range_only
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-15079,curl:curl-8_6_0:CVE-2025-15079,2026-01-07T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2025-15079;CVE-2025-15079,adca486c125d9a6d9565b9607a19dce803a8b479,libssh: set both knownhosts options to the same file,lib/vssh/libssh.c,lib/vtls/schannel.c,1,lib/vssh/libssh.c,,,range_only
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-5025,curl:curl-8_6_0:CVE-2025-5025,2025-05-28T07:15:24+00:00,osv_published,osv_range,CURL-CVE-2025-5025;CVE-2025-5025,e1f65937a96a451292e9231339672797da86ecc5,pytest: add pinnedpubkey test cases,lib/vtls/wolfssl.c,lib/vtls/vtls.c,3,lib/vquic/vquic-tls.c;lib/vtls/wolfssl.c;lib/vtls/wolfssl.h,,,range_only
