repo,n_interventions,mean_did_composite,mean_did_score_range,mean_did_absolute_error,mean_did_underprediction_loss,mean_did_positive_log_loss
django-django,12,0.00033580710553221077,-0.0009404420682067406,-0.0012313745554445458,-0.0008689197018341052,-0.001876606567062807
traefik-traefik,9,0.0018483847072022189,-0.0013478287598364133,-0.0030041191467427906,-0.0006322822830549216,-0.047777255290735766
prometheus-prometheus,6,0.0004371638015540867,7.174259243386694e-05,-0.0025595454744076003,-0.0005619606088424489,-0.003383622449252425
go-gitea-gitea,3,-0.0001982254394592061,-0.003210865385254502,-0.003788924506653859,-0.0009884697272677379,-0.010240220878347342
