roc_auc,average_precision,brier_score,log_loss,pairwise_accuracy,model,held_out_repo,n_files,n_pairs
0.5691987513007284,0.6088769934919667,0.247103987720008,0.6873209301253261,0.6129032258064516,baseline_size,curl,62,31
0.39542143600416235,0.466097518580254,0.27012067183785005,0.7354507969481645,0.3225806451612903,baseline_history,curl,62,31
0.4328824141519251,0.48499226038326504,0.2770992794552666,0.7531024575519771,0.3548387096774194,baseline_history_plus_structure,curl,62,31
0.39021852237252863,0.47262477812301085,0.2797332206281239,0.7578625228225664,0.3870967741935484,baseline_plus_composite,curl,62,31
0.5599999999999999,0.5378589466089466,0.24809830313413594,0.6893717709738937,0.4,baseline_size,git,20,10
0.42999999999999994,0.4771598336304218,0.3163359961761577,0.8542404202703665,0.4,baseline_history,git,20,10
0.39999999999999997,0.4694031458737341,0.32368654782058626,0.8735143149416699,0.4,baseline_history_plus_structure,git,20,10
0.44999999999999996,0.5060011771853877,0.3029203771457033,0.8145746536856487,0.6,baseline_plus_composite,git,20,10
1.0,1.0,0.2372254976822019,0.6673751320783756,1.0,baseline_size,openssh,2,1
1.0,1.0,0.2545058979207547,0.7021800957282907,1.0,baseline_history,openssh,2,1
0.0,0.5,0.25831490851483574,0.7100572935739544,0.0,baseline_history_plus_structure,openssh,2,1
1.0,1.0,0.247009486184059,0.6861603222565329,1.0,baseline_plus_composite,openssh,2,1
0.5,0.5833333333333333,0.25112807840750995,0.6953989105693302,0.5,baseline_size,openssl,4,2
0.0,0.41666666666666663,0.269839961142379,0.7332047814148003,0.0,baseline_history,openssl,4,2
0.0,0.41666666666666663,0.2800824333586433,0.7538540315646686,0.0,baseline_history_plus_structure,openssl,4,2
0.75,0.8333333333333333,0.2524582543184108,0.6975230470039011,1.0,baseline_plus_composite,openssl,4,2
0.75,0.8333333333333333,0.2519257857175155,0.6970123762992511,0.5,baseline_size,psf-requests,4,2
0.75,0.8333333333333333,0.26739179608303776,0.729179756142152,1.0,baseline_history,psf-requests,4,2
0.75,0.8333333333333333,0.28183228670070204,0.7612236669127174,1.0,baseline_history_plus_structure,psf-requests,4,2
1.0,1.0,0.22882709189506284,0.6507058005777011,1.0,baseline_plus_composite,psf-requests,4,2
0.0,0.5,0.2600505579809712,0.7132644719216619,0.0,baseline_size,redis,2,1
0.0,0.5,0.29811980204978145,0.7919476414925328,0.0,baseline_history,redis,2,1
0.0,0.5,0.2844565815619771,0.763019597501359,0.0,baseline_history_plus_structure,redis,2,1
0.0,0.5,0.307194014995388,0.8101368272478232,0.0,baseline_plus_composite,redis,2,1
0.6938775510204083,0.6834260977118121,0.24538813645379648,0.6838923055438951,0.5714285714285714,baseline_size,sqlite,14,7
0.5102040816326531,0.6014128728414443,0.25951031016403775,0.7123230317756711,0.42857142857142855,baseline_history,sqlite,14,7
0.44897959183673475,0.49914529914529915,0.2613259160011991,0.7172113713308642,0.5714285714285714,baseline_history_plus_structure,sqlite,14,7
0.5510204081632653,0.6456959706959706,0.2549991423905912,0.7047906332031072,0.5714285714285714,baseline_plus_composite,sqlite,14,7
0.6611570247933884,0.656010656010656,0.24365811152204683,0.6807148498410787,0.5454545454545454,baseline_size,zlib,22,11
0.30578512396694213,0.4173196826940142,0.2790449378119026,0.7545864653780197,0.36363636363636365,baseline_history,zlib,22,11
0.23140495867768596,0.38262188369843875,0.3228071958426851,0.8519705603751265,0.18181818181818182,baseline_history_plus_structure,zlib,22,11
0.5785123966942148,0.582663543886454,0.2607043966098003,0.7154790655697144,0.6363636363636364,baseline_plus_composite,zlib,22,11
