pair_id,repo,snapshot_tag,snapshot_commit,snapshot_date,snapshot_key,event_id,event_observation_id,ground_truth_policy,ground_truth_source,ground_truth_aliases,event_published,event_date_source,fixed_commit,case_file,control_file,case_file_path,case_suffix,case_size_bytes,case_loc,case_ci_gzip,case_shannon_entropy,case_cyclomatic_density,case_halstead_volume,case_composite_score,case_directory_depth,case_prior_touches_total,case_prior_touches_365d,case_total_churn,case_churn_365d,case_author_count_total,case_author_count_365d,case_file_age_days,case_latest_touch_days,control_file_path,control_suffix,control_size_bytes,control_loc,control_ci_gzip,control_shannon_entropy,control_cyclomatic_density,control_halstead_volume,control_composite_score,control_directory_depth,control_prior_touches_total,control_prior_touches_365d,control_total_churn,control_churn_365d,control_author_count_total,control_author_count_365d,control_file_age_days,control_latest_touch_days,delta_composite,delta_ci_gzip,delta_entropy,delta_cc_density,delta_halstead,delta_log_prior_touches_365d,delta_log_churn_365d
20,zlib,v1.3,09155eaa2f9270dc4ed1fa13e2b4b2613e6e4851,2023-08-18T08:45:36+00:00,zlib:v1.3,CVE-2023-45853,zlib:v1.3:CVE-2023-45853,expanded_advisory_plus_explicit,osv_range,CVE-2023-45853;GHSA-MQ29-J5XF-CJWR,2023-10-14T02:15:09+00:00,osv_published,51b7f2abdade71cd9bb0e7a373ef2610ec6f9daf,zutil.h,inftrees.h,zutil.h,.h,7247.0,211.0,0.3688422795639575,0.759197081410901,0.2843601895734597,0.0,0.38921138204856015,0,68,2,1035,21,2,1,4360.131307870371,124.18616898148149,inftrees.h,.h,2928.0,50.0,0.42725409836065575,0.8722707335603254,0.02,0.0,0.37396135369973527,0,20,2,354,8,1,1,4360.131307870371,124.18616898148149,0.015250028348824884,-0.05841181879669827,-0.11307365214942433,0.2643601895734597,0.0,0.0,0.8938178760220965
21,zlib,v1.3,09155eaa2f9270dc4ed1fa13e2b4b2613e6e4851,2023-08-18T08:45:36+00:00,zlib:v1.3,CVE-2014-9485,zlib:v1.3:CVE-2014-9485,expanded_advisory_plus_explicit,explicit_id,CVE-2014-9485,2024-01-17T23:08:08+00:00,fixed_commit_epoch,14a5f8f266c16c87ab6c086fc52b770b27701e01,contrib/minizip/miniunz.c,contrib/blast/blast.c,contrib/minizip/miniunz.c,.c,17688.0,545.0,0.2705789235639982,0.7475218057840256,0.20733944954128442,0.0,0.33128089501631164,2,20,5,6051,72,3,3,4360.1009375,0.13186342592592593,contrib/blast/blast.c,.c,18162.0,384.0,0.3225966303270565,0.7583387726777382,0.13802083333333334,0.0,0.3335941778306319,2,6,0,652,0,1,0,4360.099872685185,2594.58494212963,-0.00231328281432025,-0.05201770676305828,-0.010816966893712587,0.06931861620795107,0.0,1.791759469228055,4.290459441148391
22,jq,jq-1.7rc1,4af3f99728f924b327b6f455c52452ef0ca09e1a,2023-07-30T02:28:38+00:00,jq:jq-1.7rc1,CVE-2023-50246,jq:jq-1.7rc1:CVE-2023-50246,expanded_advisory_plus_explicit,explicit_id+nvd_ref+osv_range+osv_ref,CVE-2023-50246;GHSA-686W-5M7M-54VC,2023-12-13T20:43:50+00:00,nvd_published+osv_published,71c2ab509a8628dbbad4bc7b3f98a64aa90d3297,src/jv.c,src/compile.c,src/jv.c,.c,52180.0,1654.0,0.24741280183978537,0.6792843590400518,0.13724304715840388,0.09628960053372601,0.30157005335191633,1,87,7,3800,128,17,5,3987.388136574074,0.0018981481481481482,src/compile.c,.c,45279.0,1169.0,0.2377702687780207,0.6936184443172025,0.2018819503849444,0.0539158811108031,0.3119432666368965,1,106,4,3419,64,10,4,4000.1028703703705,5.5306597222222225,-0.010373213284980143,0.009642533061764658,-0.014334085277150743,-0.0646389032265405,0.04237371942292291,0.47000362924573547,0.6854251344660351
23,jq,jq-1.7rc1,4af3f99728f924b327b6f455c52452ef0ca09e1a,2023-07-30T02:28:38+00:00,jq:jq-1.7rc1,OSV-2024-330,jq:jq-1.7rc1:OSV-2024-330,expanded_advisory_plus_explicit,osv_range,OSV-2024-330,2024-04-30T00:00:31+00:00,osv_published,6ce6e7c71355a0b6006e9e3371364f6945da5a29,src/decNumber/decBasic.c,src/decNumber/decCommon.c,src/decNumber/decBasic.c,.c,179866.0,2323.0,0.2184459542103566,0.5997386913547107,0.28971157985363755,0.09068905956085178,0.30465919468754155,2,1,0,3908,0,1,0,1376.3455324074075,1376.3455324074075,src/decNumber/decCommon.c,.c,85067.0,1146.0,0.2215430190320571,0.6281917123959336,0.26527050610820246,0.024792751344358523,0.30051834885636514,2,1,0,1835,0,1,0,1376.3455324074075,1376.3455324074075,0.00414084583117641,-0.003097064821700496,-0.028453021041222937,0.024441073745435082,0.06589630821649325,0.0,0.0
24,jq,jq-1.7rc1,4af3f99728f924b327b6f455c52452ef0ca09e1a,2023-07-30T02:28:38+00:00,jq:jq-1.7rc1,OSV-2024-330,jq:jq-1.7rc1:OSV-2024-330,expanded_advisory_plus_explicit,osv_range,OSV-2024-330,2024-04-30T00:00:31+00:00,osv_published,6ce6e7c71355a0b6006e9e3371364f6945da5a29,src/decNumber/decNumber.c,src/decNumber/decimal64.c,src/decNumber/decNumber.c,.c,389135.0,4769.0,0.2127564983874491,0.5783237067117801,0.30236946949045923,0.14898479604392972,0.30860908914639174,2,2,1,8147,6,2,1,1376.3455324074075,11.30900462962963,src/decNumber/decimal64.c,.c,37681.0,527.0,0.2666065125660147,0.6532100037389624,0.22011385199240988,0.0,0.3086492498948222,2,1,0,839,0,1,0,1376.3455324074075,1376.3455324074075,-4.016074843044004e-05,-0.05385001417856561,-0.0748862970271823,0.08225561749804935,0.14898479604392972,0.6931471805599453,1.9459101490553132
25,jq,jq-1.7rc1,4af3f99728f924b327b6f455c52452ef0ca09e1a,2023-07-30T02:28:38+00:00,jq:jq-1.7rc1,OSV-2024-330,jq:jq-1.7rc1:OSV-2024-330,expanded_advisory_plus_explicit,osv_range,OSV-2024-330,2024-04-30T00:00:31+00:00,osv_published,6ce6e7c71355a0b6006e9e3371364f6945da5a29,src/util.c,src/jv_print.c,src/util.c,.c,13061.0,382.0,0.2917081387336345,0.7515188111145261,0.18586387434554974,0.0,0.33470169310914266,1,33,2,704,14,11,2,3293.9426736111113,5.5306597222222225,src/jv_print.c,.c,11939.0,369.0,0.2627523243152693,0.725966400893291,0.08130081300813008,0.0,0.2923241044776726,1,44,1,965,23,13,1,3987.388136574074,11.149409722222222,0.042377588631470064,0.0289558144183652,0.02555241022123511,0.10456306133741966,0.0,0.4054651081081645,-0.4700036292457357
26,jq,jq-1.7rc1,4af3f99728f924b327b6f455c52452ef0ca09e1a,2023-07-30T02:28:38+00:00,jq:jq-1.7rc1,CVE-2024-23337,jq:jq-1.7rc1:CVE-2024-23337,expanded_advisory_plus_explicit,explicit_id+nvd_ref+osv_range+osv_ref,CVE-2024-23337;GHSA-2Q6R-344G-CX46,2025-05-21T14:34:51+00:00,nvd_published+osv_published,de21386681c0df0104a99d9d09db23a9b2a78b1e,src/jv_aux.c,src/jv_parse.c,src/jv_aux.c,.c,21224.0,634.0,0.21593479080286468,0.6979200116408465,0.22082018927444794,0.0,0.3032118752068359,1,33,2,1007,11,8,2,3897.1707523148148,16.177905092592592,src/jv_parse.c,.c,26985.0,793.0,0.22434685936631463,0.6965919494430414,0.19167717528373265,0.0,0.29812434992358716,1,47,4,1623,41,8,2,3983.3416087962964,4.198680555555556,0.005087525283248739,-0.008412068563449948,0.0013280621978051244,0.029143013990715283,0.0,-0.5108256237659905,-1.252762968495368
27,jq,jq-1.7rc1,4af3f99728f924b327b6f455c52452ef0ca09e1a,2023-07-30T02:28:38+00:00,jq:jq-1.7rc1,CVE-2025-49014,jq:jq-1.7rc1:CVE-2025-49014,expanded_advisory_plus_explicit,explicit_id+osv_range+osv_ref,CVE-2025-49014;GHSA-RMJP-CR27-WPG2,2025-06-19T15:08:04+00:00,osv_published,499c91bca9d4d027833bc62787d1bb075c03680e,src/builtin.c,src/lexer.c,src/builtin.c,.c,60271.0,1723.0,0.21751754575168822,0.6601726865544361,0.1625072547881602,0.12714630279043745,0.2973268665718827,1,257,17,4589,108,37,5,4000.1028703703705,2.897650462962963,src/lexer.c,.c,73188.0,2108.0,0.2440973930152484,0.679742686425779,0.09013282732447818,0.15545888516776377,0.2956361836399027,1,11,3,5585,628,4,2,3086.079097222222,20.170358796296295,0.001690682931979992,-0.02657984726356019,-0.01956999987134289,0.07237442746368201,-0.028312582377326312,1.504077396776274,-1.7527833744712975
28,jq,jq-1.7rc1,4af3f99728f924b327b6f455c52452ef0ca09e1a,2023-07-30T02:28:38+00:00,jq:jq-1.7rc1,GHSA-F946-J5J2-4W5M,jq:jq-1.7rc1:GHSA-F946-J5J2-4W5M,expanded_advisory_plus_explicit,explicit_id,GHSA-F946-J5J2-4W5M,2025-06-24T13:39:40+00:00,fixed_commit_epoch,5e159b34b179417e3e0404108190a2ac7d65611c,src/main.c,src/execute.c,src/main.c,.c,27075.0,694.0,0.2571006463527239,0.7225519910049051,0.020172910662824207,0.0,0.2731499850352764,1,174,19,3336,195,23,7,4000.1028703703705,2.8983564814814815,src/execute.c,.c,37414.0,1146.0,0.23253327631367937,0.6894143780572233,0.14834205933682373,0.05077946401986964,0.2957796796348371,1,119,6,3758,88,13,4,4000.1028703703705,0.0018981481481481482,-0.022629694599560712,0.024567370039044523,0.033137612947681805,-0.12816914867399953,-0.05077946401986964,1.0498221244986776,0.7894782894983772
29,psf-requests,v2.28.2,61c324da43dd8b775d3930d76265538b3ca27bc1,2023-01-12T16:16:09+00:00,psf-requests:v2.28.2,CVE-2023-32681,psf-requests:v2.28.2:CVE-2023-32681,expanded_advisory_plus_explicit,explicit_id+osv_range+osv_ref,CVE-2023-32681;GHSA-J8R2-6X86-Q33Q;PYSEC-2023-74,2023-05-26T17:02:52+00:00,osv_published,74ea7cf7a6a27a4eeb2ae24e162bcc942a6706d5,requests/sessions.py,requests/utils.py,requests/sessions.py,.py,30180.0,678.0,0.28015241882041086,0.7603314787284446,0.06489675516224189,0.05584207132686636,0.30990316152867087,1,0,0,0,0,0,0,,,requests/utils.py,.py,33228.0,852.0,0.3172926447574335,0.7720119899564342,0.13615023474178403,0.10306671362469419,0.3503824700438275,1,0,0,0,0,0,0,,,-0.04047930851515663,-0.03714022593702265,-0.01168051122798952,-0.07125347957954214,-0.04722464229782783,0.0,0.0
